"","log10NH","log10PeakFlux","PhotonIndex","log10Fa","log10Ta","Beta","Alpha","log10T90","Gamma","log10Fluence","log10NHSqr","log10PeakFluxSqr","PhotonIndexSqr","log10FaSqr","log10TaSqr","BetaSqr","AlphaSqr","log10T90Sqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"170607A",20.90203663,1.08334542328181,1.61,-10.4068178434909,3.7054793141286,0.902553138895388,1.21397764198643,1.361727836,1.94001,-5.124938737,436.895135281862,1.17363730614565,2.5921,108.301857627601,13.730576947435,0.814602168529918,1.47374171524294,1.85430269933724,3.7636388001,26.2649970580032,0.0976436925259709,0.815537003964565,0.631302149414893,0.281766566119364,0.203453853948278,0.235299097465246,0.344023040587837,0.18016037340102,"170607A",0.557,0.19228861256812
"170714A",21.06857952,-0.397940009,1.76,-10.9862340407799,3.75335295345115,0.902553138895388,1.73865287254507,3,1.84715,-5.552841969,443.885042990563,0.15835625076292,3.0976,120.697338398791,14.0876583931805,0.814602168529918,3.02291381120921,9,3.4119631225,30.8340539326878,0.00224580492800636,0.817807317491646,0.605939227391981,0.389594659247903,0.19130796215324,0.277080826663584,0.3726458090419,1.76052930493534,"170714A",0.793,0.253580289562183
"180115A",20.61397389,-0.22184875,1.66,-10.274049721878,3.50872658433754,0.902553138895388,1.20854559498488,1.611723308,1.9512,-6.119186408,424.935919537602,0.0492168678765625,2.7556,105.556097687622,12.311162243637,0.814602168529918,1.46058245515735,2.59765202155046,3.80718144,37.4444422958519,0.0549096559424039,0.762450505946199,0.632100929935041,0.264384957135951,0.205028211175561,1.5846709386384,0.394160151013331,3.1505136068319,"180115A",2.487,0.542451947375977
"180325A",22.14319598,0.973127854,1.18,-10.7647915118343,3.65806326450528,0.918304086573511,1.48283539783677,1.973589623,1.85846,-5.187086643,490.321128208688,0.946977820230645,1.3924,115.88073629326,13.381426847123,0.843282395417611,2.19880081707772,3.89505600001328,3.4538735716,26.905867841989,0.0238661522870964,0.805660522098782,0.584418879915326,0.281996198912889,0.210199624164789,0.141294248337766,0.350968516174344,0.116936298307709,"180325A",2.248,0.511616020569138
"181201A",21.1468434832998,0.899550776141651,1.62357778401957,-10.312565315677,3.80387998355917,0.881143199932327,1.31721781244308,1.283301229,1.97913612783146,-5.37153011911936,447.188989307179,0.809191598857047,2.63600482076189,106.349003390105,14.4695029293221,0.776413338786982,1.73506276541734,1.64686204435291,3.91697981248769,28.8533358206065,0.116969006587154,0.799132063610798,0.59644912030008,0.270647132756146,0.208419986454369,0.635918202245358,0.308456726380244,0.395514995952272,"181201A",0.45,0.161368002234975
"200613A",20.9938049880807,0.228369899911643,1.74656725545063,-10.794895654114,3.88258663579369,0.902553138895388,1.18002479189853,2.580924976,2.00996423348564,-5.23247535249562,440.73984787756,0.0521528111856537,3.05049717781235,116.52977218321,15.0744789844437,0.814602168529918,1.39245850949518,6.6611737317406,4.0399562198915,27.3787983144742,0.00589450111897357,0.79352382285736,0.653239799345471,0.290666836504376,0.202995292972914,0.285859801196824,0.342738417227596,0.770756782282741,"200613A",1.2255,0.347427598618541
"201014A",22.1524657,-0.522878745,2.55,-11.223923952397,3.85322553349998,0.902553138895388,1.2493012854656,1.558708571,1.97336,-6.508638306,490.731736589677,0.273402181972775,6.5025,125.97646888919,14.8473470120162,0.814602168529918,1.560753701866,2.42957240930886,3.8941496896,42.3623725983306,0.0620388100992343,0.850691560929453,0.600014541706565,0.285473385197161,0.197175391652953,2.9993215178816,0.361449184159319,2.7933183988137,"201014A",4.56,0.745074791582057
"201015A",21.35536147,0.255272505,3.03,-10.8344737470523,3.72101183539752,0.915843395553299,0.914132978221233,0.990338855,2.1574,-6.698970004,456.05146351436,0.065164051808975,9.1809,117.385821375566,13.8459290791684,0.838769125178596,0.835639101871622,0.980771047722711,4.65437476,44.8761991144918,0.229632405614316,0.766135018915008,0.605642426199961,0.280119718732519,0.211247933545009,3.67433352903926,0.378845114578097,0.491833418694808,"201015A",0.426,0.154119525515847
"201020A",20.93258486,0.322219295,2.25,-10.4876563196714,3.63676812049389,0.915843395553299,1.06316691087658,1.15136985,2.0761,-6.036212173,438.173108921101,0.103825274070297,5.0625,109.990935079543,13.2260823622407,0.838769125178596,1.13032388038286,1.32565253148902,4.31019121,36.4358573974734,0.15849011498137,0.822948588515045,0.593607297376165,0.270500596229736,0.203660958888115,1.18171164246545,0.392501040597385,0.685788635034506,"201020A",2.903,0.591398551281249
"201021C",20.75199541,0,1.63,-10.0795238377943,3.47708854927227,0.882617753908523,1.24724479463421,1.387033701,1.6168,-6,430.645313496661,0,2.6569,101.596800796664,12.0901447794804,0.779014099514525,1.55561957774212,1.92386248770976,2.61404224,36,0.0921166911183962,0.78269346394678,0.655423398098723,0.286939385841884,0.191246790468046,1.63927541637376,0.362386366480849,2.41874552792625,"201021C",1.07,0.315970345456918
"020124A",21.1181965423643,0.286068555062632,1.66001947418774,-10.7903357619746,3.75226554407422,0.930462677877001,1.80464042435546,1.661907293,2.02236215224452,-5.79045330113306,445.978225201926,0.0818352181956219,2.75566465468253,116.431345856148,14.0794967132466,0.865760794922039,3.25672706121785,2.76193585052659,4.08994867483107,33.5293494326028,0.0489175544934962,0.828306293153429,0.592160536407981,0.27988124394349,0.210119913749478,0.74767012372602,0.333148978904854,0.5228468181988,"020124A",3.198,0.623042434246382
"021004A",21.0810752717726,0.355429318153098,1.67186887883644,-10.8546612306987,3.91764409163002,0.887269343738791,1.42475682465814,2,1.96438080403683,-5.46547580308238,444.411734614141,0.126330000202776,2.79514554802182,117.823670433233,15.3479352286836,0.787246888338665,2.02993200940994,4,3.85879194326838,29.871425754079,0.0224580492800636,0.773766905723275,0.632156135262011,0.271847328370819,0.205778467732394,0.42303284358192,0.338524419877309,0.453537780778649,"021004A",2.34,0.523746466811564
"210204A",21.0584880674433,0.493025576197725,1.71047871175346,-10.4506016621889,3.75846529874181,0.891256420736165,1.26706445809875,2.301029996,1.98957333119557,-5.18451228666849,443.459919686652,0.243074218785099,2.92573742336179,109.215075101745,14.1260614018464,0.794338007503439,1.60545234097707,5.29473904249176,3.95840204020463,26.8791676506166,0.0112290246313437,0.746355919763999,0.621104174366375,0.265340482962129,0.201080325042164,0.278626748122318,0.326015846327773,0.644694247060789,"210204A",0.876,0.273232834043046
"030226A",21.0511868725117,0.320464469437468,1.69364237204975,-10.9523668807152,3.84158925650605,0.880624215409836,1.9010254248778,1.344195716,1.94602716780256,-5.88907181132459,443.152468741411,0.102697476171838,2.86842448440231,119.954340289788,14.7578080157027,0.775499008766189,3.61389766603183,1.80686212291275,3.78702173782565,34.6811667989379,0.101666135235017,0.829669729060408,0.590867924608257,0.280897241011139,0.201080327035607,0.85018308183885,0.334879482475559,0.364673968365929,"030226A",1.99,0.47567118832443
"030329A",21.2067839200846,0.780376798107853,1.63361744707194,-10.3411199800453,3.93512936863482,0.869992010083508,1.50295039239175,1.798650645,1.94924493372129,-5.15361554086595,449.727684233159,0.608987947025065,2.66870596337784,106.938762441692,15.4852431478923,0.756886097609142,2.25885988199051,3.23514414275892,3.79955581163811,26.559753143055,0.0357043709111115,0.843812823877593,0.617441991588503,0.291756156850866,0.201993387027851,0.485611429591117,0.292054914315937,0.489129040554728,"030329A",0.17,0.0681858617461616
"050502B",21.0347201497492,0.300152911468349,1.49398169361224,-10.644507755108,3.59873292198364,0.902553138895388,1.44201474654593,1.243038049,1.97812318786123,-5.90726604152399,442.459451778266,0.0900917702629263,2.2319813008485,113.305545348555,12.9508786437689,0.814602168529918,2.07940652925591,1.54514359126173,3.91297134635428,34.8957920853425,0.128331710079093,0.785912445151185,0.570435866304558,0.285336686304387,0.20697156081879,0.63618741320119,0.370497260179914,0.535734863347891,"050502B",3.793,0.680607428991788
"050502A",21.0181637594417,0.330571846807332,1.5837013438142,-10.7129946787943,3.62389143794924,0.893249959234851,1.48490572291476,1.301029996,1.96705146522392,-5.95905698874291,441.763207818709,0.10927774590161,2.50810994639892,114.768254987875,13.1325891540418,0.797895489673063,2.20494500594501,1.69267905049176,3.86929146683955,35.5103601950857,0.112290246313437,0.781885242618921,0.609601440357893,0.269538286407044,0.195195728197728,0.813009717688962,0.357289374857417,0.529219435997345,"050502A",3.79,0.680335513414563
"050525A",21.2788016,1.620136055,1,-10.313317919234,3.5371924404486,0.877301651245358,1.24685442828452,0.944482672,2.08914,-4.815308569,452.787397532163,2.62484083671096,1,106.364526503194,12.5117303607667,0.769658187277833,1.55464596533272,0.89204751770826,4.3645059396,23.1871966146848,0.255205105543512,0.803038241875949,0.6057799533664,0.269420715955144,0.194897227949951,0.0834042027030348,0.381548613455289,0.0459679640491478,"050525A",0.61,0.20682587603185
"050603A",21.63005546,1.33243846,1.16,-10.3942449370094,3.75153396008434,0.905875703059866,1.73753109559258,1.322219295,1.90951127022931,-5.196542884,467.859299202676,1.77539224968717,1.3456,108.040327810546,14.0740070536661,0.820610789394207,3.01901430815115,1.7482638640703,3.64623329113277,27.004057945251,0.106943091744305,0.78604826784619,0.570545547751781,0.281696490385147,0.202318931733535,0.376701870232594,0.294736640395315,0.0841267563672118,"050603A",2.82,0.582063362911709
"050801A",20.80209017,0.164352856,1.99,-9.99580775977833,3.43505044629731,0.888598369404582,1.34054836709886,1.28780173,2.07525210781143,-6.508638306,432.726955440811,0.0270118612753567,3.9601,99.9161727704447,11.7995715686074,0.789607062108483,1.79706992453143,1.65843329579099,4.3066713109758,42.3623725983306,0.115763140600286,0.773168460844289,0.636704922975012,0.271503432364501,0.197343877380165,5.51454626621664,0.350710252171973,1.57796815039239,"050801A",1.56,0.40823996531185
"051028A",20.9024195385481,0.179466033655192,1.6783282458665,-10.9216872180684,3.67999294921917,0.915843395553299,1.24324549438912,1.204119983,2.02921982175251,-6.17568341398607,436.911142565477,0.0322080572359265,2.81678570087334,119.28325168932,13.5423481063028,0.838769125178596,1.54565935931885,1.44990493345992,4.11773308499329,38.1390656297826,0.140362807889193,0.797035611713985,0.643115841010784,0.298198543037818,0.205845895598924,1.32007508523124,0.345448420595814,0.646734893703868,"051028A",3.6,0.662757831681574
"051111A",21.79196559,0.424881637,1.32,-9.96481820154925,3.45778130640356,0.893249959234851,1.22626546041128,1.776555911,2.23019,-5.389339837,474.889764275744,0.1805244054598,1.7424,99.2976017899271,11.9562515629139,0.797895489673063,1.50372697939768,3.15615090490904,4.9737474361,29.0449838786752,0.0375678308208745,0.832627838578294,0.61934935245345,0.271951448784473,0.200800115924756,0.543534682325929,0.330867729885049,1.08717520582929,"051111A",1.55,0.406540180433955
"060607A",21.79614607,0.146128036,1.47,-10.3499741395393,3.5906694116401,0.890591907903269,1.37663770605284,2.009450896,1.61002,-5.59345982,475.071983504776,0.0213534029052173,2.1609,107.121964689132,12.8929068236879,0.793153946422785,1.89513137372642,4.0378929034352,2.5921644004,31.2867927579544,0.0219746078959429,0.797126280842564,0.600083084081418,0.269080935201787,0.200186231845533,0.518548220486987,0.358983822487142,1.33486770968065,"060607A",3.07,0.60959440922522
"060904B",21.59122827,0.387389826,1.64,-10.5294479524832,3.65954461717312,0.916507908386195,1.34542644274748,2.234264124,2.18877,-5.790484985,466.181138207247,0.15007087728831,2.6896,110.869274184052,13.3922668050808,0.839986746134437,1.81017231284413,4.99193617579349,4.7907141129,33.5297163615105,0.0130950724779308,0.770026555936738,0.620603970382766,0.284972201514146,0.205309078408315,0.725855237396938,0.348521423749439,0.591809325334615,"060904B",0.7,0.230448921378274
"061007A",21.74186197,1.164352856,1.03,-9.01299605594164,3.35286964437471,0.913849857054612,1.67738219733596,1.876852648,1.99824,-4.35261703,472.708561922532,1.35571757327536,1.0609,81.2340979044196,11.2417348521694,0.835121561238735,2.8136110359396,3.52257586230461,3.9929630976,18.945275009846,0.0298208063463662,0.870296008074084,0.629044848054299,0.266398765835288,0.197593376835157,0.0824945096477432,0.341435163527136,0.365403824926991,"061007A",1.26,0.354108439147401
"061126A",21.38058204,0.989449818,1.32,-10.5825286386498,3.59942953541951,0.897237036232224,1.17952074413114,2.281033367,1.9269241917552,-5.169411331,457.129288369171,0.979010942340233,1.7424,111.989912387844,12.9558929804503,0.805034299186786,1.39126918583569,5.20311322136736,3.71303684077144,26.7228135090712,0.0117581409910335,0.792965791233459,0.640659751277831,0.281256615694346,0.199760408198862,0.127075405678449,0.389098970417842,0.119744348084794,"061126A",1.1588,0.334212409393176
"070125A",21.1168251059769,0.461366700396796,1.66719216524827,-10.777098793531,3.89147422724246,0.881953241075627,1.69518386526399,1.77815125,1.95142632719767,-5.49527903539734,445.920302556414,0.212859232235027,2.77952971586523,116.145858405528,15.1435716612923,0.777841519443803,2.87364833705135,3.16182186787656,3.80806471048018,30.1980916768775,0.0374300821665039,0.781623563383327,0.636547558586652,0.269161271203559,0.194415631712248,0.347916677411942,0.380799706209866,0.257269533577166,"070125A",1.55,0.406540180433955
"070411A",22.32139542,-0.040958608,1.72,-10.6508827499437,3.55379103905649,0.915178882720403,1.42547259654739,2.089021501,2.2428,-5.568636236,498.244693495997,0.00167760756929766,2.9584,113.441303353048,12.6294307492782,0.837552387377366,2.03197212350756,4.36401083164029,5.03015184,31.0097095288922,0.018295763152312,0.839495863597214,0.62259380419967,0.30254084949429,0.2015165237087,0.286131583909596,0.386525818675174,1.36055887123756,"070411A",2.95,0.59659709562646
"070612A",21.2559971173378,0.178976947,1.69,-10.6138280924612,3.8852089027861,0.915843395553299,2.2453562137936,2.566790912,1.97567939099548,-4.974694135,451.817413452272,0.0320327475574408,2.8561,112.653346776319,15.0948482182883,0.838769125178596,5.04162452682154,6.58841558592579,3.90330905600427,24.7475817368034,0.00608949276024844,0.804315641938307,0.618308808868932,0.410051142111583,0.212072522170063,0.120729988757602,0.204698163393765,0.603429328301697,"070612A",0.671,0.222976449893391
"071010A",22.13954852,-0.096910013,2.33,-10.9655595783613,3.87785074851693,0.883282266741418,1.98040452739605,0.77815125,2.33496,-6.698970004,490.159608669434,0.00939155061966017,5.4289,120.243496866592,15.0377264277733,0.780187562739858,3.92200209213078,0.605519367876562,5.4520382016,44.8761991144918,0.37430082166504,0.799238900557279,0.587729385417598,0.287365363168706,0.199106856373265,4.39435501473576,0.319445670629682,0.812440823658035,"071010A",0.99,0.298853076409707
"071010B",21.30047157,0.886490725,1.53,-10.3679923541096,3.52615048802006,0.887933856571687,1.00589373144561,1.552668216,2.04061,-5.356547324,453.710089104378,0.785865805511026,2.3409,107.495265454876,12.4337372641641,0.788426533646269,1.01182219896157,2.41077858897662,4.1640891721,28.6925992342516,0.062907701080855,0.848152925274808,0.582847861846565,0.273571268743523,0.220295562045611,0.211571281430206,0.441350739931111,0.204851814520698,"071010B",0.947,0.289365951520032
"071025A",21.07108335,0.204119983,1.79,-10.7041405193003,3.56269296843241,0.904546677394075,1.47287594326344,2.376832349,1.97502660214106,-5.187086643,443.990553542647,0.0416649674599203,3.2041,114.578624256926,12.6927811873177,0.818204691584661,2.16936354424415,5.64933201525286,3.90073007916486,26.905867841989,0.00943060774968575,0.801466302731555,0.632730136139162,0.277072705353369,0.197514344672053,0.105478912759435,0.381817470898565,0.640318935283998,"071025A",5,0.778151250383644
"071112C",20.5643192,0.903089987,1.09,-10.3278387408042,3.42106222469347,0.871985548582194,1.17814634180598,1.176091259,1.67267,-5.522878745,422.891224159489,0.81557152461966,1.1881,106.664253056057,11.7036667452246,0.76035879693619,1.38802880271081,1.38319064949621,2.7978249289,30.5021896319728,0.149720328552953,0.826269873120458,0.618574417642269,0.262958901679169,0.196382506841301,0.23495718458965,0.469296821453233,0.172788847841976,"071112C",0.82,0.260071387985075
"080319C",21.75037415,0.716003344,1.37,-10.589036445878,3.53821358062568,0.907869241558553,1.82775444297751,1.531478917,1.61029,-5.443697499,473.078775664988,0.512660788619182,1.8769,112.127692852132,12.518955342124,0.824226559768102,3.34068630382405,2.34542767321549,2.5930338841,29.6338424606189,0.0660530861242607,0.764841353487853,0.596711854900861,0.385723113920348,0.212090152616283,0.245252742682173,0.347707306393186,0.257260046448423,"080319C",1.95,0.469822015978163
"080330A",21.69090721,-0.045757491,2.53,-10.4385157344795,3.58892088393962,0.870656522916403,1.30445902814489,1.783188691,2.25433,-6.468521083,470.49545559283,0.00209374798261508,6.4009,108.962610738977,12.880353111178,0.758042780896881,1.70161335610871,3.17976190771029,5.0820037489,41.8417650012155,0.0369984337462195,0.792458148637627,0.601230925056799,0.27562591659176,0.214176148792954,3.2174384748397,0.379138945931649,1.7273757838032,"080330A",1.51,0.399673721481038
"080413B",21.31329763,1.271841607,1.26,-11.1291401750134,3.95611170104059,0.89192093356906,2.00218624792172,0.903089987,1.93206,-5.494850022,454.256655864964,1.61758107329634,1.5876,123.857761035098,15.6508197911103,0.795522951738704,4.00874977136687,0.81557152461966,3.7328558436,30.1933767642734,0.280725615995587,0.830901583392384,0.652482657625977,0.285098648223558,0.192058834512894,0.2642270154006,0.326073497968751,0.0344477007828869,"080413B",1.1,0.322219294733919
"080603A",20.9181675200872,0.365016103959771,1.8144820875664,-10.624453083854,3.63787965955309,0.899230574730911,1.21423568075995,1.77815125,2.0146549872069,-5.70558194498092,437.569732398432,0.13323675614997,3.29234524609934,112.879003331016,13.2341684173901,0.808615626530884,1.47436828843059,3.16182186787656,4.05883471747762,32.5536653308923,0.0374300821665039,0.762457159228211,0.654174191065908,0.28350618022593,0.20279097773654,0.504913890923142,0.363506716652879,0.517857438073088,"080603A",1.69,0.429752280002408
"080603B",21.31611509,0.544068044,1.21,-10.558533866421,3.707770060269,0.884023198550097,1.38630363400268,1.77815125,1.83449,-5.619788758,454.376762530126,0.296010036501986,1.4641,111.48263740836,13.7475588198272,0.781497015574744,1.92183776564903,3.16182186787656,3.3653535601,31.5820256845432,0.0374300821665039,0.75049172165354,0.601181657229654,0.262543552230494,0.196243401576354,0.598630638749453,0.330911641006535,0.445117685026535,"080603B",2.6893,0.566943971856554
"090313A",22.44115763,-0.096910013,1.91,-10.2141070621035,3.58321736143342,0.909198267224344,1.18902487154467,1.893872679,2.07619,-5.853871964,503.605555774507,0.00939155061966017,3.6481,104.327983076113,12.8394466592779,0.826641489123749,1.41378014515182,3.58675372426264,4.3105649161,34.2678169709052,0.0286747309365001,0.817429492586385,0.610697327068997,0.275126587082243,0.20020168213695,1.05618425051795,0.379699701590416,2.66909265837568,"090313A",3.38,0.6414741105041
"090726A",22.02689264,-0.15490196,2.25,-10.5476432502434,3.55992837128518,0.92913365221121,1.27844583262686,1.773054693,2.4288,-6.065501549,485.183999374086,0.0239946172118416,5.0625,111.252778134405,12.6730900086812,0.863289343671341,1.634423746961,3.14372294436932,5.89906944,36.7903090409214,0.0378719212460373,0.754527864602363,0.606797234162253,0.293049228284172,0.204756181219982,0.945787367994173,0.38269092374416,1.6833124745437,"090726A",2.71,0.569373909615046
"091024A",22.23512426,0.301029996,1.2,-10.0976305939596,3.66760463046126,0.885275805240105,1.60520351942801,1.995196292,1.49013,-5.214670165,494.40075085764,0.09061905849176,1.44,101.962143612069,13.4513237253809,0.783713251343516,2.57667833878406,3.98080824361055,2.2204874169,27.1927849297411,0.022707835449174,0.807779536625159,0.611280776215285,0.271483510086178,0.191162283558335,0.426032560563685,0.285986375485297,1.30958574369978,"091024A",1.09,0.320146286111054
"000926A",21.1545856750033,0.49787317309306,1.68528474322361,-10.8413799914576,3.86868531601655,0.909862780057239,1.91196290053679,1.397940009,1.99215342891529,-5.73555346213348,447.516495081055,0.247877696485752,2.84018466574228,117.535520119178,14.9667260743621,0.827850278533488,3.65560213302905,1.95423626876292,3.96867528433893,32.8965735169913,0.0898321970524164,0.815651960345377,0.642225370298848,0.294980836972551,0.192631965972798,0.625233988900273,0.324225173893458,0.253657886910072,"000926A",2.04,0.482873583608754
"970508A",20.9147184367958,0.329125184024259,1.89125935641635,-11.2795723448169,4.06579037413926,0.864011394587448,1.51953163917415,1.120573931,1.95905288678887,-6.01308853019273,437.425447290446,0.108323386759003,3.57686195323239,127.228752281958,16.5306513664435,0.746515689976947,2.30897640245128,1.25568593483679,3.83788821323579,36.1572336719354,0.170136737050821,0.788379986688113,0.626011084847951,0.295072563763011,0.205353677641477,0.93412165909747,0.424045040613271,0.275721664994417,"970508A",0.83,0.262451089730429
