"","log10PeakFlux","PhotonIndex","log10Ta","log10NH","log10Fa","log10T90","Alpha","Beta","log10Fluence","Gamma","log10PeakFluxSqr","PhotonIndexSqr","log10TaSqr","log10NHSqr","log10FaSqr","log10T90Sqr","AlphaSqr","BetaSqr","log10FluenceSqr","GammaSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"210619B",2.06069784,1.41,2.91049117,21.83430305,-8.55006175,1.784617293,1.12578835,0.745,-4.022276395,1.92306,4.24647558778067,1.9881,8.47095885064797,476.736789679239,73.103555928813,3.18485888247465,1.26739940899572,0.555025,16.1787073977742,3.6981597636,0.00197833385726092,0.01027813,0.01099582,0.00437126,0.07,0.004571521,0.02,0.008308242,"210619B",1.937,0.4679039465228
"210722A",0.342422681,1.62,3.6504,20.54058972,-10.3507,1.700703717,1.43908,0.81,-5.602059991,1.83712,0.117253292463228,2.6244,13.32542016,421.91582604537,107.13699049,2.89239313301762,2.0709512464,0.6561,31.3830761427629,3.3750098944,0.0911698774157967,0.0364819,0.0395981,0.048071,0.09,0.034743559,0.14,0.098703291,"210722A",1.145,0.331427296520743
"210822A",1.442479769,1.3,2.4985,21.53322281,-8.20842,2.257198426,1.267456,0.77,-4.698970004,1.70788,2.08074788397429,1.69,6.24250225,463.679684585104,67.3781588964,5.09494473433688,1.606444711936,0.5929,22.0803190984918,2.9168540944,0.102616483810065,0.017735,0.01621,0.008455,0.026,0.00868589,0.4,0.010974951,"210822A",1.736,0.437116093048079
"211024B",-0.045757491,1.63,3.43921565,20.98677173,-8.56429146,2.780677274,1.92622006,1.07,-5.167491087,2.08,0.00209374798261508,2.6569,11.8282042872049,440.444587647127,73.3470882118289,7.73216610214007,3.7103237195464,1.1449,26.7029641342244,4.3264,0.014863865494915,0.01916437,0.01167528,0.00965772,0.055,0.019160051,0.09,0.096509885,"211024B",1.1137,0.325043347403704
"220101A",0.86332286,1.13,3.04134881,21.90370028,-8.69262974,2.238948898,1.20052929,0.491,-4.602059991,1.62241,0.74532636059858,1.2769,9.24980258408842,479.772085956072,75.5618117967325,5.01289216785541,1.4412705761479,0.241081,21.1789561607629,2.6322142081,0.0313174061753508,0.01431841,0.02317526,0.01255481,0.016,0,0.13,0.017847718,"220101A",4.618,0.749581734865559
"220117A",0.278753601,1.84,3.43803362,21.99532933,-10.1070569,1.697316542,1.68612083,1.2,-5.795880017,1.78537,0.0777035700704672,3.3856,11.8200751722503,483.794512335158,102.152599179838,2.88088344374684,2.84300345335989,1.44,33.5922251714599,3.1875460369,0.0299157959274313,0.05084186,0.04500955,0.06200239,0.55,0.05428681,0.18,0.091430417,"220117A",4.961,0.775319121829478
"220521A",0.672097858,1.97,3.30131796,21.85427081,-10.6276115,1.131939295,1.71067512,1.1,-6.091514981,2.02179,0.451715530728188,3.8809,10.8987002730186,477.609152636818,112.946126194932,1.2812865675651,2.92640936618701,1.21,37.1065547637474,4.0876348041,0.0862659941342183,0.16334814,0.13206168,0.12291833,0.4,0.042893282,0.18,0.036961232,"220521A",5.57,0.817565369559781
"230116D",-0.22184875,1.38,3.79761,21.326069648751,-11.1278,1.612783857,1.57289,0.84,-6.090443971,1.76412,0.0492168678765625,1.9044,14.4218417121,454.801246663379,123.82793284,2.6010717693998,2.4739829521,0.7056,37.0935077638903,3.1121193744,0.118428290656009,0.1014,0.13824,0.23491,0.22,0.064181451,0.22,0.144764827,"230116D",3.81,0.682145076373832
"230325A",0.51851394,1.82,3.7823081,22.22918251,-10.9066853,1.580354661,0.931411844,1.025,-5.886056648,2.0855,0.268856705974324,3.3124,14.3058545633256,494.13655506289,118.955784233236,2.49752085454443,0.86752802314348,1.050625,34.645662863465,4.34931025,0.131947893505177,0.1875455,0.20042492,0.05714513,0.18,0.066814536,0.18,0.052641755,"230325A",1.664,0.425534220498263
"230328B",0.924279286,1.22,3.66388,21.14580437,-10.1038,1.283979284,1.20938,0.865,-5.366531544,1.89331,0.85429219852867,1.4884,13.4240166544,447.145042454311,102.08677444,1.64860280174115,1.4625999844,0.748225,28.799660812747,3.5846227561,0.0861743625270527,0.0267,0.03231,0.02421,0.84,0.020199743,0.29,0.025850862,"230328B",0.09,0.0374264979406237
"230506C",0.380211242,1.89,4.25859,20.96124782,-11.4531,1.491361694,1.14181,1.11,-5.769551079,2.08995,0.144560588543183,3.5721,18.1355887881,439.373910171455,131.17349961,2.22415970233055,1.3037300761,1.2321,33.2877196531901,4.3678910025,0.0886038540296678,0.1023,0.11841,0.11299,0.29,0.051093469,0.17,0.090478017,"230506C",3.7,0.672097857935718
"230818A",0.826074803,1.36,3.9564,21.31377445,-11.0883,0.992111488,1.39195,1.02,-5.721246399,2.00403,0.682399580151489,1.8496,15.65310096,454.276981305473,122.95039689,0.984285204621574,1.9375248025,1.0404,32.7326603580705,4.0161362409,0.0552798328138297,0.2044,0.12794,0.19715,0.29,0.022857604,0.1,0.032410036,"230818A",2.42,0.534026106056135
"231210B",0.591064607,1.08,3.24045,21.82763844,-10.048,0.873320602,1.60174,0.84,-5.853871964,1.66432281,0.349357369648064,1.1664,10.5005162025,476.445799867366,100.962304,0.762688873877642,2.5655710276,0.7056,34.2678169709052,2.7699704158863,0.037615599688349,0.05243,0.04808,0.060675,0.362,0.062042069,0.19,0.077950292,"231210B",3.13,0.615950051656401
"100219A",0.0884533912046695,1.52373197304516,3.5550745491874,20.703795845817,-10.9334393435974,1.274157849,1.53357463379648,0.942114320896965,-5.84643428338281,1.95908708668956,0.00782400241560631,2.32175912568009,12.63855505028,428.647162425269,119.540095880123,1.62347822416831,2.35185115742401,0.88757939363915,34.1807938299139,3.83802221323379,0.119457709009036,0.822151956287133,0.641482520744618,0.293124676071266,0.208586164642881,0.445882084223771,0.477620748424024,0.535871851341907,"100219A",4.67,0.753583058892907
"100316D",0.613281250841921,1.70212711494756,4.66846146620404,21.1539620233015,-10.8579131682838,2.717570654,1.75355963791299,0.926569920416175,-5.59648840941386,1.9700661700536,0.376113892634231,2.89723671543972,21.794532461432,447.49010928328,117.89427836999,7.38519025948199,3.07497140371754,0.858531817420036,31.3206825167037,3.88116071438966,0.00430329755216147,0.818778561102085,0.646027282674018,0.29804023577143,0.188997090716444,0.695844273245061,0.41772837297864,0.600454218129993,"100316D",0.06,0.0253058652647703
"100508A",0.643360494886182,1.70339278910773,3.8328814755778,21.3304087032386,-10.8612914243937,1.716003344,1.16053591955701,0.869609100140076,-5.66315848221218,1.97033497023426,0.413912726380193,2.90154699398421,14.6909804058275,454.986335447196,117.967651405608,2.94466747661918,1.34684362058204,0.756219987046432,32.0713639946517,3.88221989492805,0.043188556271497,0.796620830265322,0.607234309860418,0.308882747368254,0.212233474672427,0.649407422483043,0.451355682181833,0.549206954383046,"100508A",0.5201,0.181872159010334
"101225A",0.467955307204183,1.72228586916859,4.30533837026906,21.2022894780226,-11.4453444190571,3.036628895,1.06841621588844,0.884844013925587,-5.78061094188619,1.97277646934908,0.218982169540562,2.96626861513782,18.535938482511,449.537079109869,130.995908870841,9.22111504594892,1.14151321037337,0.782948928979945,33.4154628614544,3.89184699801742,0.00206415894290363,0.82410854545242,0.662357828439583,0.285695253257142,0.200375461263254,0.642970528908618,0.461344796960508,0.562008410677793,"101225A",0.33,0.123851640967086
"110205A",0.368915656635111,1.61846555733519,4.12447667765623,20.9541483243566,-10.9414959935364,2.409933123,1.66548696307048,0.895777934730225,-5.62544481037038,2.00306016106475,0.136098761710515,2.6194307602803,17.0113078645302,439.076331999136,119.716334576574,5.80777765733253,2.77384682415774,0.802418108349547,31.645629314523,4.01225000884476,0.00873854058256627,0.754318547138539,0.581541943084264,0.29068528294933,0.207689479656747,0.565043779823174,0.362193577071097,0.421723034084785,"110205A",2.21,0.506505032404872
"110801A",0.527872222201671,1.58616702626048,3.79945122167876,21.2842349737763,-10.4137429727986,2.58546073,1.50053150005181,0.936567812898905,-5.55138225687455,1.99816381220128,0.278649082972131,2.51592583519601,14.4358295859162,453.018658418924,108.446042703512,6.68460718637213,2.25159478264773,0.877159268158238,30.8178449619415,3.99265862039076,0.00583325954666165,0.798224989661218,0.594043641633318,0.282593371513314,0.206518476204361,0.610718106233286,0.35386903917164,0.461568954685252,"110801A",1.858,0.456062224454951
"111107A",0.31674666577634,1.59588930386769,3.51009002092789,20.768572347783,-10.7456500455475,1.424881637,1.08283531471763,0.915132186757025,-5.69693780045168,2.00434916708965,0.100328450280428,2.5468626701993,12.3207319550176,431.333597365098,115.468994901374,2.0302876794598,1.17253231879963,0.837466919238694,32.4551003022152,4.01741558361298,0.0844287566202461,0.795220945221138,0.61484531367953,0.280521103009922,0.195759763064699,0.504576575447026,0.402926958008799,0.39536949326622,"111107A",2.893,0.590284403718162
"011211A",0.349091371451929,1.63386852905683,4.230517003406,20.9011915573426,-11.1556017679022,2.431363764,1.70514534884549,0.872784899366723,-5.64052398596779,2.00313960827446,0.121864785622189,2.66952637024233,17.8972741161073,436.859808516728,124.447450804023,5.91152975289225,2.90752066068939,0.761753480562581,31.815510836278,4.01256829023794,0.00831779603269816,0.809873988821759,0.603392395305161,0.273896198207744,0.186034126725646,0.56914553331086,0.366052312488613,0.414594225125672,"011211A",2.14,0.496929648073215
"120119A",0.329366633257999,1.56802795481639,3.60478989503004,20.8517617212846,-10.5100924659545,2.404491618,1.45932907066163,0.924798509238243,-5.63550988817828,1.98806557624637,0.108482379103709,2.45871166708568,12.9945101873107,434.795966881231,110.462043642913,5.78157994103226,2.12964133647815,0.855252282689276,31.7589716997552,3.95240473545583,0.00884871917556533,0.782521865319912,0.609775585931412,0.288597001845839,0.212987778020553,0.498521337045241,0.390650480681836,0.426439656658119,"120119A",3.1,0.612783856719735
"120711A",0.510958861591914,1.66639017615401,3.94868708395473,21.256546245615,-10.9060212482064,2.06069784,1.26456792636399,0.883697489430178,-5.64508086480213,2.0069608204413,0.261078958239305,2.77685621918259,15.5921296869909,451.840758291971,118.941299466329,4.24647558778067,1.59913204038852,0.780921252825199,31.8669379701551,4.02789173478643,0.0195287385203038,0.817157200618843,0.598893967856559,0.291497156350018,0.19229195781084,0.620372498474373,0.376586094733006,0.486197548772502,"120711A",1.405,0.381115080709851
"120815A",0.413601649418242,1.59646518918724,3.49974291621967,20.8868882950779,-10.6405737471681,0.986771734,1.05434694614828,0.905105920688666,-5.67916155460068,2.00926152897916,0.17106632440149,2.54870110028665,12.2482004796298,436.26210265106,113.221809668923,0.973718455021367,1.11164748285221,0.819216727665678,32.2528759632544,4.03713189183569,0.231526281379706,0.803771857728396,0.61759060465579,0.262851365024431,0.194151734967599,0.564246371492783,0.365482783224698,0.43195721889992,"120815A",2.36,0.526339277389844
"121217A",0.298051409188249,1.58417810825714,3.62635592511988,20.8132431510866,-10.6318676827102,2.890979597,1.11033568408378,0.909985911496193,-5.67459577946187,1.99933997708839,0.088834642519101,2.50962027868118,13.1504572956521,433.191090466251,113.036610422657,8.35776303027028,1.2328453313498,0.828074359121557,32.2010372602864,3.99736034398381,0.00288663872487537,0.772543233003998,0.608955613987584,0.284653402473555,0.197166543651574,0.483001297594258,0.41628207518585,0.396930549611855,"121217A",3.1,0.612783856719735
"130215A",0.510213442197974,1.69509222332513,4.47566872912981,21.2001092300719,-11.228179355626,1.81756537,1.75651920397818,0.917729069050746,-5.65038128164228,1.98674081025079,0.260317756599506,2.87333764557733,20.0316105729104,449.44463136698,126.072011642106,3.30354387422324,3.08535971394416,0.842226644180749,31.9268086279335,3.94713904711598,0.0341827233748845,0.80102769884649,0.604706718140506,0.377133530081475,0.195427526178432,0.659275049212112,0.400932616561878,0.537826934660449,"130215A",0.6,0.204119982655925
"130427A",0.821456613072229,1.67492437165787,3.95079661430382,21.33906917421,-10.1973351685941,2.211734423,1.35409362082739,0.901404152249152,-5.48178410690851,1.94698421526522,0.674790967160097,2.8053716507735,15.6087938875945,455.355873221719,103.985644540645,4.89176915788314,1.83356953396542,0.812529445692012,30.0499569947548,3.79074753449191,0.0137923289772479,0.823208209661506,0.615892584134049,0.285559024763179,0.196880473119962,0.681704135066746,0.437779442135477,0.587448456199911,"130427A",0.34,0.127104798364808
"130702A",0.747175890513964,1.69279369078273,4.20648598495872,21.299115730411,-10.545824962906,1.770852012,1.38251632363694,0.874664368986522,-5.56618712239882,1.9491699063342,0.558271811365336,2.8655504795538,17.6945243416541,453.652330897443,111.214424148252,3.13591684840445,1.91135138512261,0.765037758374591,30.9824390815585,3.79926332375887,0.0380644902738276,0.811304404698888,0.590056585799739,0.270710259946931,0.202565480789461,0.684721595577172,0.445925150822973,0.595896847543956,"130702A",0.15,0.0606978403536116
"140801A",0.528367603388605,1.67611246133429,3.87093375875993,21.272665995504,-10.8898438335152,0.84509804,1.16276287374139,0.899465591105711,-5.65927259764285,2.00746194293325,0.279172324310618,2.80935298304011,14.9841281647073,452.526318556273,118.58869871835,0.714190697211842,1.35201750055134,0.809038349583146,32.0273663344313,4.02990345232535,0.320829275440011,0.777590705099899,0.596124798452059,0.268427202917427,0.197079706400395,0.618962217847874,0.384261319350802,0.491354993311892,"140801A",1.32,0.3654879848909
"140907A",0.58306398128779,1.67035500459788,3.86888301641837,21.3288546034592,-10.6675502245585,1.898725182,1.19695792520182,0.932791245404936,-5.61720042968185,1.99865300303057,0.339963606275168,2.79008584138519,14.9682557947305,454.920038695503,113.796627793479,3.60515731676093,1.43270827470344,0.870099507504091,31.552940667218,3.9946138265231,0.0283561228015601,0.779614455981657,0.626351214038264,0.282820408006585,0.196499674101842,0.629432105276728,0.388432259383194,0.503413464285011,"140907A",1.21,0.344392273685111
"141221A",0.667424320269346,1.57637685018667,3.40655032988471,21.4051799859821,-10.2134759676048,1.567026366,1.33687036320959,0.864392906044507,-5.54713334894517,1.9756869828129,0.445455223286999,2.48496397380445,11.6045851500376,458.181730232288,104.31509134084,2.45557163173917,1.78722236802814,0.747175096020068,30.7706883909796,3.90333905405633,0.0608619221904846,0.801513827503022,0.613619986977102,0.266627710054679,0.213030184448872,0.667034802257394,0.374790513300079,0.50503143041975,"141221A",1.45,0.389166084364532
"150323A",0.607898046554594,1.71816257930612,3.67492827464631,21.3354713145742,-10.9739260261202,2.174931594,1.00440913019217,0.940599166789692,-5.70013169296502,1.98449557734369,0.369540035004891,2.95208264892787,13.5050978237949,455.20233621502,120.427052426758,4.73032743857938,1.00883770081339,0.884726792565462,32.4915013171442,3.93822269649665,0.0150120650104803,0.760236915615354,0.603148404528635,0.269392927913526,0.204600138765944,0.619648336975581,0.463530127274176,0.526171856599617,"150323A",0.593,0.202215775801131
"150910A",0.705619126973964,1.57184629265325,3.42956686333961,21.4294163671459,-10.0519667160358,2.049992857,1.35641845691502,0.884878966906934,-5.51130397065125,1.96964660377156,0.497898352351499,2.47070076772777,11.7619288701171,459.2198858365,101.042034860292,4.20247071375102,1.83987103025973,0.783010786074283,30.3744714569163,3.87950774374886,0.0200160866986934,0.788330575104645,0.615730247334606,0.275473546181531,0.197619933030904,0.674235159019487,0.377809386260925,0.52025781964587,"150910A",1.3585,0.372635880581721
"160131A",0.733384060620997,1.63471411174091,3.75232338430684,21.3981322901613,-10.1331485075194,2.511883361,1.36119162004146,0.920889072829207,-5.49861066699367,1.96632857388174,0.537852180372942,2.67229022712488,14.0799307804159,457.880065507245,102.680698675442,6.30955801926866,1.85284262647109,0.848036684456237,30.2347192671766,3.8664480604638,0.00691016900891419,0.822297024770114,0.620714482357302,0.267906116331233,0.205718973695338,0.66801287978669,0.394796889012153,0.54542624780981,"160131A",0.972,0.294906910605192
"160314A",0.669036369211091,1.69586142797927,3.37291088267816,21.3633456623415,-10.7213559479983,0.941014244,1.03871216515792,0.924658119768825,-5.66998392102219,1.97749980011624,0.44760966332716,2.87594598290789,11.3765278224888,456.392537888686,114.947473363679,0.885507807410892,1.07892296204705,0.854992638454419,32.1487176646502,3.91050545945979,0.257251423423117,0.755460895452024,0.650017060181139,0.287405364383067,0.190095211680571,0.637508449512457,0.459444469718122,0.514761070688311,"160314A",0.726,0.237040791379191
"160425A",0.67558641112587,1.70012745540431,3.66402376624325,21.3526080040604,-10.6884625623508,2.483701382,1.18190609882058,0.975065476344945,-5.63532814638055,1.9756720279393,0.456416998897934,2.89043336461952,13.4250701595954,455.933868575064,114.243231946775,6.16877255494871,1.39690202642928,0.950752683159794,31.7569233173888,3.90327996198179,0.00737344845282604,0.772881918763161,0.610379423568307,0.27999309900213,0.207812103652522,0.639852678608859,0.451831763702174,0.537885722694878,"160425A",0.555,0.191730393362856
"161014A",0.310325633914823,1.60052965228043,3.76286926224575,20.7941041921469,-10.8243351164,1.26245109,1.3889077727368,0.915640869741086,-5.67016446302269,2.00096687274813,0.0963019990646366,2.56169516782891,14.1591850847539,432.394769153861,117.166230712129,1.59378275464219,1.9290648011687,0.838398202340213,32.1507650377254,4.00386842583542,0.1227215806892,0.763636781037765,0.620420617975041,0.280769237615468,0.195230833000052,0.506561947927384,0.378347318648081,0.404927201966979,"161014A",2.823,0.582404298019028
"161023A",0.360913981023332,1.58105970615709,3.98560092947136,20.9344729011734,-10.4650002988299,1.643452676,1.39183974218314,0.892301882712798,-5.61569700804651,1.99427265731887,0.13025890169811,2.49974979443356,15.885014769003,438.252155649962,109.516231254511,2.70093669825156,1.93721786792044,0.796202649892804,31.5360528861825,3.97712343172966,0.0510410211481933,0.777410589726627,0.638631321064819,0.272088363879232,0.191308852484248,0.517749902697498,0.366070926479824,0.426801879637747,"161023A",2.71,0.569373909615046
"170113A",0.449744573343472,1.61524094545122,3.76680133950169,21.082292277615,-10.7421911628546,1.315130317,1.25498217765659,0.914479273982707,-5.64459837815013,2.01234197332151,0.202270181251902,2.60900331186215,14.1887923312717,444.463047678783,115.394670979311,1.72956775069252,1.57498026623569,0.836272342543939,31.8614908506151,4.04952021759152,0.108703045932032,0.73466578885982,0.616179213557235,0.257728222149647,0.18946727365802,0.590529922545381,0.360075392190848,0.449827110509782,"170113A",1.968,0.472463896606989
"170607A",0.736342346306901,1.68781703733457,3.8826082802534,21.3526090883191,-10.4119099297195,1.361727836,1.21254328168375,0.919467460899354,-5.55249417127383,1.96332399882687,0.542200050964752,2.84872635151683,15.0746470578923,455.933914878567,108.407868384593,1.85430269933724,1.47026120995639,0.845420411652706,30.8301915220299,3.85464112436954,0.0976436925259709,0.785961061671918,0.610410681958188,0.279276240543408,0.208943722217232,0.661712864528468,0.437841361750997,0.560388360276882,"170607A",0.557,0.19228861256812
"170714A",0.561936083615879,1.68441239723741,3.94551730645095,21.3243598498152,-11.0700247039308,3,1.62604458387889,0.933612092093398,-5.66583769960046,1.9873878147733,0.315772162069552,2.83724512396709,15.567106815504,454.728323004411,122.545446945637,9,2.64402098876186,0.871631538503012,32.1017168382138,3.9497103263094,0.00224580492800636,0.827352875630253,0.595679855487994,0.394054489333476,0.194010229417449,0.633268412676175,0.39931119676544,0.5150483919793,"170714A",0.793,0.253580289562183
"180115A",0.456923585823926,1.56286635218916,3.48681361736081,21.0340582831222,-10.336360564531,1.611723308,1.20963652693163,0.923859333156446,-5.61693042216101,1.99850800971652,0.208779163282195,2.44255123480505,12.1578692022128,442.431607857782,106.840349719991,2.59765202155046,1.46322052728722,0.853516067460273,31.5499073673979,3.9940342649011,0.0549096559424039,0.764380199711754,0.623203238679162,0.269951350521256,0.203752609182255,0.565847209140355,0.362895185664925,0.440543403737533,"180115A",2.487,0.542451947375977
"180325A",0.403104320795915,1.60178049085637,3.75219624032856,20.9909897887764,-10.7837875026657,1.973589623,1.42522451873374,0.930163512524357,-5.64556813821858,2.0088345907102,0.162493093444336,2.56570074088807,14.0789766259358,440.621652312515,116.290072902648,3.89505600001328,2.03126492879982,0.865204160031649,31.8724396032688,4.03541641283382,0.0238661522870964,0.812245962412652,0.600863285955832,0.283581660015697,0.211017473918601,0.568959249542323,0.361890584377973,0.430609603684688,"180325A",2.248,0.511616020569138
"181201A",0.767489967440403,1.68504482679516,4.07213208802757,21.3376828127625,-10.3393308594863,1.283301229,1.30637263791841,0.880600729829293,-5.51688353762112,1.95390671718252,0.589040850121672,2.83937606830913,16.5822597423438,455.296707818062,106.901762621927,1.64686204435291,1.70660946910191,0.775457645375884,30.4360039676749,3.81775145945096,0.116969006587154,0.790195011305888,0.593146075195411,0.282124910737301,0.204768947327362,0.676104343250108,0.432260615683245,0.580361451972294,"181201A",0.45,0.161368002234975
"200613A",0.523661697665974,1.69188620304673,4.2748501791616,21.2823206964156,-10.800895630958,2.580924976,1.17249219086114,0.921245242046176,-5.62125275227809,2.00624379146925,0.27422157360241,2.86247892405987,18.274344054278,452.937174225081,116.659346430848,6.6611737317406,1.37473793763036,0.848692795992717,31.598482504994,4.0250141508089,0.00589450111897357,0.796061372728431,0.635956958001147,0.284198757018858,0.201447598680721,0.62336097449346,0.386419289651895,0.51009005700634,"200613A",1.2255,0.347427598618541
"201014A",0.0868701503008709,1.55312136950417,4.12551519286497,20.6923891831252,-11.2208770880878,1.558708571,1.25332021979061,0.909959737529345,-5.78516166296109,1.97902668860957,0.00754642301329591,2.41218598841052,17.0198756065597,428.174970105917,125.908082625974,2.42957240930886,1.57081157333598,0.828026723924475,33.4680954665947,3.91654663422894,0.0620388100992343,0.867820460197347,0.597736241555835,0.290538120150241,0.195118585776804,0.456729728011642,0.442185326595168,0.531482248468761,"201014A",4.56,0.745074791582057
"201015A",0.63143240519701,1.71969395065999,3.86290782658855,21.326069648751,-10.8744534301265,0.990338855,0.97710747153225,0.931358189666251,-5.67106761946013,1.97551030355901,0.398706882332882,2.95734728393657,14.9220568767191,454.801246663379,118.25373740399,0.980771047722711,0.954739010924148,0.867428077458397,32.1610079444892,3.90264095946783,0.229632405614316,0.782303351908868,0.594100997396298,0.281264883908167,0.20598682969823,0.628984014073204,0.470267095938464,0.546982717970825,"201015A",0.426,0.154119525515847
"201020A",0.334420998713079,1.58935627348264,3.74523813589335,20.846366917105,-10.4939558343666,1.15136985,1.0801678478918,0.928397219905648,-5.65622070945534,2.004098690673,0.111837404380253,2.52605336405862,14.0268086945499,434.571013642569,110.123109053636,1.32565253148902,1.1667625796192,0.861921397928535,31.9928327140715,4.01641156195724,0.15849011498137,0.836007515371256,0.58473935372231,0.271068695646534,0.204181258398446,0.496147204482678,0.392054020858743,0.405594321607571,"201020A",2.903,0.591398551281249
"201021C",0.7332939407744,1.61469275028099,3.39860279969865,21.4047315884907,-10.1703163878534,1.387033701,1.23328174600482,0.892993537035123,-5.54354974737556,1.96628045660002,0.537720003576449,2.60723267781,11.5505009901195,458.162534375333,103.43533542904,1.92386248770976,1.5209838650287,0.797437457186499,30.7309438016276,3.86625883400717,0.0921166911183962,0.800870781276215,0.625636889312602,0.283176699822988,0.198882689246876,0.675322486356784,0.405989798337828,0.530029301532871,"201021C",1.07,0.315970345456918
"020124A",0.253232190112784,1.58801180168257,3.94319258244172,20.7024539106383,-10.8083317784885,1.661907293,1.66736924582972,0.94988322427092,-5.64766270913284,1.99684059234898,0.0641265421093172,2.52178148228314,15.5487677422234,428.591597922104,116.820035833885,2.76193585052659,2.78012020193876,0.902278139751318,31.8960940761297,3.98737235125262,0.0489175544934962,0.827047190487285,0.592048087087502,0.274868399287968,0.205480516542842,0.472711160962218,0.370393886095615,0.421896862328984,"020124A",3.198,0.623042434246382
"021004A",0.32676656816799,1.62832202044934,4.32702575418751,20.8610073754922,-10.856477514141,2,1.3506804889308,0.896534889857964,-5.65767348890221,2.00845126154735,0.106776390072285,2.65143260228021,18.723151877402,435.181628720342,117.86310401505,4,1.82433778317835,0.803774808732632,32.0092693070269,4.03387647001113,0.0224580492800636,0.773255876815631,0.621071583214842,0.272050608772837,0.204755347330682,0.543014164069494,0.36728193501402,0.423720100987471,"021004A",2.34,0.523746466811564
"210204A",0.665425392266446,1.6798450776999,3.99163391245165,21.357025759347,-10.5010192525423,2.301029996,1.25751522589486,0.903338857950866,-5.56714386202291,1.97749804046837,0.442790952672954,2.8218794850726,15.933141291034,456.122549285412,110.271405342264,5.29473904249176,1.58134454335739,0.816021092283976,30.9930907804593,3.91049850005626,0.0112290246313437,0.774439121700677,0.622892435985763,0.265486834299161,0.20016320343651,0.652136403230798,0.407311357273398,0.541629686042311,"210204A",0.876,0.273232834043046
"030226A",0.413053180792133,1.62049636833117,4.14553232498341,21.0696322178497,-10.9084487632826,1.344195716,1.74785148911539,0.881417829667745,-5.5912560154563,1.99968610495457,0.170612930162499,2.6260084797745,17.1854382574823,443.929401795451,118.994254421162,1.80686212291275,3.05498482800288,0.776897390456198,31.2621438303762,3.99874451834838,0.101666135235017,0.796726187310422,0.57640877385438,0.286535165213746,0.203072034957873,0.584002446352964,0.357937083678342,0.427524468370814,"030226A",1.99,0.47567118832443
"030329A",0.779022324869901,1.69368395449546,4.3699983980086,21.2956142411286,-10.3864851345367,1.798650645,1.45313390700951,0.870977015678142,-5.5147814065878,1.94478215273803,0.606875782645705,2.86856533771539,19.0968859985977,453.503185906957,107.879073449952,3.23514414275892,2.11159815170073,0.758600961839602,30.4128139624465,3.78217762160836,0.0357043709111115,0.806815745268984,0.616913898019911,0.281048951948844,0.200747345347066,0.690515240699292,0.43420990560648,0.605544702275439,"030329A",0.17,0.0681858617461616
"050502B",0.183258063641127,1.53376382508754,3.63036368965925,20.5755740681783,-10.7626910741881,1.243038049,1.37475540759348,0.917993764257099,-5.69681810766193,1.98112657276426,0.0335835178894955,2.35243147114717,13.1795405191964,423.354248235092,115.835519158408,1.54514359126173,1.88995243070752,0.842712551214919,32.4537365517848,3.92486249731265,0.128331710079093,0.783015873026614,0.577971324520002,0.285255518020958,0.210846063042181,0.459738602647166,0.457522716951162,0.466063539554269,"050502B",3.793,0.680607428991788
"050502A",0.181996738143324,1.53819713430402,3.709817945101,20.5438155089447,-10.7362101463867,1.301029996,1.41991981222155,0.911423283849173,-5.68680596718435,1.9791050864527,0.0331228126948097,2.36605042398108,13.7627491857934,422.048355665555,115.266208307376,1.69267905049176,2.01617227313927,0.83069240234241,32.3397621084035,3.91685694322294,0.112290246313437,0.770241993309833,0.606444429320719,0.270902966661056,0.196238337183941,0.457655426318381,0.439925512802932,0.468699079643222,"050502A",3.79,0.680335513414563
"050525A",0.755404814990527,1.66532348407059,3.5661995948462,21.3642617939663,-10.3844677348636,0.944482672,1.24726817349991,0.887527848075075,-5.56234377305574,1.9593076687711,0.570636434510872,2.77330230659701,12.7177795502812,456.431682001126,107.837170136423,0.89204751770826,1.55567789662581,0.787705681108773,30.939668249652,3.83888654090523,0.255205105543512,0.787492769458897,0.60042962486481,0.27276692392261,0.196065926987861,0.671049857454041,0.440490277671023,0.55112303332011,"050525A",0.61,0.20682587603185
"050603A",0.353149743776271,1.57409427412373,3.95572119646738,20.9103640936141,-10.4820759778086,1.322219295,1.63424587879425,0.90833347764695,-5.60157453699321,1.9898859444951,0.124714741529246,2.47777278382912,15.6477301841813,437.243326527506,109.873916804552,1.7482638640703,2.67075959235598,0.825069706614203,31.3776372934907,3.95964607209916,0.106943091744305,0.781305482286903,0.578619876650054,0.289815312423011,0.201801983276413,0.511945180944106,0.360948417845231,0.432211586659475,"050603A",2.82,0.582063362911709
"050801A",0.660944282681008,1.56289720829521,3.3569897613723,21.406567914028,-10.121843348776,1.28780173,1.31019462141209,0.91781272340908,-5.54055893245873,1.97964398937133,0.436847344808713,2.44264768369697,11.2693802579584,458.241149857892,102.45171277716,1.65843329579099,1.71660994597716,0.842380195251593,30.6977932840483,3.91899032465402,0.115763140600286,0.769065603510117,0.613550566909707,0.275011453778411,0.20181650093352,0.658223346915433,0.371263595247902,0.496056461788511,"050801A",1.56,0.40823996531185
