"","log10NH","log10PeakFlux","PhotonIndex","log10Ta","log10Fa","log10T90","Beta","Alpha","Gamma","log10Fluence","log10NHSqr","log10PeakFluxSqr","PhotonIndexSqr","log10TaSqr","log10FaSqr","log10T90Sqr","BetaSqr","AlphaSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","log10NH_opt","log10PeakFlux_opt","PhotonIndex_opt","log10Ta_opt","log10Fa_opt","log10T90_opt","Beta_opt","Alpha_opt","Gamma_opt","log10Fluence_opt","Redshift_crosscheck","log10z"
"180205A",21.4933967,0.531478917,2.04,3.21372,-10.30627305,1.190331698,1.03,1.09633,1.88733,-6,461.966101703571,0.282469839215493,4.1616,10.3279962384,106.219264181156,1.41688955126356,1.0609,1.2019394689,3.5620145289,36,0.0875106835560367,0.06455,0.088815,0.042095,0.005,0.043429448,0.13,0.038320101,"180205A",0,0,0,0,0,0,0,0,0,0,0,1.409,0.381836799998343
"180325A",22.14319598,0.973127854,1.18,3.76652342638718,-10.869935302335,1.973589623,0.993749390196923,1.41552121200435,1.85846,-5.187086643,490.321128208688,0.946977820230645,1.3924,14.1866987215234,118.155493476949,3.89505600001328,0.987537850516756,2.00370030163426,3.4538735716,26.905867841989,0.038778433249538,0.797878700726583,0.494707868630446,0.269052371618408,0.171867374264458,0.013362907,0.05,0.013860462,"180325A",1,5.535798995,0.2432819635,0.295,0.941630856596795,-2.71748382558375,0.49339740575,0.248437347549231,0.353880303001088,0.464615,-1.29677166075,2.248,0.511616020569138
"180329B",21.41988474,0.146128036,0.97,4.02296,-11.14935376,2.322219295,0.77,1.50063,1.86768,-5.48148606,458.811462274885,0.0213534029052173,0.9409,16.1842071616,124.308089265626,5.3927024540703,0.5929,2.2518903969,3.4882285824,30.0466894259743,0.091090048181127,0.04825,0.04314,0.069665,0,0.039481317,0.56,0.124084138,"180329B",0,0,0,0,0,0,0,0,0,0,0,1.998,0.476831628512261
"180620B",21.21643247,0.556302501,1.3,4.6659,-10.98296666,2.29841638,0.9,1.09835,1.99236,-5,450.13700675407,0.309472472618855,1.69,21.77062281,120.625556654672,5.2827178558523,0.81,1.2063727225,3.9694983696,25,0.0599542916300528,0.0437,0.067125,0.059445,0.005,0.013028834,0.2,0.024127471,"180620B",0,0,0,0,0,0,0,0,0,0,0,1.1175,0.325823419002744
"180624A",21.1034582,0.146128036,1.91,4.171185481,-11.54363397,2.686993566,0.95,1.243849338,2.06008,-5.236572006,445.355947999147,0.0213534029052173,3.6481,17.3987883169052,133.255485233338,7.2199344237254,0.9025,1.54716117564304,4.2439296064,27.4216863740229,0.0343795484387942,0.088149935,0.099379055,0.123366444,0,0.022463508,0.1,0.062042069,"180624A",0,0,0,0,0,0,0,0,0,0,0,2.855,0.586024382386976
"180720B",21.24271531,1.831869774,1.36,3.62033,-8.847711656,3.06444019010425,0.729,1.34127,1.8461,-4.065501549,451.252953741708,3.35574686889481,1.8496,13.1067893089,78.2820015477183,9.39079367872617,0.531441,1.7990052129,3.40808521,16.5283028449214,0.00138098327707093,0.004975,0.00614,0.005375,0,0.005049936,0.03,0.016629833,"180720B",0,0,0,0,0,0,0,0,0,0,0,0.654,0.218535505216528
"180728A",21.58733599,2.120573931,1.97,3.8695,-9.42365865,0.938519725,0.8595,1.1986,1.70111,-4.528708289,466.013075145149,4.49683379683679,3.8809,14.97303025,88.8053423517198,0.880819274214076,0.73874025,1.43664196,2.8937752321,20.5091987668573,0.0148761559757772,0.009885,0.014745,0.0091,0.042486494,0.008803267,0.03,0.009541318,"180728A",0,0,0,0,0,0,0,0,0,0,0,0.117,0.0480531731156091
"181010A",22.27837171,0.146128036,1.52,3.15711,-9.928117993,1.214843848,1.115,1.07011,1.76613,-6.161150909,496.325846048928,0.0213534029052173,2.3104,9.9673435521,98.5675268829304,1.47584557502345,1.243225,1.1451354121,3.1192151769,37.9597805234715,0.0580681587793652,0.034615,0.057805,0.033375,0.007041969,0.04405886,0.15,0.062042069,"181010A",0,0,0,0,0,0,0,0,0,0,0,1.39,0.378397900948138
"181020A",20.65703194,0.886490725,1.25,4.29043,-10.42365865,2.376576957,1.228,2.64643,1.93674,-5.091514981,426.71296857018,0.785865805511026,1.5625,18.4077895849,108.65265965172,5.64811803254338,1.507984,7.0035917449,3.7509618276,25.9235248017474,0.0211468897196027,0.1418,0.047555,0.091985,0.029531206,0.016084981,0.06,0.016920564,"181020A",0,0,0,0,0,0,0,0,0,0,0,2.938,0.595275711802099
"181201A",21.1468434832998,0.899550776141651,1.62357778401957,4.03996804148587,-10.4363826587414,1.283301229,0.887904598343983,1.28741503220433,1.97913612783146,-5.37153011911936,447.188989307179,0.809191598857047,2.6360048207619,16.3213417762272,108.918082999678,1.64686204435291,0.78837457576039,1.65743746514568,3.91697981248771,28.8533358206064,0.015836913202155,0.885685031656866,0.493337667894705,0.271212847726525,0.168424123685421,0.0288230416508681,0.178235765696061,0.0293124960699646,"181201A",1,5.28671087082495,0.224887694035413,0.405894446004892,1.00999201037147,-2.60909566468535,0.32082530725,0.221976149585996,0.321853758051083,0.494784031957865,-1.34288252977984,0.45,0.161368002234975
"190114A",21.6447605,-0.301029996,2.06,3.74534,-10.75202673,1.823474229,0.86,1.18375,1.83214,-6.096910013,468.49565710236,0.09061905849176,4.2436,14.0275717156,115.606078802635,3.32505826382714,0.7396,1.4012640625,3.3567369796,37.1723117066197,0.0664080102705681,0.03365,0.042215,0.04616,0,0.065144172,0.22,0.173717793,"190114A",0,0,0,0,0,0,0,0,0,0,0,3.3765,0.641126932803509
"190719C",20.95382587,0.740362689,1.64,4.88123,-11.257,2.268811904,0.915,1.55953,1.5415,-5.292429824,439.062818590281,0.548136911263311,2.6896,23.8264063129,126.720049,5.14750745573211,0.837225,2.4321338209,2.37622225,28.0098134419647,0.0226602223323686,0.2175,0.1943,0.21085,0.22,0.025546734,0.09,0.02368879,"190719C",0,0,0,0,0,0,0,0,0,0,0,2.469,0.54020429984206
"190829A",22.04910001,1.255272505,2.56,4.0838,-9.56068,1.764922985,1.16,1.03996,2.0913,-5.193820026,486.162811250982,1.57570906180898,6.5536,16.67742244,91.4066020624,3.11495314298131,1.3456,1.0815168016,4.37353569,26.9757664624786,0.0660733687520347,0.013585,0.01916,0.009675,0.075,0.047500959,0.21,0.065144172,"190829A",0,0,0,0,0,0,0,0,0,0,0,0.0785,0.0328201494385639
"191011A",21.65033473,0.255272505,1.94,3.15321333,-10.8132081,0.867467488,0.94,1.30602449,1.81479,-6.48148606,468.736993921044,0.065164051808975,3.7636,9.94275430448969,116.925469413906,0.75249984273703,0.8836,1.70569996847976,3.2934627441,42.0096615459743,0.0559978453284278,0.05719327,0.06597695,0.05756962,0.19,0.052641755,0.17,0.048254942,"191011A",0,0,0,0,0,0,0,0,0,0,0,1.722,0.434888120867316
"191221B",21.35536147,0.681241237,1.24,1.95518066,-8.11145684,1.681241237,1.39,1.15734724,1.843,-4.721246399,456.05146351436,0.46408962298929,1.5376,3.82273141323804,65.7957320671828,2.82657209698929,1.9321,1.33945263393562,3.396649,22.2901675600705,0.14476482742628,0.06184721,0.05366691,0.00551831,0.175,0.022857604,0.05,0.063334612,"191221B",0,0,0,0,0,0,0,0,0,0,0,1.148,0.332034277027518
"200205B",21.01365445,0.301029996,1.36,4.53640048,-11.7337376,2.660865478,0.516,1.56884903,1.90881,-5.26760624,441.573673344005,0.09061905849176,1.8496,20.5789293149442,137.680598065654,7.08020509201217,0.266256,2.46128727893194,3.6435556161,27.7476754996869,0.0051064352834946,0.10035241,0.08886983,0.19267266,0.18,0.016084981,0.22,0.043429448,"200205B",0,0,0,0,0,0,0,0,0,0,0,1.465,0.391816923613249
"200613A",20.9938049880807,0.228369899911643,1.74656725545063,4.19028912864223,-10.8441009881058,2.580924976,0.947679008414683,1.18188977251157,2.00996423348564,-5.23247535249562,440.739847877562,0.0521528111856538,3.05049717781235,17.5585229816173,117.594526240237,6.6611737317406,0.898095502989837,1.39686343436745,4.03995621989152,27.3787983144742,0.0051064352834946,0.970753116217478,0.511608725489791,0.269408567853443,0.197634471534988,0.041388018888279,0.176273323751351,0.0694499683839808,"200613A",1,5.24845124702018,0.0570924749779107,0.436641813862657,1.04757228216056,-2.71102524702645,0.645231244,0.236919752103671,0.295472443127893,0.50249105837141,-1.3081188381239,1.2255,0.347427598618541
"200829A",21.08966848,1.994317153,0.83,2.97975,-8.6381,1.115277591,0.64,1.29833,1.88219,-4.292429824,444.774116596306,3.97730090675002,0.6889,8.8789100625,74.61677161,1.24384410498676,0.4096,1.6856607889,3.5426391961,18.4249537939647,0.0969169435192129,0.00955,0.00926,0.00866,0.0195,0.008515578,0.03,0.007040235,"200829A",0,0,0,0,0,0,0,0,0,0,0,1.25,0.352182518111362
"201014A",22.1524657,-0.522878745,2.55,4.20044070636733,-11.3966234965025,1.558708571,0.960099609052374,1.22833427107511,1.97336,-6.508638306,490.731736589677,0.273402181972775,6.5025,17.6437021277077,129.883027121033,2.42957240930886,0.921791259302521,1.50880508149762,3.8941496896,42.3623725983306,0.14476482742628,0.998656172107323,0.513972122958971,0.27800349792259,0.169631399623066,0.098066496,0.37,0.289529655,"201014A",1,5.538116425,-0.13071968625,0.6375,1.05011017659183,-2.84915587412562,0.38967714275,0.240024902263094,0.307083567768777,0.49334,-1.6271595765,4.56,0.745074791582057
"201015A",21.35536147,0.255272505,3.03,3.8544339046389,-10.982777283469,0.990338855,0.98562804904793,0.969978761672632,2.1574,-6.698970004,456.05146351436,0.065164051808975,9.1809,14.8566607252299,120.621396858283,0.980771047722711,0.971462651070029,0.940858798095973,4.65437476,44.8761991144918,0.038778433249538,0.889111907047862,0.491785649887835,0.262350119926237,0.194548294564257,0.130288345,0.68,0.096509885,"201015A",1,5.3388403675,0.06381812625,0.7575,0.963608476159725,-2.74569432086725,0.24758471375,0.246407012261982,0.242494690418158,0.53935,-1.674742501,0.426,0.154119525515847
"201020A",20.93258486,0.322219295,2.25,3.73351468397012,-10.5603461984664,1.15136985,0.982434227333151,1.05914007756723,2.0761,-6.036212173,438.173108921101,0.103825274070297,5.0625,13.9391318954205,111.520911831464,1.32565253148902,0.965177011035685,1.12177770390912,4.31019121,36.4358573974734,0.0226602223323686,0.843918151104493,0.502095658801522,0.254456154624834,0.173051774228252,0.033044145,0.14,0.041361379,"201020A",1,5.233146215,0.08055482375,0.5625,0.93337867099253,-2.6400865496166,0.2878424625,0.245608556833288,0.264785019391807,0.519025,-1.50905304325,2.903,0.591398551281249
"201021C",20.75199541,0,1.63,3.42585420763981,-10.2249462793744,1.387033701,0.884745891279881,1.21766975855657,1.6168,-6,430.645313496661,0,2.6569,11.7364770520034,104.549526416092,1.92386248770976,0.782775292136631,1.48271964090322,2.61404224,36,0.0598545187495629,0.856807223241559,0.490181181317404,0.270675172390129,0.183520183906406,0.043429448,0.15,0.086858896,"201021C",1,5.1879988525,0,0.4075,0.856463551909952,-2.5562365698436,0.34675842525,0.22118647281997,0.304417439639142,0.4042,-1.5,1.07,0.315970345456918
"201104B",21.73058526,0.612783857,1.47,2.72159651,-9.38944702,0.937517892,0.605,1.19537497,1.55046,-5.744727495,472.218335742129,0.375504055399796,2.1609,7.40708756324418,88.1617153413869,0.878939797820124,0.366025,1.4289213189025,2.4039262116,33.001893991809,0.00811616012140756,0.02110237,0.02972805,0.02348264,0.175,0.024127471,0.07,0.031777645,"201104B",0,0,0,0,0,0,0,0,0,0,0,1.954,0.470410490975931
"210204A",21.0584880674433,0.493025576197725,1.71047871175346,3.91773674130315,-10.501362494314,2.301029996,0.888886757555172,1.2324592975534,1.98957333119557,-5.18451228666849,443.459919686652,0.243074218785099,2.92573742336178,15.3486611741566,110.278614236985,5.29473904249176,0.790119667756947,1.51895592012582,3.95840204020464,26.8791676506165,0.0226602223323686,0.887764451181095,0.474710152735092,0.271085226372707,0.187094442532469,0.0338538542545085,0.143781575971085,0.0534933364415772,"210204A",1,5.26462201686082,0.123256394049431,0.427619677938365,0.979434185325788,-2.6253406235785,0.575257499,0.222221689388793,0.30811482438835,0.497393332798892,-1.29612807166712,0.876,0.273232834043046
"210210A",21.12319546,0.84509804,1.53,3.72413045,-10.1403778,0.819543936,0.965,1.5451851,1.85188,-6.008773924,446.189386441365,0.714190697211842,2.3409,13.8691476086172,102.827261926733,0.671652263034372,0.931225,2.38759699326201,3.4294595344,36.1053640697424,0.038778433249538,0.05799791,0.08857348,0.10645081,0.15,0.035452611,0.58,0.031021034,"210210A",0,0,0,0,0,0,0,0,0,0,0,0.715,0.234264124378789
"210411C",21.05996459,0.681241237,1.6,2.93128506,-9.72925773,1.10720997,1.21,1.16829405,1.88408,-5.920818754,443.522108532054,0.46408962298929,2.56,8.5924321029792,94.6584559767648,1.2259139176674,1.4641,1.3649109872654,3.5497574464,35.0560947177181,0.0202577864729536,0.05048963,0.05901459,0.03209979,0.14,0.036191207,0.4,0.027143405,"210411C",0,0,0,0,0,0,0,0,0,0,0,2.826,0.582744965691277
"210517A",21.15768338,0.176091259,1.85,3.057651,-10.8415194,0.485721426,0.66,1.21043545,1.71079,-6.823908741,447.647566008328,0.0310081314962051,3.4225,9.349229637801,117.538542900576,0.235925303675473,0.4356,1.4651539786167,2.9268024241,46.5657305054962,0.199990220376636,0.25872455,0.32132806,0.08060357,0.22,0.086858896,0.25,0.057905931,"210517A",0,0,0,0,0,0,0,0,0,0,0,2.486,0.542327382773974
"210610B",21.03780485,1.130333768,0.98,2.89514,-9.19036,1.841234296,0.78,1.05139,1.91684,-4.443697499,442.589232906684,1.27765442708108,0.9604,8.3818356196,84.4627169296,3.39014373276662,0.6084,1.1054209321,3.6742755856,19.7464474626189,0.015836913202155,0.0226,0.02831,0.01291,0.029,0.012063736,0.11,0.022518973,"210610B",0,0,0,0,0,0,0,0,0,0,0,1.13,0.328379603438738
"210619B",21.83430305,2.06069784,1.41,2.91049117,-8.55006175,1.784617293,0.745,1.12578835,1.92306,-4.022276395,476.736789679239,4.24647558778067,1.9881,8.47095885064797,73.103555928813,3.18485888247465,0.555025,1.26739940899572,3.6981597636,16.1787073977742,0.00197833385726092,0.01027813,0.01099582,0.00437126,0.07,0.004571521,0.02,0.008308242,"210619B",0,0,0,0,0,0,0,0,0,0,0,1.937,0.4679039465228
"210722A",20.54058972,0.342422681,1.62,3.6504,-10.3507,1.700703717,0.81,1.43908,1.83712,-5.602059991,421.91582604537,0.117253292463228,2.6244,13.32542016,107.13699049,2.89239313301762,0.6561,2.0709512464,3.3750098944,31.3830761427629,0.0911698774157967,0.0364819,0.0395981,0.048071,0.09,0.034743559,0.14,0.098703291,"210722A",0,0,0,0,0,0,0,0,0,0,0,1.145,0.331427296520743
"210822A",21.53322281,1.442479769,1.3,2.4985,-8.20842,2.257198426,0.77,1.267456,1.70788,-4.698970004,463.679684585104,2.08074788397429,1.69,6.24250225,67.3781588964,5.09494473433688,0.5929,1.606444711936,2.9168540944,22.0803190984918,0.102616483810065,0.017735,0.01621,0.008455,0.026,0.00868589,0.4,0.010974951,"210822A",0,0,0,0,0,0,0,0,0,0,0,1.736,0.437116093048079
"211024B",20.98677173,-0.045757491,1.63,3.43921565,-8.56429146,2.780677274,1.07,1.92622006,2.08,-5.167491087,440.444587647127,0.00209374798261508,2.6569,11.8282042872049,73.3470882118289,7.73216610214007,1.1449,3.7103237195464,4.3264,26.7029641342244,0.014863865494915,0.01916437,0.01167528,0.00965772,0.055,0.019160051,0.09,0.096509885,"211024B",0,0,0,0,0,0,0,0,0,0,0,1.1137,0.325043347403704
"220117A",21.99532933,0.278753601,1.84,3.43803362,-10.1070569,1.697316542,1.2,1.68612083,1.78537,-5.795880017,483.794512335158,0.0777035700704672,3.3856,11.8200751722503,102.152599179838,2.88088344374684,1.44,2.84300345335989,3.1875460369,33.5922251714599,0.0299157959274313,0.05084186,0.04500955,0.06200239,0.55,0.05428681,0.18,0.091430417,"220117A",0,0,0,0,0,0,0,0,0,0,0,4.961,0.775319121829478
"230116D",21.67796993,-0.22184875,1.38,3.79761,-11.1278,1.612783857,0.84,1.57289,1.76412,-6.090443971,469.934380285984,0.0492168678765625,1.9044,14.4218417121,123.82793284,2.6010717693998,0.7056,2.4739829521,3.1121193744,37.0935077638903,0.118428290656009,0.1014,0.13824,0.23491,0.22,0.064181451,0.22,0.144764827,"230116D",0,0,0,0,0,0,0,0,0,0,0,3.81,0.682145076373832
"230325A",22.22918251,0.51851394,1.82,3.7823081,-10.9066853,1.580354661,1.025,0.931411844,2.0855,-5.886056648,494.13655506289,0.268856705974324,3.3124,14.3058545633256,118.955784233236,2.49752085454443,1.050625,0.86752802314348,4.34931025,34.645662863465,0.131947893505177,0.1875455,0.20042492,0.05714513,0.18,0.066814536,0.18,0.052641755,"230325A",0,0,0,0,0,0,0,0,0,0,0,1.664,0.425534220498263
"230506C",20.96124782,0.380211242,1.89,4.25859,-11.4531,1.491361694,1.11,1.14181,2.08995,-5.769551079,439.373910171455,0.144560588543183,3.5721,18.1355887881,131.17349961,2.22415970233055,1.2321,1.3037300761,4.3678910025,33.2877196531901,0.0886038540296678,0.1023,0.11841,0.11299,0.29,0.051093469,0.17,0.090478017,"230506C",0,0,0,0,0,0,0,0,0,0,0,3.7,0.672097857935718
"230818A",21.31377445,0.826074803,1.36,3.9564,-11.0883,0.992111488,1.02,1.39195,2.00403,-5.721246399,454.276981305473,0.682399580151489,1.8496,15.65310096,122.95039689,0.984285204621574,1.0404,1.9375248025,4.0161362409,32.7326603580705,0.0552798328138297,0.2044,0.12794,0.19715,0.29,0.022857604,0.1,0.032410036,"230818A",0,0,0,0,0,0,0,0,0,0,0,2.42,0.534026106056135
"231210B",21.82763844,0.591064607,1.08,3.24045,-10.048,0.873320602,0.84,1.60174,1.66432281,-5.853871964,476.445799867366,0.349357369648064,1.1664,10.5005162025,100.962304,0.762688873877642,0.7056,2.5655710276,2.7699704158863,34.2678169709052,0.037615599688349,0.05243,0.04808,0.060675,0.362,0.062042069,0.19,0.077950292,"231210B",0,0,0,0,0,0,0,0,0,0,0,3.13,0.615950051656401
"970508A",20.9147184367958,0.329125184024259,1.89125935641635,4.6687733204265,-11.2918320537687,1.120573931,0.829873836001698,1.46001876558124,1.95905288678887,-6.01308853019273,437.425447290446,0.108323386759002,3.57686195323239,21.7974443175263,127.505471130518,1.25568593483679,0.688690583680173,2.13165479584937,3.8378882132358,36.1572336719354,0.102616483810065,0.863238170791544,0.590912771130131,0.283032296711227,0.189480076440245,0.0513926781795972,0.291747439511379,0.0729767332031779,"970508A",1,5.22867960919895,0.0822812960060647,0.472814839104088,1.16719333010663,-2.82295801344217,0.28014348275,0.207468459000424,0.36500469139531,0.489763221697217,-1.50327213254818,0.83,0.262451089730429
