"","log10PeakFlux","log10Ta","log10NH","log10Fa","PhotonIndex","log10T90","Alpha","log10PeakFluxSqr","log10TaSqr","log10NHSqr","log10FaSqr","PhotonIndexSqr","log10T90Sqr","AlphaSqr","Beta","Gamma","log10Fluence","T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","FluenceErr","PhotonIndexErr","PeakFluxErr","log10T90Err","log10FluenceErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"321",-0.602059991,3.70006,20.842422,-10.9589,1.5,2.85733249643127,1.35595,0.36247623276292,13.6904440036,434.406554826084,120.09748921,2.25,8.16434899516215,1.8386004025,0.83,1.77015,-5.886056648,160.05867252182,0.1129,0.098945,0.093145,0.05,2.42424242424242e-07,0.278787878787879,0.157575757575758,0.0965452753569251,0.0809873160298533,0.273737127780789,"140614A",4.233,0.718750734739665
"322",0.079181246,3.39431,21.52664292,-10.79048499,2.2,1.38560627359831,1.17705,0.00626966971811252,11.5213403761,463.396355405186,116.434566319415,4.84,1.919904745435,1.3854467025,0.92,2.01678,-6.26760624,3.38828572567676,0.0710999999999995,0.090535,0.057705,0.005,4.84848484848485e-08,0.151515151515152,0.121212121212121,0.0605561232005339,0.0389938928598178,0.0438681294899875,"150120B",3.5,0.653212513775344
"324",0.278753601,4.43227,21.0151543,-11.6171,1.77,1.28600712207947,1.1526,0.0777035700704672,19.6450173529,441.636710252808,134.95701241,3.1329,1.65381431803913,1.32848676,1.24,2.17922,-6.026872146,24.1810874847648,0.0472000000000001,0.063015,0.0685399999999999,0.0049999999999999,7.27272727272727e-08,0.127272727272727,0.121212121212121,0.543566918273971,0.0336011204257601,0.0277061870402603,"151112A",4.1,0.707570176097936
"325",0.204119983,3.06337,21.32824297,-10.72815839,1.99,1.25042000230889,1.07478,0.0416649674599203,9.3842357569,454.893948187355,115.093382440927,3.9601,1.56355018217417,1.1551520484,1.015,2.20942,-6.508638306,1.00345011433835,0.093,0.11588,0.071395,0.3543597095,4.24242424242424e-08,0.2,0.121212121212121,0.0244827442428277,0.0594342399249789,0.0329010970878163,"151215A",2.59,0.555094448578319
"326",0.113943352,3.66139836,22.0158332,-11.36754271,1.93,1.30535136944662,1.146279559,0.0129830874649959,13.4058379506107,484.696911490222,129.221027263674,3.7249,1.70394219771618,1.31395682738123,0.61,1.75592,-5.920818754,3.23612604894565,0.0845867900000004,0.087010427,0.0601908999999999,0.25,6.06060606060606e-08,0.121212121212121,0.242424242424242,0.0695758260297262,0.0219340647449938,0.0809873160298532,"160203A",3.52,0.655138434811382
"327",0.255272505,3.76407,20.72655851,-11.22402567,1.84,1.44715803134222,1.49693,0.065164051808975,14.1682229649,429.590227668453,125.978752240819,3.3856,2.09426636767829,2.2407994249,0.78,1.93554,-5.853871964,9.22542076482328,0.0673000000000004,0.06033,0.1004,0.02,6.06060606060606e-08,0.0666666666666667,0.121212121212121,0.143091047549944,0.0188006269082896,0.0292454196637412,"160327A",4.99,0.777426822389311
"330",0.672097858,3.77629,21.7153121,-10.65364703,1.68,1.66464197555613,1.1958,0.451715530728188,14.2603661641,471.554779600406,113.500195039828,2.8224,2.7710329067834,1.42993764,1.04,1.99768,-5.48148606,11.4483053739976,0.0448500000000003,0.068655,0.059155,0,6.06060606060606e-08,0.0424242424242424,0.181818181818182,0.10761765911408,0.00797602354051679,0.0168005602258789,"170202A",3.645,0.666985718329661
"331",0.204119983,3.6300738,21.49704581,-10.31069114,1.59,2.21669359916975,1.81152426,0.0416649674599203,13.1774357934464,462.122978557239,106.310351784474,2.5281,4.91373051260016,3.28162014456855,0.612,1.8473,-5.431798276,35.3909366653105,0.0482553450000003,0.035670699,0.072401387,0.0475,1.81818181818182e-07,0.0727272727272727,0.163636363636364,0.0933217274021361,0.0213412521852701,0.0444164810685522,"170405A",3.51,0.65417654187796
"332",0.146128036,4.171185481,21.1034582,-11.54363397,1.91,2.68699356626468,1.243849338,0.0213534029052173,17.3987883169052,445.355947999147,133.255485233338,3.6481,7.21993442514778,1.54716117564304,0.95,2.06008,-5.236572006,38.5043168772254,0.0881499349999997,0.099379055,0.1233664435,0,1.81818181818182e-07,0.0606060606060606,0.121212121212121,0.0343795484153644,0.0136142470679056,0.0376012538165791,"180624A",2.855,0.586024382386976
"333",0.886490725,4.29043,20.65703194,-10.42365865,1.25,2.37657695705651,2.64643,0.785865805511026,18.4077895849,426.71296857018,108.65265965172,1.5625,5.64811803281199,7.0035917449,1.228,1.93674,-5.091514981,11.58881809789,0.1418,0.047555,0.091985,0.029531206,1.81818181818182e-07,0.0363636363636364,0.181818181818182,0.0211468897130007,0.00974847321620432,0.0102548874161921,"181020A",2.938,0.595275711802099
"334",-0.301029996,3.74534,21.6447605,-10.75202673,2.06,1.8234742291703,1.18375,0.09061905849176,14.0275717156,468.49565710236,115.606078802635,4.2436,3.32505826444822,1.4012640625,0.86,1.83214,-6.096910013,10.1838122893615,0.0336500000000006,0.042215,0.04616,0,7.27272727272727e-08,0.133333333333333,0.121212121212121,0.0664080102403637,0.0394813165359268,0.105283510845884,"190114A",3.3765,0.641126932803509
"339",0,3.77824,22.46148952,-11.31158018,0.92,1.78175537465247,1.64981,0,14.2750974976,504.51851145707,127.951846168569,0.8464,3.17465221510296,2.7218730361,0.94,1.93772,-6,2.42918916112475,0.0904500000000006,0.070125,0.18819,0,6.06060606060606e-08,0.36969696969697,0.0606060606060606,0.0174377429450524,0.0263208776911062,0.0263208776911062,"140518A",4.707,0.756407872548958
"340",0.294466226,4.33479,22.41960057,-11.8827287,2.03,1.63848925695464,1.71887,0.0867103582546831,18.7904043441,502.638489718344,141.199241357804,4.1209,2.68464704515576,2.9545140769,1.06,2.07859,-5.655607726,8.16698720444148,0.0884499999999999,0.072145,0.169635,0.0049999999999999,8.24242424242424e-08,0.0666666666666667,0.16969696969697,0.0815374132566298,0.0161974631827828,0.0374103845495022,"060906",3.686,0.670802284260944
"343",0.294466226,4.33479,22.41960057,-11.8827287,2.03,1.63848925695464,1.71887,0.0867103582546831,18.7904043441,502.638489718344,141.199241357804,4.1209,2.68464704515576,2.9545140769,1.06,2.07859,-5.655607726,8.16698720444148,0.0884499999999999,0.072145,0.169635,0.0049999999999999,8.24242424242424e-08,0.0666666666666667,0.16969696969697,0.0815374132566298,0.0161974631827828,0.0374103845495022,"060906",3.686,0.670802284260944
"345",-0.602059991,3.70006,20.842422,-10.9589,1.5,2.85733249643127,1.35595,0.36247623276292,13.6904440036,434.406554826084,120.09748921,2.25,8.16434899516215,1.8386004025,0.83,1.77015,-5.886056648,160.05867252182,0.1129,0.098945,0.093145,0.05,2.42424242424242e-07,0.278787878787879,0.157575757575758,0.0965452753569251,0.0809873160298533,0.273737127780789,"140614A",4.233,0.718750734739665
"349",1.029383778,3.12435,22.12570242,-9.653647026,1.4,1.52244423350632,0.984108,1.05963096240955,9.7615629225,489.546707578394,93.1929009025986,1.96,2.31783644413664,0.968468555664,0.9995,1.78711,-5.085128182,0.62535750013415,0.0194550000000007,0.02833,0.0260615,0.0174145,1.85454545454545e-07,0.0424242424242424,0.557575757575758,0.00815583518093314,0.0097982829257281,0.022631035007725,"050401",2.9,0.591064607026499
"352",0.445604203,3.93814,22.33966406,-10.63078414,1.2,0.880813592280791,1.17565,0.198563105731265,15.5089466596,499.060590313656,113.013571431276,1.44,0.775832584346592,1.3821529225,1.265,2.20424,-6.080398976,1.93356045365311,0.0705499999999999,0.07444,0.02867,0.0130418865,2.54545454545455e-08,0.1818181818,0.103030303030303,0.110491399401039,0.0133029706675924,0.0160378107896306,"060206",4.048,0.703119346236078
"353",0.278753601,4.43227,21.0151543,-11.6171,1.77,1.28600712207947,1.1526,0.0777035700704672,19.6450173529,441.636710252808,134.95701241,3.1329,1.65381431803913,1.32848676,1.24,2.17922,-6.026872146,24.1810874847648,0.0472000000000001,0.063015,0.0685399999999999,0.0049999999999999,7.27272727272727e-08,0.127272727272727,0.121212121212121,0.543566918273971,0.0336011204257601,0.0277061870402603,"151112A",4.1,0.707570176097936
"354",0.037426498,3.351,22.50004427,-10.84771166,2.54,0.903089986991944,1.45111,0.001400742752544,11.229201,506.25199215196,117.6728482585,6.4516,0.815571524605109,2.1057202321,1.357,2.00443,-6.659555885,1.21267967741496,0.0824499999999997,0.09927,0.11561,0.009157091,1.51515151515152e-08,0.139393939393939,0.0848484848484849,0.0658325115271916,0.0300466640198818,0.0338066318922116,"060926",3.2,0.6232492903979
"355",0.278753601,4.43227,21.0151543,-11.6171,1.77,1.28600712207947,1.1526,0.0777035700704672,19.6450173529,441.636710252808,134.95701241,3.1329,1.65381431803913,1.32848676,1.24,2.17922,-6.026872146,24.1810874847648,0.0472000000000001,0.063015,0.0685399999999999,0.0049999999999999,7.27272727272727e-08,0.127272727272727,0.121212121212121,0.543566918273971,0.0336011204257601,0.0277061870402603,"151112A",4.1,0.707570176097936
"357",0.431363764,3.15198,22.10710478,-10.77728353,0.9,1.35218251811136,1.39098,0.186074696892248,9.9349779204,488.724081753899,116.149840286009,0.81,1.82839756228599,1.9348253604,0.83,1.94856,-5.946921557,1.29427663430184,0.0811500000000001,0.108435,0.118785,0.178498106,4.12121212121212e-08,0.2424242424,0.103030303030303,0.0249820977926045,0.0158391122565265,0.0165724044782448,"060927",5.47,0.8109042806687
"358",0.204119983,3.19881,21.03292483,-10.92811799,0.47,0.740362689494244,1.4371,0.0416649674599203,10.2323854161,442.38392690443,119.423762803362,0.2209,0.54813691199515,2.06525641,0.74,2.00127,-6.508638306,1.01801767977434,0.169750000000001,0.148545,0.09107,0.005,1.81818181818182e-08,0.466666666666667,0.121212121212121,0.0803853565101723,0.0254718171107053,0.0329010970878163,"090429B",9.4,1.01703333929878
"360",0.278753601,4.43227,21.0151543,-11.6171,1.77,1.28600712207947,1.1526,0.0777035700704672,19.6450173529,441.636710252808,134.95701241,3.1329,1.65381431803913,1.32848676,1.24,2.17922,-6.026872146,24.1810874847648,0.0472000000000001,0.063015,0.0685399999999999,0.0049999999999999,7.27272727272727e-08,0.127272727272727,0.121212121212121,0.543566918273971,0.0336011204257601,0.0277061870402603,"151112A",4.1,0.707570176097936
"361",0.113943352,3.37933883,21.89596701,-11.14630179,1.31,1.68124123737559,1.06152816,0.0129830874649959,11.4199309279458,479.433371303008,124.240043593757,1.7161,2.8265720982522,1.12684203447299,0.89,1.96352,-5.795880017,16.7081067781536,0.0594103399999995,0.074268877,0.0337195714999999,0.03,1.21212121212121e-07,0.151515151515152,0.242424242424242,0.151171637016717,0.0329010970878164,0.0809873160298532,"091109A",3.076,0.610234175334389
"363",0.176091259,3.94739,21.89473409,-10.50863831,1.34,2.53147891704225,2.5054,0.0310081314962051,15.5818878121,479.379380871808,110.4314791304,1.7956,6.40838550742943,6.27702916,0.52,1.52512,-5.443697499,21.3202068350191,0.3648,0.10084,0.0914400000000002,0,1.21212121212121e-07,0.0666666666666667,0.181818181818182,0.02723308288672,0.0146227098205568,0.0526417553889616,"070721B",3.626,0.6652056284346
"364",0.612783857,3.15909591,21.91722026,-10.14327111,1.4,1.42813479402879,1.01613299,0.375504055399796,9.97988696857873,480.364543925354,102.885948810961,1.96,2.03956898991565,1.03252625336634,0.65,1.92121,-5.522878745,3.69357928575403,0.0529468600000005,0.084200302,0.03800099,0.090734018,1.81818181818182e-07,0.181818181818182,0.121212121212121,0.0598545187416093,0.026320877674116,0.0128394525239612,"120811C",2.671,0.564784384503987
"365",0.041392685,4.56066,21.91952315,-11.8559,1.34,0.732393759822969,1.6367,0.00171335437150922,20.7996196356,480.465495123386,140.56236481,1.7956,0.536400619427624,2.67878689,0.96,1.94644,-6.468521083,1.2162532625235,0.338,0.237865,0.319405,0.01,3.03030303030303e-08,0.145454545454545,0.121212121212121,0.0978170519464413,0.0387071730789222,0.0478561412739918,"090809",2.737,0.572523097849638
"367",0.69019608,3.58393,20.06405721,-10.32975415,1.28,1.44715803134222,1.39277,0.476370628847366,12.8445542449,402.566391726153,106.703820799442,1.6384,2.09426636767829,1.9398082729,0.945,2.03183,-5.638272164,13.0660353517987,0.077,0.070305,0.0643,0.117120218,2.42424242424242e-07,0.157575757575758,0.606060606060606,0.202660966201392,0.0457754394646476,0.0537160769241516,"130408A",3.757,0.677333151419902
"368",0.445604203,3.93814,22.33966406,-10.63078414,1.2,0.880813592280791,1.17565,0.198563105731265,15.5089466596,499.060590313656,113.013571431276,1.44,0.775832584346592,1.3821529225,1.265,2.20424,-6.080398976,1.93356045365311,0.0705499999999999,0.07444,0.02867,0.0130418865,2.54545454545455e-08,0.1818181818,0.103030303030303,0.110491399401039,0.0133029706675924,0.0160378107896306,"060206",4.048,0.703119346236078
"369",0.255272505,4.30368998,21.45058625,-11.34678749,1.46,1.59328606702046,1.12123368,0.065164051808975,18.5217474439524,460.127650468689,128.74958634322,2.1316,2.53856049136152,1.25716496516634,1.064,2.11535,-5.619788758,4.82961031431318,0.0256335199999995,0.034224003,0.0267820245,0.002,6.06060606060606e-08,0.163636363636364,0.0606060606060606,0.0535069670726848,0.0109670323640116,0.0146227098318706,"091029",2.752,0.574262829707027
"370",0.041392685,4.56066,21.91952315,-11.8559,1.34,0.732393759822969,1.6367,0.00171335437150922,20.7996196356,480.465495123386,140.56236481,1.7956,0.536400619427624,2.67878689,0.96,1.94644,-6.468521083,1.2162532625235,0.338,0.237865,0.319405,0.01,3.03030303030303e-08,0.145454545454545,0.121212121212121,0.0978170519464413,0.0387071730789222,0.0478561412739918,"090809",2.737,0.572523097849638
"371",-0.244125144,4.43617,22.00215742,-12.2656,1.78,2.43964842956347,1.00735,0.0595970859330207,19.6796042689,484.094931134461,150.44494336,3.1684,5.95188445987152,1.0147540225,1.38,2.1317,-5.390405591,21.2895454410942,0.2206,0.31628,0.2313695,0.03,1.06666666666667e-07,0.0484848484848485,0.0666666666666667,0.0335971370177898,0.0113820011696242,0.0507946762076893,"060510B",4.9,0.770852011642144
"372",0.204119983,3.6300738,21.49704581,-10.31069114,1.59,2.21669359916975,1.81152426,0.0416649674599203,13.1774357934464,462.122978557239,106.310351784474,2.5281,4.91373051260016,3.28162014456855,0.612,1.8473,-5.431798276,35.3909366653105,0.0482553450000003,0.035670699,0.072401387,0.0475,1.81818181818182e-07,0.0727272727272727,0.163636363636364,0.0933217274021361,0.0213412521852701,0.0444164810685522,"170405A",3.51,0.65417654187796
"373",-0.244125144,4.43617,22.00215742,-12.2656,1.78,2.43964842956347,1.00735,0.0595970859330207,19.6796042689,484.094931134461,150.44494336,3.1684,5.95188445987152,1.0147540225,1.38,2.1317,-5.390405591,21.2895454410942,0.2206,0.31628,0.2313695,0.03,1.06666666666667e-07,0.0484848484848485,0.0666666666666667,0.0335971370177898,0.0113820011696242,0.0507946762076893,"060510B",4.9,0.770852011642144
"375",0.447158031,3.68772,21.19799139,-10.7212464,1.8,2.3096301674259,1.17745,0.199950304687797,13.5992787984,449.354838970514,114.945124369513,3.24,5.33439151028379,1.3863885025,0.65,2.0604,-5.040958608,12.8126975867004,0.0780000000000003,0.078365,0.04188,0.08,1.21212121212121e-07,0.0303030303030303,0.181818181818182,0.0272768816676426,0.00578480828803656,0.0282009404055501,"130514A",3.6,0.662757831681574
"376",0.204119983,3.19881,21.03292483,-10.92811799,0.47,0.740362689494244,1.4371,0.0416649674599203,10.2323854161,442.38392690443,119.423762803362,0.2209,0.54813691199515,2.06525641,0.74,2.00127,-6.508638306,1.01801767977434,0.169750000000001,0.148545,0.09107,0.005,1.81818181818182e-08,0.466666666666667,0.121212121212121,0.0803853565101723,0.0254718171107053,0.0329010970878163,"090429B",9.4,1.01703333929878
"377",0.204119983,4.33113504,21.19589965,-11.27490548,1.84,2.32221929473392,1.76098314,0.0416649674599203,18.7587307347158,449.26616197287,127.123493582934,3.3856,5.3927024528345,3.10106161936426,0.502,2.09,-5.045757491,64,0.0377960499999999,0.029715315,0.0533515885,0.4790870845,3.63636363636364e-07,0.0666666666666667,0.121212121212121,0.13235641353242,0.0175472518118213,0.0329010970878163,"090516A",4.109,0.708335902682263
"378",0.301029996,3.2687548,21.45079548,-9.931814138,1.34,2.02530586526477,1.44529526,0.09061905849176,10.684757942523,460.136626724788,98.6409320717767,1.7956,4.10186384787588,2.08887838857847,1.079,2.11482,-5.337242168,4.33719033229347,0.031830706,0.039738688,0.036139295,0.0015,1.21212121212121e-07,0.0363636363636364,0.121212121212121,0.0177699795120678,0.0114438598573077,0.0263208776707413,"080810",3.35,0.638489256954637
"379",0.612783857,3.15909591,21.91722026,-10.14327111,1.4,1.42813479402879,1.01613299,0.375504055399796,9.97988696857873,480.364543925354,102.885948810961,1.96,2.03956898991565,1.03252625336634,0.65,1.92121,-5.522878745,3.69357928575403,0.0529468600000005,0.084200302,0.03800099,0.090734018,1.81818181818182e-07,0.181818181818182,0.121212121212121,0.0598545187416093,0.026320877674116,0.0128394525239612,"120811C",2.671,0.564784384503987
"380",-0.045757491,4.42202873,21.35034301,-11.60730305,1.68,2.46239799789896,1.46723371,0.00209374798261508,19.5543380889454,455.837146644656,134.729484094539,2.8224,6.06340390005679,2.15277475976036,1.25,2.55463,-5.13667714,88.090862182181,0.0730882700000004,0.070655771,0.1058841465,0.0049999999999999,1.81818181818182e-07,0.0424242424242424,0.0606060606060606,0.131921983971797,0.0108167990541397,0.0292454196863688,"111123A",3.1516,0.618215503279417
"381",0.278753601,4.43227,21.0151543,-11.6171,1.77,1.28600712207947,1.1526,0.0777035700704672,19.6450173529,441.636710252808,134.95701241,3.1329,1.65381431803913,1.32848676,1.24,2.17922,-6.026872146,24.1810874847648,0.0472000000000001,0.063015,0.0685399999999999,0.0049999999999999,7.27272727272727e-08,0.127272727272727,0.121212121212121,0.543566918273971,0.0336011204257601,0.0277061870402603,"151112A",4.1,0.707570176097936
"385",0.267171728,4.270583544,22.23063027,-11.04817696,1.41,1.7701152947871,1.462094791,0.071380732242506,18.2378838062836,494.20092220144,122.062214139475,1.9881,3.13330815683923,2.13772117786933,0.973,2.01835,-5.603800653,6.83897067866905,0.0327217700000002,0.030067592,0.035926291,5e-04,1.08484848484848e-07,0.0727272727272727,0.187878787878788,0.0504266082791869,0.018921434167657,0.0441052545503497,"050505",4.27,0.721810615212547
"387",-0.301029996,4.75426,20.90308999,-11.3994,1.25,2.41497334797082,2.20023,0.09061905849176,22.6029881476,436.939171130038,129.94632036,1.5625,5.83209627140938,4.8410120529,0.945,2.51,-5.431798276,32.5884964277169,0.0572000000000008,0.03025,0.0547150000000001,5e-04,1.21212121212121e-07,0.23030303030303,0.0606060606060606,0.0544346314310819,0.0142275014568467,0.0526417554229419,"081028A",3.038,0.60616631460762
"389",0.477121255,3.53838419,22.12127744,-11.17198494,1.21,1.69897000433602,0.54215516,0.227644691972775,12.520162676042,489.350915577453,124.813247499587,1.4641,2.88649907563353,0.293932217514626,0.91,2.03526,-5.721246399,31.0246002714191,0.0780322099999999,0.220557212,0.11816229,0.055,1.81818181818182e-07,0.284848484848485,0.121212121212121,0.269476254022629,0.0415592805603905,0.017547251782744,"120802A",3.796,0.680879174426811
"391",0.301029996,3.2687548,21.45079548,-9.931814138,1.34,2.02530586526477,1.44529526,0.09061905849176,10.684757942523,460.136626724788,98.6409320717767,1.7956,4.10186384787588,2.08887838857847,1.079,2.11482,-5.337242168,4.33719033229347,0.031830706,0.039738688,0.036139295,0.0015,1.21212121212121e-07,0.0363636363636364,0.121212121212121,0.0177699795120678,0.0114438598573077,0.0263208776707413,"080810",3.35,0.638489256954637
"392",0.255272505,3.77452827,22.03528962,-11.12090412,1.82,0.763427993562937,0.94016916,0.065164051808975,14.2470636610292,485.55398863728,123.674508446233,3.3124,0.582822301355532,0.883918049415106,1.48,2.3315,-6.585026652,0.213016433189357,0.0778036650000002,0.111057696,0.084888358,0.03,2.42424242424242e-08,0.163636363636364,0.181818181818182,0.0159503209463535,0.0404936579835962,0.0438681294956119,"080516",3.2,0.6232492903979
"394",1.029383778,3.12435,22.12570242,-9.653647026,1.4,1.52244423350632,0.984108,1.05963096240955,9.7615629225,489.546707578394,93.1929009025986,1.96,2.31783644413664,0.968468555664,0.9995,1.78711,-5.085128182,0.62535750013415,0.0194550000000007,0.02833,0.0260615,0.0174145,1.85454545454545e-07,0.0424242424242424,0.557575757575758,0.00815583518093314,0.0097982829257281,0.022631035007725,"050401",2.9,0.591064607026499
"395",1.36361198,3.46298403,22.38386741,-10.0540393,1.31,1.89762709129044,1.7256074,1.85943763199952,11.992258392035,501.03752022846,101.083706245944,1.7161,3.60098857759942,2.97772089893476,1.06,2.03418,-4.619788758,3.28506192878632,0.11042072,0.069659314,0.0376373875,0.02,0,0.0242424242424242,0.666666666666667,0.0180592945364855,0,0.0125337512783664,"080607",3.036,0.605951157564873
"396",0.204119983,3.84627415,22.06812647,-11.28316228,1.58,2.01283722470517,1.37167718,0.0416649674599203,14.7938248369582,487.002205895915,127.309751036815,2.4964,4.05151369315882,1.88149828613275,0.83,1.95985,-5.397940009,18.0548005975559,0.0551490499999998,0.059648416,0.0673381894999999,0.01,1.21212121212121e-07,0.0666666666666667,0.181818181818182,0.0761271871007967,0.0131604388554913,0.0493516456317247,"110818A",3.36,0.639486489268586
"399",1.36361198,3.46298403,22.38386741,-10.0540393,1.31,1.89762709129044,1.7256074,1.85943763199952,11.992258392035,501.03752022846,101.083706245944,1.7161,3.60098857759942,2.97772089893476,1.06,2.03418,-4.619788758,3.28506192878632,0.11042072,0.069659314,0.0376373875,0.02,0,0.0242424242424242,0.666666666666667,0.0180592945364855,0,0.0125337512783664,"080607",3.036,0.605951157564873
"400",0.113943352,3.37933883,21.89596701,-11.14630179,1.31,1.68124123737559,1.06152816,0.0129830874649959,11.4199309279458,479.433371303008,124.240043593757,1.7161,2.8265720982522,1.12684203447299,0.89,1.96352,-5.795880017,16.7081067781536,0.0594103399999995,0.074268877,0.0337195714999999,0.03,1.21212121212121e-07,0.151515151515152,0.242424242424242,0.151171637016717,0.0329010970878164,0.0809873160298532,"091109A",3.076,0.610234175334389
"402",-0.337242168,4.04162,21.77333803,-11.26121944,1.55,1.89817648349768,1.9179,0.11373227987734,16.3346922244,474.078248968644,126.815063275834,2.4025,3.6030739625036,3.67834041,0.835,2.02128,-6.156767222,35.0141649091828,0.0531499999999996,0.037375,0.085,0.10149311,5.45454545454545e-08,0.121212121212121,0.0727272727272727,0.192243471662561,0.0339867861224412,0.068663159143846,"060605",3.78,0.679427896612119
"404",0.278753601,4.43227,21.0151543,-11.6171,1.77,1.28600712207947,1.1526,0.0777035700704672,19.6450173529,441.636710252808,134.95701241,3.1329,1.65381431803913,1.32848676,1.24,2.17922,-6.026872146,24.1810874847648,0.0472000000000001,0.063015,0.0685399999999999,0.0049999999999999,7.27272727272727e-08,0.127272727272727,0.121212121212121,0.543566918273971,0.0336011204257601,0.0277061870402603,"151112A",4.1,0.707570176097936
"406",-0.15490196,2.87134,22.01669496,-10.838632,1.97,1.04139268515823,0.951056,0.0239946172118416,8.2445933956,484.734856961689,117.475943631424,3.8809,1.08449872470106,0.904507515136,0.86,2.15896,-6.602059991,3.16227766016838,0.0823,0.12461,0.0362555000000001,0.025,2.42424242424242e-08,0.854545454545454,0.0606060606060606,0.124850885277914,0.0421134042739674,0.0376012538456717,"131117A",4.042,0.702602841340427
"409",0.037426498,3.351,22.50004427,-10.84771166,2.54,0.903089986991944,1.45111,0.001400742752544,11.229201,506.25199215196,117.6728482585,6.4516,0.815571524605109,2.1057202321,1.357,2.00443,-6.659555885,1.21267967741496,0.0824499999999997,0.09927,0.11561,0.009157091,1.51515151515152e-08,0.139393939393939,0.0848484848484849,0.0658325115271916,0.0300466640198818,0.0338066318922116,"060926",3.2,0.6232492903979
"410",0.431363764,3.15198,22.10710478,-10.77728353,0.9,1.35218251811136,1.39098,0.186074696892248,9.9349779204,488.724081753899,116.149840286009,0.81,1.82839756228599,1.9348253604,0.83,1.94856,-5.946921557,1.29427663430184,0.0811500000000001,0.108435,0.118785,0.178498106,4.12121212121212e-08,0.2424242424,0.103030303030303,0.0249820977926045,0.0158391122565265,0.0165724044782448,"060927",5.47,0.8109042806687
"411",-0.301029996,3.74534,21.6447605,-10.75202673,2.06,1.8234742291703,1.18375,0.09061905849176,14.0275717156,468.49565710236,115.606078802635,4.2436,3.32505826444822,1.4012640625,0.86,1.83214,-6.096910013,10.1838122893615,0.0336500000000006,0.042215,0.04616,0,7.27272727272727e-08,0.133333333333333,0.121212121212121,0.0664080102403637,0.0394813165359268,0.105283510845884,"190114A",3.3765,0.641126932803509
"413",0.633468456,3.62503495,21.52730245,-10.35163999,1.73,2.29556709996248,1.01294211,0.401282284747024,13.1408783887215,463.424750773776,107.156450482567,2.9929,5.26962831043015,1.02605171821125,1.29,2.11575,-5.22184875,23.2593145938513,0.0476344600000003,0.053639373,0.0181399595,0.01,1.21212121212121e-07,0.0363636363636364,0.121212121212121,0.051146288511197,0.00877362590478576,0.0122422686816868,"100704A",3.6,0.662757831681574
"415",-0.045757491,4.42202873,21.35034301,-11.60730305,1.68,2.46239799789896,1.46723371,0.00209374798261508,19.5543380889454,455.837146644656,134.729484094539,2.8224,6.06340390005679,2.15277475976036,1.25,2.55463,-5.13667714,88.090862182181,0.0730882700000004,0.070655771,0.1058841465,0.0049999999999999,1.81818181818182e-07,0.0424242424242424,0.0606060606060606,0.131921983971797,0.0108167990541397,0.0292454196863688,"111123A",3.1516,0.618215503279417
"417",0.69019608,3.58393,20.06405721,-10.32975415,1.28,1.44715803134222,1.39277,0.476370628847366,12.8445542449,402.566391726153,106.703820799442,1.6384,2.09426636767829,1.9398082729,0.945,2.03183,-5.638272164,13.0660353517987,0.077,0.070305,0.0643,0.117120218,2.42424242424242e-07,0.157575757575758,0.606060606060606,0.202660966201392,0.0457754394646476,0.0537160769241516,"130408A",3.757,0.677333151419902
"418",0.322219295,3.90552,21.81946365,-10.85078089,1.33,2.12710479836481,1.18974,0.103825274070297,15.2530864704,476.088993973671,117.739445922789,1.7689,4.52457482322659,1.4154812676,0.77,2.06486,-5.026872146,23.0119829578041,0.0503499999999999,0.05495,0.045115,0.149849463,1.81818181818182e-07,0.0363636363636364,0.121212121212121,0.0745819195240745,0.00840028010644005,0.0250675025476,"140423A",3.26,0.629409599102719
"419",0.10720997,3.73449,22.0125926,-10.86012091,1.93,2.06069784035361,1.20488,0.0114939776674009,13.9464155601,484.554232973575,117.942226179819,3.7249,4.24647558923804,1.4517358144,0.87,2.04425,-5.548213564,9.12936538358046,0.0352000000000006,0.046765,0.0353049999999999,0.0049999999999999,1.01212121212121e-07,0.0666666666666667,0.0787878787878788,0.0344768087771092,0.0155321080197879,0.0267321413833549,"060714",2.711,0.569490954348783
"420",0.079181246,3.79948,21.70983536,-11.02687215,1.85,1.58771096501891,1.90651,0.00626966971811252,14.4360482704,471.316951358306,121.591909412446,3.4225,2.52082610844128,3.6347803801,0.69,1.89579,-5.795880017,16,0.11705,0.068285,0.121385,0.005,6.06060606060606e-08,0.0787878787878788,0.121212121212121,0.179553274171887,0.0164505485439082,0.0438681294899875,"120404A",2.876,0.588383768378728
"421",0.204119983,4.33113504,21.19589965,-11.27490548,1.84,2.32221929473392,1.76098314,0.0416649674599203,18.7587307347158,449.26616197287,127.123493582934,3.3856,5.3927024528345,3.10106161936426,0.502,2.09,-5.045757491,64,0.0377960499999999,0.029715315,0.0533515885,0.4790870845,3.63636363636364e-07,0.0666666666666667,0.121212121212121,0.13235641353242,0.0175472518118213,0.0329010970878163,"090516A",4.109,0.708335902682263
