"formula_idx","wins","formula","r","rmse","bias"
2111,0,"Response ~  (log10T90Sqr+AlphaSqr+PhotonIndexSqr+Alpha+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10FaSqr",0.37,0.19,-0.18
2145,0,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+log10T90+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10NHSqr+log10PeakFluxSqr+log10TaSqr+AlphaSqr",0.43,0.17,0.065
2152,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10NHSqr+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10T90+log10TaSqr+AlphaSqr+log10T90Sqr",0.41,0.17,0.066
2164,0,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+log10NHSqr+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10T90Sqr",0.45,0.17,-0.038
2191,0,"Response ~  (log10TaSqr+log10Fa+log10Ta+PhotonIndex+log10PeakFlux)^2+log10NH+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.34,0.19,-0.17
2194,0,"Response ~  (log10T90Sqr+log10Fa+log10Ta+PhotonIndex+log10PeakFlux)^2+log10NH+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.49,0.16,0.084
2225,0,"Response ~  (log10FaSqr+log10TaSqr+log10Ta+PhotonIndex+log10PeakFlux)^2+log10NH+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.52,0.18,-0.046
2246,0,"Response ~  (log10PeakFluxSqr+log10NHSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10T90+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.32,0.19,-0.43
2248,0,"Response ~  (log10TaSqr+log10NHSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.31,0.18,0.0091
2251,0,"Response ~  (log10T90Sqr+log10NHSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.35,0.18,-0.17
2254,0,"Response ~  (log10FaSqr+log10PeakFluxSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.42,0.19,-0.03
2257,0,"Response ~  (log10TaSqr+PhotonIndexSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.48,0.16,-0.32
2258,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.48,0.17,-0.03
2264,0,"Response ~  (AlphaSqr+log10FaSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.58,0.16,-0.18
2265,0,"Response ~  (log10T90Sqr+log10FaSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.41,0.19,-0.31
2314,0,"Response ~  (log10T90Sqr+log10FaSqr+log10T90+PhotonIndex+log10PeakFlux)^2+log10NH+log10Ta+log10Fa+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.5,0.17,-0.066
2356,0,"Response ~  (log10FaSqr+Alpha+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.48,0.17,-0.36
2367,0,"Response ~  (PhotonIndexSqr+log10NHSqr+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.59,0.16,-0.22
2368,0,"Response ~  (log10TaSqr+log10NHSqr+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.57,0.18,-0.39
2369,0,"Response ~  (log10FaSqr+log10NHSqr+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.48,0.18,0.11
2374,0,"Response ~  (log10FaSqr+log10PeakFluxSqr+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.42,0.18,-0.042
2377,0,"Response ~  (log10TaSqr+PhotonIndexSqr+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.5,0.16,-0.067
2381,0,"Response ~  (log10FaSqr+log10TaSqr+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.45,0.18,-0.088
2384,0,"Response ~  (AlphaSqr+log10FaSqr+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.51,0.17,-0.13
2385,0,"Response ~  (log10T90Sqr+log10FaSqr+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.44,0.17,-0.17
2392,0,"Response ~  (AlphaSqr+log10T90+Alpha+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+log10Fa+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.36,0.2,-0.25
2457,0,"Response ~  (log10T90Sqr+log10TaSqr+log10PeakFluxSqr+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+log10Fa+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr",-0.014,0.2,-0.11
2461,0,"Response ~  (log10FaSqr+log10TaSqr+PhotonIndexSqr+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+AlphaSqr+log10T90Sqr",0.42,0.18,-0.11
2502,0,"Response ~  (log10FaSqr+log10NHSqr+log10T90+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.48,0.18,-0.12
2511,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10T90+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10NHSqr+log10PeakFluxSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.46,0.2,-0.39
2513,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10T90+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.43,0.18,-0.18
2514,0,"Response ~  (log10FaSqr+log10TaSqr+log10T90+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.56,0.17,-0.65
2522,0,"Response ~  (log10FaSqr+log10PeakFluxSqr+log10NHSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.48,0.18,0.085
2525,0,"Response ~  (log10TaSqr+PhotonIndexSqr+log10NHSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.38,0.18,0.079
2529,0,"Response ~  (log10FaSqr+log10TaSqr+log10NHSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.53,0.17,0.056
2533,0,"Response ~  (log10T90Sqr+log10FaSqr+log10NHSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.43,0.2,-0.022
2543,0,"Response ~  (log10T90Sqr+log10FaSqr+log10PeakFluxSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.4,0.19,-0.37
2549,0,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+AlphaSqr",0.58,0.17,-0.15
2552,0,"Response ~  (log10T90Sqr+log10FaSqr+log10TaSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr",0.48,0.16,-0.22
2684,0,"Response ~  (PhotonIndexSqr+Alpha+log10Fa+log10Ta+PhotonIndex)^2+log10NH+log10PeakFlux+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.44,0.17,0.1
2687,0,"Response ~  (AlphaSqr+Alpha+log10Fa+log10Ta+PhotonIndex)^2+log10NH+log10PeakFlux+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.29,0.19,-0.18
2696,0,"Response ~  (log10PeakFluxSqr+log10NHSqr+log10Fa+log10Ta+PhotonIndex)^2+log10NH+log10PeakFlux+Alpha+log10T90+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.42,0.17,-0.097
2699,0,"Response ~  (log10FaSqr+log10NHSqr+log10Fa+log10Ta+PhotonIndex)^2+log10NH+log10PeakFlux+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.51,0.17,-0.06
2703,0,"Response ~  (log10TaSqr+log10PeakFluxSqr+log10Fa+log10Ta+PhotonIndex)^2+log10NH+log10PeakFlux+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.3,0.16,-0.36
2704,0,"Response ~  (log10FaSqr+log10PeakFluxSqr+log10Fa+log10Ta+PhotonIndex)^2+log10NH+log10PeakFlux+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.35,0.18,-0.17
2708,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10Fa+log10Ta+PhotonIndex)^2+log10NH+log10PeakFlux+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.43,0.18,-0.32
2709,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10Fa+log10Ta+PhotonIndex)^2+log10NH+log10PeakFlux+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.37,0.18,-0.3
2715,0,"Response ~  (log10T90Sqr+log10FaSqr+log10Fa+log10Ta+PhotonIndex)^2+log10NH+log10PeakFlux+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.41,0.18,-0.34
2722,0,"Response ~  (AlphaSqr+log10T90+Alpha+log10Ta+PhotonIndex)^2+log10NH+log10PeakFlux+log10Fa+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.3,0.19,-0.18
2742,0,"Response ~  (AlphaSqr+log10FaSqr+Alpha+log10Ta+PhotonIndex)^2+log10NH+log10PeakFlux+log10Fa+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.29,0.19,-0.18
2744,0,"Response ~  (log10T90Sqr+AlphaSqr+Alpha+log10Ta+PhotonIndex)^2+log10NH+log10PeakFlux+log10Fa+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.35,0.19,-0.19
2750,0,"Response ~  (log10T90Sqr+log10NHSqr+log10T90+log10Ta+PhotonIndex)^2+log10NH+log10PeakFlux+log10Fa+Alpha+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.33,0.17,-0.1
2764,0,"Response ~  (log10T90Sqr+log10FaSqr+log10T90+log10Ta+PhotonIndex)^2+log10NH+log10PeakFlux+log10Fa+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.42,0.16,-0.36
2773,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10NHSqr+log10Ta+PhotonIndex)^2+log10NH+log10PeakFlux+log10Fa+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.51,0.17,-0.26
2783,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Ta+PhotonIndex)^2+log10NH+log10PeakFlux+log10Fa+Alpha+log10T90+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.42,0.18,-0.23
2795,0,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+log10Ta+PhotonIndex)^2+log10NH+log10PeakFlux+log10Fa+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+AlphaSqr",0.3,0.18,-0.2
2806,0,"Response ~  (AlphaSqr+log10T90+Alpha+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.5,0.17,-0.34
2816,0,"Response ~  (log10FaSqr+log10PeakFluxSqr+Alpha+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.53,0.17,-0.44
2820,0,"Response ~  (log10FaSqr+PhotonIndexSqr+Alpha+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.46,0.19,-0.11
2823,0,"Response ~  (log10FaSqr+log10TaSqr+Alpha+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.45,0.17,-0.25
2826,0,"Response ~  (AlphaSqr+log10FaSqr+Alpha+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.38,0.18,-0.39
2828,0,"Response ~  (log10T90Sqr+AlphaSqr+Alpha+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.5,0.16,-0.24
2829,0,"Response ~  (log10PeakFluxSqr+log10NHSqr+log10T90+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+Alpha+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.44,0.18,-0.16
2830,0,"Response ~  (PhotonIndexSqr+log10NHSqr+log10T90+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+Alpha+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.48,0.19,-0.094
2834,0,"Response ~  (log10T90Sqr+log10NHSqr+log10T90+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+Alpha+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.37,0.18,0.025
2836,0,"Response ~  (log10TaSqr+log10PeakFluxSqr+log10T90+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+Alpha+log10NHSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.36,0.19,-0.44
2841,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10T90+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+Alpha+log10NHSqr+log10PeakFluxSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.4,0.19,-0.38
2842,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10T90+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+Alpha+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.39,0.16,-0.25
2846,0,"Response ~  (log10T90Sqr+log10TaSqr+log10T90+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr",0.44,0.19,-0.13
2848,0,"Response ~  (log10T90Sqr+log10FaSqr+log10T90+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.53,0.16,-0.26
2851,0,"Response ~  (log10TaSqr+log10PeakFluxSqr+log10NHSqr+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+Alpha+log10T90+PhotonIndexSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.59,0.15,-0.073
2852,0,"Response ~  (log10FaSqr+log10PeakFluxSqr+log10NHSqr+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+Alpha+log10T90+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.49,0.17,-0.04
2854,0,"Response ~  (log10T90Sqr+log10PeakFluxSqr+log10NHSqr+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+Alpha+log10T90+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.45,0.18,-0.21
2855,0,"Response ~  (log10TaSqr+PhotonIndexSqr+log10NHSqr+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.43,0.17,-0.22
2857,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10NHSqr+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.56,0.16,0.063
2859,0,"Response ~  (log10FaSqr+log10TaSqr+log10NHSqr+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.53,0.16,-0.34
2860,0,"Response ~  (AlphaSqr+log10TaSqr+log10NHSqr+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10FaSqr+log10T90Sqr",0.46,0.16,-0.065
2862,0,"Response ~  (AlphaSqr+log10FaSqr+log10NHSqr+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.42,0.17,-0.081
2863,0,"Response ~  (log10T90Sqr+log10FaSqr+log10NHSqr+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.55,0.17,-0.41
2867,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+Alpha+log10T90+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.43,0.17,-0.2
2868,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10PeakFluxSqr+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+Alpha+log10T90+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.4,0.17,0.033
2869,0,"Response ~  (log10FaSqr+log10TaSqr+log10PeakFluxSqr+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.48,0.18,-0.21
2871,0,"Response ~  (log10T90Sqr+log10TaSqr+log10PeakFluxSqr+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr",0.33,0.18,-0.17
2872,0,"Response ~  (AlphaSqr+log10FaSqr+log10PeakFluxSqr+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.54,0.17,-0.44
2875,0,"Response ~  (log10FaSqr+log10TaSqr+PhotonIndexSqr+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+AlphaSqr+log10T90Sqr",0.54,0.15,-0.14
2876,0,"Response ~  (AlphaSqr+log10TaSqr+PhotonIndexSqr+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+Alpha+log10T90+log10NHSqr+log10PeakFluxSqr+log10FaSqr+log10T90Sqr",0.41,0.16,-0.23
2889,0,"Response ~  (AlphaSqr+log10NHSqr+log10T90+Alpha+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.49,0.16,-0.13
2894,0,"Response ~  (AlphaSqr+log10PeakFluxSqr+log10T90+Alpha+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.54,0.18,-0.33
2898,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10T90+Alpha+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.56,0.16,-0.17
2905,0,"Response ~  (log10T90Sqr+AlphaSqr+log10T90+Alpha+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.48,0.17,0.077
2920,0,"Response ~  (log10T90Sqr+AlphaSqr+log10NHSqr+Alpha+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.54,0.17,0.15
2922,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10PeakFluxSqr+Alpha+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+log10T90+log10NHSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.35,0.16,-0.26
2923,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10PeakFluxSqr+Alpha+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+log10T90+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.36,0.18,-0.25
2924,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10PeakFluxSqr+Alpha+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+log10T90+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.47,0.18,-0.37
2926,0,"Response ~  (AlphaSqr+log10TaSqr+log10PeakFluxSqr+Alpha+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+log10T90+log10NHSqr+PhotonIndexSqr+log10FaSqr+log10T90Sqr",0.37,0.17,-0.27
2934,0,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+Alpha+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10T90Sqr",0.48,0.2,0.044
2936,0,"Response ~  (log10T90Sqr+AlphaSqr+PhotonIndexSqr+Alpha+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10FaSqr",0.52,0.17,0.16
2940,0,"Response ~  (log10T90Sqr+AlphaSqr+log10FaSqr+Alpha+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr",0.48,0.17,-0.043
2958,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10T90+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+Alpha+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.41,0.18,-0.23
2959,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10PeakFluxSqr+log10T90+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+Alpha+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.5,0.22,-0.37
2973,0,"Response ~  (log10T90Sqr+log10FaSqr+log10TaSqr+log10T90+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr",0.39,0.16,-0.37
2975,0,"Response ~  (log10T90Sqr+AlphaSqr+log10FaSqr+log10T90+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr",0.51,0.19,-0.3
