"","log10NH","PhotonIndex","log10PeakFlux","Beta","Beta_opt","log10Fluence","Alpha_opt","log10Ta_opt","Gamma","log10Ta","log10Fa","log10T90","Alpha","log10Fa_opt","log10NHSqr","PhotonIndexSqr","log10PeakFluxSqr","BetaSqr","Beta_optSqr","log10FluenceSqr","Alpha_optSqr","log10Ta_optSqr","GammaSqr","log10TaSqr","log10FaSqr","log10T90Sqr","AlphaSqr","log10Fa_optSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FaErr_opt","log10TaErr_opt","AlphaErr_opt","BetaErr_opt","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","log10NH_opt","PhotonIndex_opt","log10PeakFlux_opt","Beta_opt","Beta_opt_opt","log10Fluence_opt","Alpha_opt_opt","log10Ta_opt_opt","Gamma_opt","log10Ta_opt","log10Fa_opt","log10T90_opt","Alpha_opt","log10Fa_opt_opt","Redshift_crosscheck","log10z"
"150403A",21.79039707,1.23,1.245512668,0.679,0,-4.769551079,0,0,1.70996,3.19694,-8.821023053,1.611723308,1.24471,0,474.821404468265,1.5129,1.55130180614848,0.461041,0,22.7486174951901,0,0,2.9239632016,10.2204253636,77.8104477015574,2.59765202155046,1.5493029841,0,0.127565659236116,0.005105,0.006975,0.00458,0,0,0,0,0,0.00766402,0.04,0.014805494,"150403A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0.48572142648158
"150821A",22.340573,2.1,-1.49776679460977,0.848,0,-6.102372909,0,0,2.21622,2.95174,-8.853871964,2.23578087,1.82628,0,499.101201968329,4.41,2.24330537103562,0.719104,0,37.2389551204971,0,0,4.9116310884,8.7127690276,78.3910487549052,4.99871609865796,3.3352986384,0,0.249936990327389,0.021105,0.015485,0.027365,5e-04,0,0,0,0,0.104450572,0.37,0.188398851647283,"150821A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755,0.244277120801843
"150910A",20.842422,1.42,0.041392685,0,0.53,-5.318758763,1.239,2.99,1.78547,0,0,2.049992857,0,-10.88,434.406554826084,2.0164,0.00171335437150922,0,0.2809,28.2891947789893,1.535121,8.9401,3.1879031209,0,0,4.20247071375102,0,118.3744,0.0552798328138297,0,0,0,0,0.03,0.025,0.008,0.14,0.036191207,0.12,0.157925266,"150910A",1,5.2106055,0.355,0.01034817125,0,0.1325,-1.32968969075,0.30975,0.7475,0.4463675,0,0,0.51249821425,0,-2.72,1.3585,0.372635880581721
"151021A",22.33647975,1.57,0.986771734,1.27,0,-4.552841969,0,0,1.96079,3.15765,-9.642065153,2.042181595,1.33346,0,498.91832762216,2.4649,0.973718455021367,1.6129,0,20.7283699946878,0,0,3.8446974241,9.9707535225,92.9694204146969,4.17050566695674,1.7781155716,0,0.0143797213110485,0.06282,0.05208,0.02141,0.04,0,0,0,0,0.015510517,0.04,0.035818102,"151021A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0.52244423350632
"151027A",21.65076489,1.72,0.832508913,0.9235,0,-5.107905397,0,0,2.00612,3.99907,-9.935542011,2.11290649,1.74508,0,468.755620322057,2.9584,0.693071090224441,0.85285225,0,26.0906975447017,0,0,4.0245174544,15.9925608649,98.7149950523459,4.46437383548412,3.0453042064,0,0.0183350782696789,0.02221,0.01731,0.02499,0.002440971,0,0.04,0,0,0.011135756,0.05,0.038320101,"151027A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0.257678574869184
"151215A",21.44930866,1.99,0.204119983,1.015,0,-6.508638306,0,0,2.20942,3.06337,-10.72815839,1.250420002,1.07478,0,460.072841991951,3.9601,0.0416649674599203,1.030225,0,42.3623725983306,0,0,4.8815367364,9.3842357569,115.093382440927,1.56355018140168,1.1551520484,0,0.0244827442519859,0.093,0.11588,0.071395,0.35435971,0,0,0,0,0.098066496,0.33,0.05428681,"151215A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,0.555094448578319
"160117B",20.95374423,1.73,-0.705929807788426,0.64,0,-6.4710833,0,0,1.83834,4.10299,-11.74958,0.697062187810827,0.973333,0,439.059397256258,2.9929,0.498336893524204,0.4096,0,41.8749190755389,0,0,3.3794939556,16.8345269401,138.0526301764,0.485895693675617,0.947377128889,0,0.214744065864423,0.12265,0.162075,0.093958,0.015,0,0,0,0,0.005627928835757,0.0041822719666068,0.122191721784807,"160117B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0.271841606536499
"160121A",21.73058526,1.77,0.079181246,1.02,0,-6.214670165,0,0,2.2054,3.8244,-11.17263073,1.079181246,0.798663,0,472.218335742129,3.1329,0.00626966971811252,1.0404,0,38.6221252597411,0,0,4.86378916,14.62603536,124.82767742894,1.16463216171811,0.637862587569,0,0.0862757376305275,0.0694,0.120385,0.106048,0.03,0,0,0,0,0.035597908,0.13,0.072382414,"160121A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0.471291711058939
"160131A",21.680967,1.24,0.806179974,0,0.97,-4.690369833,1.287451,4.001806,2.02332,0,0,2.511883361,0,-11.1733,470.064330055089,1.5376,0.649926150478641,0,0.9409,21.9995691703164,1.657530077401,16.014451261636,4.0938238224,0,0,6.30955801926866,0,124.84263289,0.0141299769251024,0,0,0,0,0.041241,0.050707,0.038892,0.04,0.010644473,0.05,0.020357554,"160131A",1,5.42024175,0.31,0.2015449935,0,0.2425,-1.17259245825,0.32186275,1.0004515,0.50583,0,0,0.62797084025,0,-2.793325,0.972,0.294906910605192
"160203A",22.0158332,1.93,0.113943352,0.61,0,-5.920818754,0,0,1.75592,3.66139836,-11.36754271,1.305351369,1.146279559,0,484.696911490222,3.7249,0.0129830874649959,0.3721,0,35.0560947177181,0,0,3.0832550464,13.4058379506107,129.221027263674,1.70394219655017,1.31395682738123,0,0.0695758261024457,0.08458679,0.087010427,0.0601909,0.25,0,0,0,0,0.036191207,0.2,0.133629071,"160203A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0.655138434811382
"160227A",21.4198963,0.75,-0.22184875,0.679,0,-5.508638306,0,0,1.72551,4.47751,-10.99567863,2.500373714,1.10229,0,458.811957502754,0.5625,0.0492168678765625,0.461041,0,30.3450959863305,0,0,2.9773847601,20.0480958001,120.904948534239,6.25186870966215,1.2150432441,0,0.103418641469029,0.03055,0.03885,0.03434,0.001,0,0,0,0,0.028018999,0.51,0.072382414,"160227A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0.528916700277655
"160314A",21.69269626,1.53,-0.045757491,0,0.9,-6.552841969,0.607458,2.806841,1.95129,0,0,0.941014244,0,-12.5865,470.573071028618,2.3409,0.00209374798261508,0,0.81,42.9397378706878,0.369005221764,7.878356399281,3.8075326641,0,0,0.885507807410892,0,158.41998225,0.00604043448603348,0,0,0,0,0.156279,0.384008,0.053103,0.09,0.062042069,0.22,0.096509885,"160314A",1,5.423174065,0.3825,-0.01143937275,0,0.225,-1.63821049225,0.1518645,0.70171025,0.4878225,0,0,0.235253561,0,-3.146625,0.726,0.237040791379191
"160425A",22.05510681,2.2,0.447158031,0,1.5,-5.677780705,0.859364,3.623299,2.51113,0,0,2.483701382,0,-12.4781,486.427736400508,4.84,0.199950304687797,0,2.25,32.2371937340703,0.738506484496,13.128295643401,6.3057738769,0,0,6.16877255494871,0,155.70297961,0.0777158547080599,0,0,0,0,0.257417,0.431716,0.204329,0.09,0.041361379,0.18,0.031021034,"160425A",1,5.5137767025,0.55,0.11178950775,0,0.375,-1.41944517625,0.214841,0.90582475,0.6277825,0,0,0.6209253455,0,-3.119525,0.555,0.191730393362856
"160804A",21.30214687,1.4,0.462397998,0.92,0,-4.943095149,0,0,1.87827,4.38419,-11.5214335,2.15896526,0.948229,0,453.781461271051,1.96,0.213811908554408,0.8464,0,24.4341896520673,0,0,3.5278981929,19.2211219561,132.743429894922,4.66113099388687,0.899138236441,0,0.057915224642575,0.05875,0.095375,0.070062,0.005,0,0,0,0,0.011428802,0.23,0.044927015,"160804A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736,0.239549720840473
"161014A",22.18657496,1.47,0.462397998,0,0.8,-5.721246399,1.360776,3.993669,1.83236,0,0,1.26245109,0,-12.6812,492.244108455699,2.1609,0.213811908554408,0,0.64,32.7326603580705,1.851711322176,15.949392081561,3.3575431696,0,0,1.59378275464219,0,160.81283344,0.0563106258915239,0,0,0,0,0.140665,0.162303,0.140234,0.06,0.045715209,0.15,0.089854031,"161014A",1,5.54664374,0.3675,0.1155994995,0,0.2,-1.43031159975,0.340194,0.99841725,0.45809,0,0,0.3156127725,0,-3.1703,2.823,0.582404298019028
"161023A",21.1872488303853,1.48429488273099,0.588209791507229,0,0.66,-5.42056598348586,1.36,4.55,1.95429741445854,0,0,1.643452676,0,-11.91,448.899513000663,2.2031312989014,0.345990758824978,0,0.4356,29.382535581324,1.8496,20.7025,3.81927838415933,0,0,2.70093669825156,0,141.8481,0.0386609346233468,0,0,0,0,0.05,0.04,0.02,0.08,0.0255406174190192,0.159030747217934,0.0451456901736497,"161023A",1,5.29681220759633,0.371073720682748,0.147052447876807,0,0.165,-1.35514149587146,0.34,1.1375,0.488574353614635,0,0,0.410863169,0,-2.9775,2.71,0.569373909615046
"161108A",21.16074757,1.85,-0.22184875,0.84,0,-5.958607315,0,0,2.00325,4.69106,-11.81247928,2.021602716,0.883711,0,447.777237721261,3.4225,0.0492168678765625,0.7056,0,35.5050011343715,0,0,4.0130105625,22.0060439236,139.534666740429,4.08687754133858,0.780945131521,0,0.0491496346156657,0.13355,0.18179,0.0812555,0.005,0,0,0,0,0.039481317,0.17,0.072382414,"161108A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.159,0.334252642334231
"161117A",21.87736847,1.19,0.832508913,1.375,0,-4.698970004,0,0,1.92624,4.08464,-10.74958,2.099335278,1.141,0,478.61925117215,1.4161,0.693071090224441,1.890625,0,22.0803190984918,0,0,3.7104005376,16.6842839296,115.5534701764,4.40720860945534,1.301881,0,0.00378540226960351,0.03835,0.04019,0.02365,0.674290141,0,0,0,0,0,0.12,0.019160051,"161117A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.549,0.406369835469268
"161129A",21.51361441,1.57,0.531478917,0.71,0,-5.443697499,0,0,1.74506,3.70506,-10.43651891,1.550595207,2.32574,0,462.83560498216,2.4649,0.282469839215493,0.5041,0,29.6338424606189,0,0,3.0452344036,13.7274696036,108.920926958788,2.40434549597137,5.4090665476,0,0.0255903856698547,0.10625,0.050725,0.10628,0.005,0,0,0,0,0.012063736,0.06,0.025546734,"161129A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645,0.216165902285993
"170113A",21.4429483,0.75,0.041392685,0,0.8,-6.173925197,1.095671,3.874501,1.81917,0,0,1.315130317,0,-12.5021,459.800031796473,0.5625,0.00171335437150922,0,0.64,38.1173523381515,1.200494940241,15.011757999001,3.3093794889,0,0,1.72956775069252,0,156.30250441,0.0335971369822932,0,0,0,0,0.110016,0.186127,0.149224,0.04,0.04537405,0.59,0.039481317,"170113A",1,5.360737075,0.1875,0.01034817125,0,0.2,-1.54348129925,0.27391775,0.96862525,0.4547925,0,0,0.32878257925,0,-3.125525,1.968,0.472463896606989
"170202A",21.7153121,1.68,0.672097858,1.04,0,-5.48148606,0,0,1.99768,3.77629,-10.65364703,1.664641976,1.1958,0,471.554779600406,2.8224,0.451715530728188,1.0816,0,30.0466894259743,0,0,3.9907253824,14.2603661641,113.500195039828,2.77103290826118,1.42993764,0,0.10761765896651,0.04485,0.068655,0.059155,0,0,0,0,0,0.013160439,0.07,0.027720924,"170202A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.645,0.666985718329661
"170405A",22.33533151,1.59,-0.0335186812736592,0.612,0,-5.431798276,0,0,1.8473,3.6300738,-10.31069114,2.216693599,1.81152426,0,498.867033661599,2.5281,0.00112350199432515,0.374544,0,29.5044325111566,0,0,3.41251729,13.1774357934464,106.310351784474,4.91373051184757,3.28162014456855,0,0.0933217274509788,0.048255345,0.035670699,0.072401387,0.0475,0,0,0.04,0,0.035213066,0.12,0.153952769308304,"170405A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0.65417654187796
"170519A",21.33992622,1.94,-0.15490196,0.975,0,-5.958607315,0,0,1.97351,4.1513,-11.06348626,2.335257256,1.37345,0,455.392451075043,3.7636,0.0239946172118416,0.950625,0,35.5050011343715,0,0,3.8947417201,17.23329169,122.400728225209,5.45342645170065,1.8863649025,0,0.0991498519285518,0.053,0.052235,0.066745,0.224423613,0,0,0,0,0.078962633,0.26,0.062042069,"170519A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818,0.259593878885949
"170531B",21.45079548,1.95,-0.096910013,0.99,0,-5.698970004,0,0,2.06685,3.80257,-11.39577395,2.215187969,1.02082,0,460.136626724788,3.8025,0.00939155061966017,0.9801,0,32.4782591064918,0,0,4.2718689225,14.4595386049,129.863663919499,4.90705773800235,1.0420734724,0,0.0233394026693868,0.08415,0.11435,0.107427,0.035,0,0,0,0,0.043429448,0.14,0.10857362,"170531B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.366,0.527114111639805
"170607A",20.90203663,1.61,1.08334542328181,0,0.9,-5.124938737,0.979571,4.186609,1.94001,0,0,1.361727836,0,-11.9084,436.895135281862,2.5921,1.17363730614564,0,0.81,26.2649970580032,0.959559344041,17.527694918881,3.7636388001,0,0,1.85430269933724,0,141.80999056,0.0202577864729536,0,0,0,0,0.023499,0.035487,0.024256,0.04,0.017371779,0.07,0.0231184496675564,"170607A",1,5.2255091575,0.4025,0.270836355820453,0,0.225,-1.28123468425,0.24489275,1.04665225,0.4850025,0,0,0.340431959,0,-2.9771,0.557,0.19228861256812
"170705A",21.08891889,1.65,1.1430148,0.66,0,-5.022276395,0,0,1.89159,3.63746,-10.18641901,2.337059726,0.774169,0,444.742499948999,2.7225,1.30648283301904,0.4356,0,25.2232601877742,0,0,3.5781127281,13.2311152516,103.763132247289,5.4618481628912,0.599337640561,0,0.0361306862803674,0.04055,0.06603,0.027333,0.005,0,0,0,0,0.013714563,0.05,0.012497683,"170705A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,0.478566495593843
"170714A",21.06857952,1.76,-0.397940009,0,0.9,-5.552841969,1.851865,4.460403,1.84715,0,0,3,0,-13.2172,443.885042990563,3.0976,0.15835625076292,0,0.81,30.8340539326878,3.429403978225,19.895194922409,3.4119631225,0,0,9,0,174.69437584,0.079968777148268,0,0,0,0,0.263786,0.217775,0.533548,0.03,0.046531552,0.17,0.217147241,"170714A",1,5.26714488,0.44,-0.09948500225,0,0.225,-1.38821049225,0.46296625,1.11510075,0.4617875,0,0,0.75,0,-3.3043,0.793,0.253580289562183
"170903A",21.73970839,1.94,0.591064607,1.14,0,-5.619788758,0,0,2.20256,4.41384,-11.26042766,1.465382851,0.971187,0,472.614920882236,3.7636,0.349357369648064,1.2996,0,31.5820256845432,0,0,4.8512705536,19.4819835456,126.797231086093,2.14734690000489,0.943204188969,0,0.0534696645518069,0.04095,0.065935,0.051271,0.005,0,0,0,0,0.036191207,0.12,0.05567878,"170903A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886,0.27554168840131
"171205A",21.31611509,1.41,0,0.67,0,-5.443697499,0,0,1.66173,5.48376,-12.42945706,2.277379975,1.13263,0,454.376762530126,1.9881,0,0.4489,0,29.6338424606189,0,0,2.7613465929,30.0716237376,154.491402806384,5.186459550531,1.2828507169,0,0.0806407286915141,0.0719,0.109545,0.115455,0.01,0,0,0,0,0.036191207,0.14,0.130288345,"171205A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368,0.0156949885265181
"171222A",20.02880298,2.07,-0.15490196,1.34,0,-5.721246399,0,0,1.99001,4.78231,-12.10957898,2.242541428,0.718496,0,401.152948811657,4.2849,0.0239946172118416,1.7956,0,32.7326603580705,0,0,3.9601398001,22.8704889361,146.641903072858,5.02899205629628,0.516236502016,0,0.0563106258915239,0.20975,0.378455,0.126956,0.015,0,0,0,0,0.045715209,0.17,0.124084138,"171222A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.409,0.532627001228891
"180115A",20.61397389,1.66,-0.22184875,0,0.9,-6.119186408,0.97054,3.061361,1.9512,0,0,1.611723308,0,-11.6085,424.935919537602,2.7556,0.0492168678765625,0,0.81,37.4444422958519,0.9419478916,9.371931172321,3.80718144,0,0,2.59765202155046,0,134.75727225,0.0141299769251024,0,0,0,0,0.057564,0.086722,0.036237,0.06,0.062858412,0.22,0.144764827,"180115A",1,5.1534934725,0.415,-0.0554621875,0,0.225,-1.529796602,0.242635,0.76534025,0.4878,0,0,0.402930827,0,-2.902125,2.487,0.542451947375977
"180205A",21.4933967,2.04,0.531478917,1.03,0,-6,0,0,1.88733,3.21372,-10.30627305,1.190331698,1.09633,0,461.966101703571,4.1616,0.282469839215493,1.0609,0,36,0,0,3.5620145289,10.3279962384,106.219264181156,1.41688955126356,1.2019394689,0,0.0875106835560367,0.06455,0.088815,0.042095,0.005,0,0,0,0,0.043429448,0.13,0.038320101,"180205A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.409,0.381836799998343
"180325A",22.14319598,1.18,0.973127854,0,1.13703,-5.187086643,1.426558,3.915432,1.85846,0,0,1.973589623,0,-12.717,490.321128208688,1.3924,0.946977820230645,0,1.2928372209,26.905867841989,2.035067727364,15.330607746624,3.4538735716,0,0,3.89505600001328,0,161.722089,0.214744065864423,0,0,0,0,0.072161,0.045784,0.049597,0.1041,0.013362907,0.05,0.013860462,"180325A",1,5.535798995,0.295,0.2432819635,0,0.2842575,-1.29677166075,0.3566395,0.978858,0.464615,0,0,0.49339740575,0,-3.17925,2.248,0.511616020569138
"180329B",21.41988474,0.97,0.146128036,0.77,0,-5.48148606,0,0,1.86768,4.02296,-11.14935376,2.322219295,1.50063,0,458.811462274885,0.9409,0.0213534029052173,0.5929,0,30.0466894259743,0,0,3.4882285824,16.1842071616,124.308089265626,5.3927024540703,2.2518903969,0,0.091090048181127,0.04825,0.04314,0.069665,0,0,0,0,0,0.039481317,0.56,0.124084138,"180329B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.998,0.476831628512261
"180620B",21.21643247,1.3,0.556302501,0.9,0,-5,0,0,1.99236,4.6659,-10.98296666,2.29841638,1.09835,0,450.13700675407,1.69,0.309472472618855,0.81,0,25,0,0,3.9694983696,21.77062281,120.625556654672,5.2827178558523,1.2063727225,0,0.0599542916300528,0.0437,0.067125,0.059445,0.005,0,0,0,0,0.013028834,0.2,0.024127471,"180620B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1175,0.325823419002744
"180624A",21.1034582,1.91,0.146128036,0.95,0,-5.236572006,0,0,2.06008,4.171185481,-11.54363397,2.686993566,1.243849338,0,445.355947999147,3.6481,0.0213534029052173,0.9025,0,27.4216863740229,0,0,4.2439296064,17.3987883169052,133.255485233338,7.2199344237254,1.54716117564304,0,0.0343795484387942,0.088149935,0.099379055,0.123366444,0,0,0,0,0,0.022463508,0.1,0.062042069,"180624A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.855,0.586024382386976
"180720B",21.24271531,1.36,1.831869774,0.729,0,-4.065501549,0,0,1.8461,3.62033,-8.847711656,3.06444019010425,1.34127,0,451.252953741708,1.8496,3.35574686889481,0.531441,0,16.5283028449214,0,0,3.40808521,13.1067893089,78.2820015477183,9.39079367872617,1.7990052129,0,0.00138098327707093,0.004975,0.00614,0.005375,0,0,0,0,0,0.005049936,0.03,0.016629833,"180720B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654,0.218535505216528
"180728A",21.58733599,1.97,2.120573931,0.8595,0,-4.528708289,0,0,1.70111,3.8695,-9.42365865,0.938519725,1.1986,0,466.013075145149,3.8809,4.49683379683679,0.73874025,0,20.5091987668573,0,0,2.8937752321,14.97303025,88.8053423517198,0.880819274214076,1.43664196,0,0.0148761559757772,0.009885,0.014745,0.0091,0.042486494,0,0,0,0,0.008803267,0.03,0.009541318,"180728A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0.0480531731156091
"181020A",20.65703194,1.25,0.886490725,1.228,0,-5.091514981,0,0,1.93674,4.29043,-10.42365865,2.376576957,2.64643,0,426.71296857018,1.5625,0.785865805511026,1.507984,0,25.9235248017474,0,0,3.7509618276,18.4077895849,108.65265965172,5.64811803254338,7.0035917449,0,0.0211468897196027,0.1418,0.047555,0.091985,0.029531206,0,0,0,0,0.016084981,0.06,0.016920564,"181020A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.938,0.595275711802099
"181201A",21.1468434832998,1.62357778401957,0.899550776141651,0,0.57781,-5.37153011911936,1.151212,4.749372,1.97913612783146,0,0,1.283301229,0,-11.6955,447.188989307179,2.6360048207619,0.809191598857047,0,0.3338643961,28.8533358206064,1.325289068944,22.556534394384,3.91697981248771,0,0,1.64686204435291,0,136.78472025,0.0973208922530927,0,0,0,0,0.026476,0.024124,0.006098,0.02953,0.0288230416508681,0.178235765696061,0.0293124960699646,"181201A",1,5.28671087082495,0.405894446004892,0.224887694035413,0,0.1444525,-1.34288252977984,0.287803,1.187343,0.494784031957865,0,0,0.32082530725,0,-2.923875,0.45,0.161368002234975
"190114A",21.6447605,2.06,-0.301029996,0.86,0,-6.096910013,0,0,1.83214,3.74534,-10.75202673,1.823474229,1.18375,0,468.49565710236,4.2436,0.09061905849176,0.7396,0,37.1723117066197,0,0,3.3567369796,14.0275717156,115.606078802635,3.32505826382714,1.4012640625,0,0.0664080102705681,0.03365,0.042215,0.04616,0,0,0,0,0,0.065144172,0.22,0.173717793,"190114A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3765,0.641126932803509
"190829A",22.04910001,2.56,1.255272505,1.16,0,-5.193820026,0,0,2.0913,4.0838,-9.56068,1.764922985,1.03996,0,486.162811250982,6.5536,1.57570906180898,1.3456,0,26.9757664624786,0,0,4.37353569,16.67742244,91.4066020624,3.11495314298131,1.0815168016,0,0.0660733687520347,0.013585,0.01916,0.009675,0.075,0,0,0,0,0.047500959,0.21,0.065144172,"190829A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785,0.0328201494385639
"191011A",21.65033473,1.94,0.255272505,0.94,0,-6.48148606,0,0,1.81479,3.15321333,-10.8132081,0.867467488,1.30602449,0,468.736993921044,3.7636,0.065164051808975,0.8836,0,42.0096615459743,0,0,3.2934627441,9.94275430448969,116.925469413906,0.75249984273703,1.70569996847976,0,0.0559978453284278,0.05719327,0.06597695,0.05756962,0.19,0,0,0,0,0.052641755,0.17,0.048254942,"191011A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.722,0.434888120867316
"191221B",21.39050236,1.24,0.681241237,1.39,0,-4.721246399,0,0,1.843,1.95518066,-8.11145684,1.681241237,1.15734724,0,457.553591213166,1.5376,0.46408962298929,1.9321,0,22.2901675600705,0,0,3.396649,3.82273141323804,65.7957320671828,2.82657209698929,1.33945263393562,0,0.14476482742628,0.06184721,0.05366691,0.00551831,0.175,0,0,0,0,0.022857604,0.05,0.063334612,"191221B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.148,0.332034277027518
"200205B",21.82763844,1.36,0.301029996,0.516,0,-5.26760624,0,0,1.90881,4.53640048,-11.7337376,2.660865478,1.56884903,0,476.445799867366,1.8496,0.09061905849176,0.266256,0,27.7476754996869,0,0,3.6435556161,20.5789293149442,137.680598065654,7.08020509201217,2.46128727893194,0,0.0051064352834946,0.10035241,0.08886983,0.19267266,0.18,0,0,0,0,0.016084981,0.22,0.043429448,"200205B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.465,0.391816923613249
"200613A",20.9938049880807,1.74656725545063,0.228369899911643,0,0.9,-5.23247535249562,0.923123,5.199503,2.00996423348564,0,0,2.580924976,0,-12.785,440.739847877562,3.05049717781235,0.0521528111856538,0,0.81,27.3787983144742,0.852156073129,27.034831447009,4.03995621989152,0,0,6.6611737317406,0,163.456225,0.0827679937346041,0,0,0,0,0.113922,0.166694,0.132474,0.09,0.041388018888279,0.176273323751351,0.0694499683839808,"200613A",1,5.24845124702018,0.436641813862657,0.0570924749779107,0,0.225,-1.3081188381239,0.23078075,1.29987575,0.50249105837141,0,0,0.645231244,0,-3.19625,1.2255,0.347427598618541
"200829A",21.08966848,0.83,1.994317153,0.64,0,-4.292429824,0,0,1.88219,2.97975,-8.6381,1.115277591,1.29833,0,444.774116596306,0.6889,3.97730090675002,0.4096,0,18.4249537939647,0,0,3.5426391961,8.8789100625,74.61677161,1.24384410498676,1.6856607889,0,0.0969169435192129,0.00955,0.00926,0.00866,0.0195,0,0,0,0,0.008515578,0.03,0.007040235,"200829A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.352182518111362
"201014A",22.1524657,2.55,-0.522878745,0,0.9,-6.508638306,1.038298,5.031584,1.97336,0,0,1.558708571,0,-13.7541,490.731736589677,6.5025,0.273402181972775,0,0.81,42.3623725983306,1.078062736804,25.316837549056,3.8941496896,0,0,2.42957240930886,0,189.17526681,0.0563106258915239,0,0,0,0,0.092274,0.110179,0.170451,0.15,0.098066496,0.37,0.289529655,"201014A",1,5.538116425,0.6375,-0.13071968625,0,0.225,-1.6271595765,0.2595745,1.257896,0.49334,0,0,0.38967714275,0,-3.438525,4.56,0.745074791582057
"201015A",21.35536147,3.03,0.255272505,0,1.1,-6.698970004,0.481067,4.275441,2.1574,0,0,0.990338855,0,-12.8744,456.05146351436,9.1809,0.065164051808975,0,1.21,44.8761991144918,0.231425458489,18.279395744481,4.65437476,0,0,0.980771047722711,0,165.75017536,0.0299157959274313,0,0,0,0,0.09442,0.229803,0.027144,0.24,0.130288345,0.68,0.096509885,"201015A",1,5.3388403675,0.7575,0.06381812625,0,0.275,-1.674742501,0.12026675,1.06886025,0.53935,0,0,0.24758471375,0,-3.2186,0.426,0.154119525515847
"201020A",20.93258486,2.25,0.322219295,0,1.1,-6.036212173,0.728842,3.793643,2.0761,0,0,1.15136985,0,-12.091,438.173108921101,5.0625,0.103825274070297,0,1.21,36.4358573974734,0.531210660964,14.391727211449,4.31019121,0,0,1.32565253148902,0,146.192281,0.0093822306004846,0,0,0,0,0.128558,0.192264,0.056032,0.11,0.033044145,0.14,0.041361379,"201020A",1,5.233146215,0.5625,0.08055482375,0,0.275,-1.50905304325,0.1822105,0.94841075,0.519025,0,0,0.2878424625,0,-3.02275,2.903,0.591398551281249
"201021C",20.75199541,1.63,0,0,0.6,-6,1.034879,2.88042,1.6168,0,0,1.387033701,0,-11.1691,430.645313496661,2.6569,0,0,0.36,36,1.070974544641,8.2968193764,2.61404224,0,0,1.92386248770976,0,124.74879481,0.176931769551824,0,0,0,0,0.102098,0.137291,0.035385,0.09,0.043429448,0.15,0.086858896,"201021C",1,5.1879988525,0.4075,0,0,0.15,-1.5,0.25871975,0.720105,0.4042,0,0,0.34675842525,0,-2.792275,1.07,0.315970345456918
"201104B",21.73058526,1.47,0.612783857,0.605,0,-5.744727495,0,0,1.55046,2.72159651,-9.38944702,0.937517892,1.19537497,0,472.218335742129,2.1609,0.375504055399796,0.366025,0,33.001893991809,0,0,2.4039262116,7.40708756324418,88.1617153413869,0.878939797820124,1.4289213189025,0,0.00811616012140756,0.02110237,0.02972805,0.02348264,0.175,0,0,0,0,0.024127471,0.07,0.031777645,"201104B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.954,0.470410490975931
