"","log10PeakFlux","log10NH","log10Ta","PhotonIndex","log10Fa","Alpha","log10T90","Beta","Gamma","log10Fluence","log10PeakFluxSqr","log10NHSqr","log10TaSqr","PhotonIndexSqr","log10FaSqr","AlphaSqr","log10T90Sqr","BetaSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"180624A",0.146128036,21.1034582,4.171185481,1.91,-11.54363397,1.243849338,2.68699356626468,0.95,2.06008,-5.236572006,0.0213534029052173,445.355947999147,17.3987883169052,3.6481,133.255485233338,1.54716117564304,7.21993442514778,0.9025,4.2439296064,27.4216863740229,0.0343795484178418,0.088149935,0.099379055,0.123366444,0,0.0136142470679056,0.060606061,0.037601253750777,"180624A",2.855,0.586024382386976
"180720B",1.831869774,21.24271531,3.62033,1.36,-8.847711656,1.34127,1.68928221447305,0.729,1.8461,-4.065501549,3.35574686889481,451.252953741708,13.1067893089,1.8496,78.2820015477183,1.7990052129,2.85367440013496,0.531441,3.40808521,16.5283028449214,0.032760188740062,0.004975,0.00614,0.005375,0,0.00306056717510092,0.018181818,0.0100786866055382,"180720B",0.654,0.218535505216528
"180728A",2.120573931,21.58733599,3.8695,1.97,-9.42365865,1.1986,0.938519725176492,0.8595,1.70111,-4.528708289,4.49683379683679,466.013075145149,14.97303025,3.8809,88.8053423517198,1.43664196,0.880819274545358,0.73874025,2.8937752321,20.5091987668573,0.0148761559697317,0.009885,0.014745,0.0091,0.042486494,0.00533531304621856,0.018181818,0.00578261707263729,"180728A",0.117,0.0480531731156091
"181010A",0.146128036,22.27837171,3.15711,1.52,-9.928117993,1.07011,1.2148438480477,1.115,1.76613,-6.161150909,0.0213534029052173,496.325846048928,9.9673435521,2.3104,98.5675268829304,1.1451354121,1.47584557513934,1.243225,3.1192151769,37.9597805234715,0.0580681587729877,0.034615,0.057805,0.033375,0.007041969,0.0267023396704747,0.090909091,0.037601253750777,"181010A",1.39,0.378397900948138
"181020A",0.886490725,20.65703194,4.29043,1.25,-10.42365865,2.64643,2.37657695705651,1.228,1.93674,-5.091514981,0.785865805511026,426.71296857018,18.4077895849,1.5625,108.65265965172,7.0035917449,5.64811803281199,1.507984,3.7509618276,25.9235248017474,0.021146889716851,0.1418,0.047555,0.091985,0.029531206,0.00974847321620432,0.036363636,0.0102548874264469,"181020A",2.938,0.595275711802099
"181110A",0.568201724,20.88432911,3.7664,2.02,-10.39577395,1.92336,2.14113609012074,1.7505,1.76057,-5.004364805,0.322853199156572,436.155202374793,14.18576896,4.0804,108.072116019499,3.6993136896,4.58446375641752,3.06425025,3.0996067249,25.0436671015227,0.0342910112443923,0.0907,0.05473,0.07443,0.141485526,0.00797602353536826,0.03030303,0.0213412522066114,"181110A",1.505,0.398807730203264
"181201A",0.861534411,21.81946365,4.09826681486777,1.31,-10.4114844688286,1.30502176874625,1.94448267215017,0.878085016457121,1.88453,-5.026872146,0.742241541337117,476.088993973671,16.7957908858464,1.7161,108.39900884466,1.7030818169016,3.78101286229226,0.771033296126502,3.5514533209,25.2694435722306,0.0175057628797337,0.794322689253769,0.592696080663558,0.279053475473484,0.206704046207393,0.0329010970878164,0.212121212,0.0914304172328591,"181201A",0.45,0.161368002234975
"190106A",0.740362689,21.91722026,4.19124,1.43,-10.43297363,1.26841,1.88536122003151,1.9365,1.94587,-5.22184875,0.548136911263311,480.364543925354,17.5664927376,2.0449,108.846938764275,1.6088639281,3.55458692999871,3.75003225,3.7864100569,27.2677043678766,0.0127388781590608,0.02855,0.031095,0.027005,0.225510462,0.00877362590478576,0.127272727,0.0143568424076625,"190106A",1.859,0.456214155357989
"190114A",-0.301029996,21.6447605,3.74534,2.06,-10.75202673,1.18375,1.8234742291703,0.86,1.83214,-6.096910013,0.09061905849176,468.49565710236,14.0275717156,4.2436,115.606078802635,1.4012640625,3.32505826444822,0.7396,3.3567369796,37.1723117066197,0.0664080102445273,0.03365,0.042215,0.04616,0,0.0394813165359268,0.133333333,0.105283510661638,"190114A",3.3765,0.641126932803509
"190719C",0.740362689,20.95382587,4.88123,1.64,-11.257,1.55953,2.26881190373978,0.915,1.5415,-5.292429824,0.548136911263311,439.062818590281,23.8264063129,2.6896,126.720049,2.4321338209,5.14750745455133,0.837225,2.37622225,28.0098134419647,0.0226602223459461,0.2175,0.1943,0.21085,0.22,0.025546734235364,0.09,0.0236887899489543,"190719C",2.469,0.54020429984206
"190829A",1.255272505,22.04910001,4.0838,2.56,-9.56068,1.03996,1.76492298464989,1.16,2.0913,-5.193820026,1.57570906180898,486.162811250982,16.67742244,6.5536,91.4066020624,1.0815168016,3.11495314174547,1.3456,4.37353569,26.9757664624786,0.0660733688053005,0.013585,0.0191599999999998,0.0096749999999999,0.075,0.0475009589564058,0.21,0.0651441723009837,"190829A",0.0785,0.0328201494385639
"191011A",0.255272505,21.65033473,3.15321333,1.94,-10.8132081,1.30602449,0.867467487859051,0.94,1.81479,-6.48148606,0.065164051808975,468.736993921044,9.94275430448969,3.7636,116.925469413906,1.70569996847976,0.752499842492494,0.8836,3.2934627441,42.0096615459743,0.0559978453466017,0.05719327,0.06597695,0.05756962,0.19,0.0526417553674108,0.17,0.0482549424451731,"191011A",1.722,0.434888120867316
"191221B",0.681241237,21.451745,1.95518066,1.24,-8.11145684,1.15734724,1.68124123737559,1.39,1.843,-4.721246399,0.46408962298929,460.177363545025,3.82273141323804,1.5376,65.7957320671828,1.33945263393562,2.8265720982522,1.9321,3.396649,22.2901675600705,0.144764827301084,0.06184721,0.05366691,0.00551831,0.175,0.0228576043082148,0.05,0.0633346119989973,"191221B",1.148,0.332034277027518
"200205B",0.301029996,21.82763844,4.53640048,1.36,-11.7337376,1.56884903,2.66086547800387,0.516,1.90881,-5.26760624,0.09061905849176,476.445799867366,20.5789293149442,1.8496,137.680598065654,2.46128727893194,7.08020509203276,0.266256,3.6435556161,27.7476754996869,0.0051064352834491,0.10035241,0.08886983,0.19267266,0.18,0.0160849808046748,0.22,0.0434294481567233,"200205B",1.465,0.391816923613249
"200613A",0.806179974,21.52730245,4.27632600566095,1.37,-10.8453920605102,1.19658567317117,1.94645226501307,0.890856449602931,1.96436,-5.070581074,0.649926150478641,463.424750773776,18.2869641066921,1.8769,117.622528946178,1.4318172732385,3.78867641997452,0.793625213799139,3.8587102096,25.710792428007,0.145589617977987,0.795350267611161,0.624616837230787,0.291465927304001,0.20505261369812,0.0394813165204961,0.103030303,0.100638650276148,"200613A",1.2255,0.347427598618541
"200829A",1.994317153,21.08966848,2.97975,0.83,-8.6381,1.29833,1.1152775913959,0.64,1.88219,-4.292429824,3.97730090675002,444.774116596306,8.8789100625,0.6889,74.61677161,1.6856607889,1.24384410586984,0.4096,3.5426391961,18.4249537939647,0.0969169434308637,0.0095499999999999,0.00926,0.00866,0.0195,0.00851557807845467,0.03,0.00704023475700731,"200829A",1.25,0.352182518111362
"201015A",0.227886705,21.89473409,3.94558933139601,2.06,-10.9024366751031,1.00289648058488,2.06069784035361,0.893838780739246,2.0457,-5.337242168,0.051932350315757,479.379380871808,15.567675172026,4.2436,118.863125454633,1.00580135076954,4.24647558923804,0.798947765953423,4.18488849,28.4861539598773,0.233102740892789,0.792650306326744,0.600805602788199,0.296979692713115,0.206065891225626,0.0510934685037089,0.163636364,0.0526417553674108,"201015A",0.426,0.154119525515847
"201020A",0.322219295,20.93258486,3.96908872,2.25,-11.0900559,1.55158826,1.15136985024746,0.99,2.0761,-6.036212173,0.103825274070297,438.173108921101,15.7536652672312,5.0625,122.989339865125,2.40742612856983,1.32565253205886,0.9801,4.31019121,36.4358573974734,0.145589617977987,0.04915322,0.04826492,0.08306159,1.04,0.0330441453884962,0.14,0.0413613792035401,"201020A",2.903,0.591398551281249
"201021C",0.342422681,21.85427081,3.43999224251991,2.15,-10.1800424020115,1.25339651638565,0.48572142648158,0.868684080953164,2.09,-6.48148606,0.117253292463228,477.609152636818,11.8335466285971,4.6225,103.633263306752,1.57100282728768,0.235925304143301,0.754612032501443,4.3681,42.0096615459743,0.00923562857434798,0.80049300257309,0.610440030725009,0.28237506622782,0.205992163743712,0.0510934685037089,0.151515152,0.065802194705171,"201021C",1.07,0.315970345456918
"201104B",0.612783857,21.73058526,2.72159651,1.47,-9.38944702,1.19537497,0.937517892017347,0.605,1.55046,-5.744727495,0.375504055399796,472.218335742129,7.40708756324418,2.1609,88.1617153413869,1.4289213189025,0.87893979785265,0.366025,2.4039262116,33.001893991809,0.00811616012108338,0.02110237,0.02972805,0.02348264,0.175,0.0241274712225866,0.07,0.0317776449968039,"201104B",1.954,0.470410490975931
"201221A",0,22.86332108,3.69587,1.4,-10.8802,1.06263,1.64836001098093,0.4,1.45068,-5.744727495,0,522.731450807172,13.6594550569,1.96,118.37875204,1.1291825169,2.71709072580106,0.16,2.1044724624,33.001893991809,0.0600613222120642,0.08575,0.223272,0.0994399,0.525,0.0482549424451731,0.15,0.130288344570976,"201221A",5.7,0.826074802700826
"210204A",0.62324929,21.65033473,4.01128505385513,1.77,-10.5121322479456,1.2725689335351,1.2148438480477,0.884015763818689,1.77015,-5.552841969,0.388439677485504,468.736993921044,16.0904077832816,3.1329,110.504924398297,1.61943169059865,1.47584557513934,0.78148387067994,3.1334310225,30.8340539326878,0.0827679937571121,0.792053054742452,0.603763742625933,0.277158225947058,0.20674925520347,0.0501350050952,0.4,0.0526417553674108,"210204A",0.876,0.273232834043046
"210210A",0.84509804,21.12319546,3.72413045,1.53,-10.1403778,1.5451851,0.819543935541869,0.965,1.85188,-6.008773924,0.714190697211842,446.189386441365,13.8691476086172,2.3409,102.827261926733,2.38759699326201,0.671652262283455,0.931225,3.4294595344,36.1053640697424,0.0387784332904449,0.05799791,0.08857348,0.10645081,0.15,0.0354526107425099,0.58,0.0310210344226792,"210210A",0.715,0.234264124378789
"210222B",0.146128036,21.14612804,3.24642494,2.37,-10.4520599,1.37828029,1.1078880251828,0.56,1.98,-6.468521083,0.0213534029052173,447.158731084074,10.539274891054,5.6169,109.245556153188,1.89965655780248,1.22741587634344,0.3136,3.9204,41.8417650012155,0.043498889845402,0.04184217,0.04927183,0.005516005,0.64,0.0894135698123102,0.33,0.0930631031960335,"210222B",2.198,0.504878459410216
"210411C",0.681241237,21.05996459,2.93128506,1.6,-9.72925773,1.16829405,1.10720996964787,1.21,1.88408,-5.920818754,0.46408962298929,443.522108532054,8.5924321029792,2.56,94.6584559767648,1.3649109872654,1.22591391688763,1.4641,3.5497574464,35.0560947177181,0.0202577864893789,0.05048963,0.05901459,0.03209979,0.14,0.0361912068292397,0.4,0.0271434051424274,"210411C",2.826,0.582744965691277
"210517A",0.176091259,21.15768338,3.057651,1.85,-10.8415194,1.21043545,0.48572142648158,0.66,1.71079,-6.823908741,0.0310081314962051,447.647566008328,9.349229637801,3.4225,117.538542900576,1.4651539786167,0.235925304143301,0.4356,2.9268024241,46.5657305054962,0.199990220154871,0.25872455,0.32132806,0.08060357,0.22,0.0868588963917867,0.25,0.0579059309278577,"210517A",2.486,0.542327382773974
"210610A",0.380211242,21.35337952,3.15453451,1.41,-10.4044334,1.0816785,1.13417710757677,0.88,1.83562,-6,0.144560588543183,455.966816925155,9.95108797478094,1.9881,108.252234375036,1.17002837736225,1.2863577113512,0.7744,3.3695007844,36,0.100484314152503,0.85146569,1.28215864,0.07850685,0.195,0.0434294481903252,0.19,0.0723824136024763,"210610A",3.54,0.657055852857104
"210610B",1.130333768,21.03780485,2.89514,0.98,-9.19036,1.05139,1.84123429550604,0.78,1.91684,-4.443697499,1.27765442708108,442.589232906684,8.3818356196,0.9604,84.4627169296,1.1054209321,3.39014373094763,0.6084,3.6742755856,19.7464474626189,0.0158369132201676,0.0225999999999997,0.0283100000000001,0.01291,0.029,0.0120637356019594,0.11,0.0225189731613911,"210610B",1.13,0.328379603438738
"210619B",2.06069784,21.83430305,2.91049117,1.41,-8.55006175,1.12578835,1.78461729263288,0.745,1.92306,-4.022276395,4.24647558778067,476.736789679239,8.47095885064797,1.9881,73.103555928813,1.26739940899572,3.18485888116429,0.555025,3.6981597636,16.1787073977742,0.00197833385893328,0.01027813,0.01099582,0.00437126,0.07,0.00457152086517999,0.02,0.00830824226926174,"210619B",1.937,0.4679039465228
"210722A",0.342422681,20.54058972,3.6504,1.62,-10.3507,1.43908,1.70070371714502,0.81,1.83712,-5.602059991,0.117253292463228,421.91582604537,13.32542016,2.6244,107.13699049,2.0709512464,2.89239313351089,0.6561,3.3750098944,31.3830761427629,0.0911698773853533,0.0364819,0.0395981,0.048071,0.09,0.0347435585260231,0.14,0.0987032913012404,"210722A",1.145,0.331427296520743
"210731A",0.204119983,20.92054437,4.80200435,1.65,-11.9404653,1.74153741,1.35237549500052,1.525,2.06317,-5.657577319,0.0416649674599203,437.669176737139,23.0592457774189,2.7225,142.574711580504,3.03295255042951,1.8289194794779,2.325625,4.2566704489,32.0081811204632,0.0513907268812215,0.16085961,0.11699725,0.27863334,0.235,0.0394813165204961,0.59,0.0814302152923456,"210731A",1.2525,0.352664799651101
"210822A",1.442479769,21.53322281,2.4985,1.3,-8.20842,1.267456,2.25719842613934,0.77,1.70788,-4.698970004,2.08074788397429,463.679684585104,6.24250225,1.69,67.3781588964,1.606444711936,5.09494473496593,0.5929,2.9168540944,22.0803190984918,0.10261648377714,0.017735,0.01621,0.008455,0.026,0.00868588963134467,0.4,0.010974950807848,"210822A",1.736,0.437116093048079
"211024B",-0.045757491,20.98677173,3.43921565,1.63,-8.56429146,1.92622006,2.78067727443337,1.07,2.08,-5.167491087,0.00209374798261508,440.444587647127,11.8282042872049,2.6569,73.3470882118289,3.7103237195464,7.73216610455018,1.1449,4.3264,26.7029641342244,0.0148638654800828,0.01916437,0.01167528,0.00965772,0.055,0.0191600506592421,0.09,0.096509884965017,"211024B",1.1137,0.325043347403704
"220117A",0.278753601,21.99532933,3.43803362,1.84,-10.1070569,1.68612083,1.69731654173238,1.2,1.78537,-5.795880017,0.0777035700704672,483.794512335158,11.8200751722503,3.3856,102.152599179838,2.84300345335989,2.88088344283838,1.44,3.1875460369,33.5922251714599,0.0299157959458657,0.05084186,0.04500955,0.06200239,0.55,0.0542868101948971,0.18,0.0914304172328591,"220117A",4.961,0.775319121829478
"220611A",-0.397940009,20.42473959,5.53,1.87,-12.4941008,2.26249671,1.75587485567249,0.32,1.90103,-6.173925197,0.15835625076292,417.169987319313,30.5809,3.4969,156.102554800561,5.11889136276082,3.08309650878289,0.1024,3.6139150609,38.1173523381515,0.0942443169455569,0.22640221,0.81046481,0.50304248,0.35,0.0842660934455674,0.29,0.144764827428965,"220611A",2.3608,0.526442668529935
"230116D",-0.22184875,21.4933967,3.79761,1.38,-11.1278,1.57289,1.61278385671974,0.84,1.76412,-6.090443971,0.0492168678765625,461.966101703571,14.4218417121,1.9044,123.82793284,2.4739829521,2.60107176849578,0.7056,3.1121193744,37.0935077638903,0.118428290732434,0.1014,0.13824,0.23491,0.22,0.0641814505632158,0.22,0.144764827428965,"230116D",3.81,0.682145076373832
"230325A",0.51851394,22.22918251,3.7823081,1.82,-10.9066853,0.931411844,1.58035466110659,1.025,2.0855,-5.886056648,0.268856705974324,494.13655506289,14.3058545633256,3.3124,118.955784233236,0.86752802314348,2.49752085488133,1.050625,4.34931025,34.645662863465,0.131947893472792,0.1875455,0.20042492,0.05714513,0.18,0.0668145357246291,0.18,0.0526417553674108,"230325A",1.664,0.425534220498263
"230414B",-0.22184875,21.69224395,4.8792574,1.6,-11.9505263,2.06160972,1.41463914673701,0.37,2.02038,-6.327902142,0.0492168678765625,470.553447586312,23.8071527754548,2.56,142.815078846992,4.25023463759848,2.00120391548081,0.1369,4.0819353444,40.0423455187282,0.148027729903839,0.11074106,0.069549,0.21988187,2.19,0.0924030812423339,0.3,0.144764827428965,"230414B",3.568,0.659726095237792
"230506C",0.380211242,20.96124782,4.25859,1.89,-11.4531,1.14181,1.49136169383427,1.11,2.08995,-5.769551079,0.144560588543183,439.373910171455,18.1355887881,3.5721,131.17349961,1.3037300761,2.22415970183623,1.2321,4.3678910025,33.2877196531901,0.0886038540634792,0.1023,0.11841,0.11299,0.29,0.0510934685037089,0.17,0.0904780170030954,"230506C",3.7,0.672097857935718
"230818A",0.826074803,21.31377445,3.9564,1.36,-11.0883,1.39195,0.99211148778695,1.02,2.00403,-5.721246399,0.682399580151489,454.276981305473,15.65310096,1.8496,122.95039689,1.9375248025,0.984285204198835,1.0404,4.0161362409,32.7326603580705,0.0552798328409481,0.2044,0.12794,0.19715,0.29,0.0228576043082148,0.1,0.0324100359406028,"230818A",2.42,0.534026106056135
"231210B",0.591064607,21.82763844,3.24045,1.08,-10.048,1.60174,0.873320601815399,0.84,1.66432281,-5.853871964,0.349357369648064,476.445799867366,10.5005162025,1.1664,100.962304,2.5655710276,0.76268887355521,0.7056,2.7699704158863,34.2678169709052,0.0376155997043379,0.05243,0.04808,0.060675,0.362,0.0620420687973556,0.19,0.0779502916284169,"231210B",3.13,0.615950051656401
"970508A",0.387389826,22.0125926,4.64973175700802,1.38,-11.2937134663557,1.4662611250133,2.27737997466725,0.864886908282649,1.83214,-5.744727495,0.15007087728831,484.554232973575,21.6200054121289,1.9044,127.547963860145,2.14992168672525,5.18645954901543,0.74802936411872,3.3567369796,33.001893991809,0.0322625499166263,0.822079601505504,0.641270919132509,0.290677903113412,0.213343873808093,0.0248403283013014,0.042424242,0.0376012540900799,"970508A",0.83,0.262451089730429
