"","log10PeakFlux","log10NH","log10Ta","PhotonIndex","log10Fa","log10T90","Alpha","Beta","Gamma","log10Fluence","log10PeakFluxSqr","log10NHSqr","log10TaSqr","PhotonIndexSqr","log10FaSqr","log10T90Sqr","AlphaSqr","BetaSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"051111A",0.497917543977059,21.0737000983578,3.36870224701627,1.58026842022412,-9.99915091150366,1.776555911,1.23032638259351,0.896712722568867,1.97512667264974,-5.5915125802994,0.247921880600146,444.100835835526,11.3481548290525,2.49724827995762,99.9830189510245,3.15615090490904,1.51370300770562,0.804093706816869,3.90112537301245,31.2650129356464,0.0375678308208745,0.84167006435997,0.592177227843515,0.274979853078917,0.201523011414935,4702.70600292277,0.13,0.00630851989372278,"051111A",1.55,0.406540180433955
"060512A",0.520344748482812,21.0541572819153,3.64897866076983,1.60850207501112,-10.6758325451871,0.92890769,1.10954659990307,0.892770570057967,1.97457753334701,-5.60814650933831,0.270758657273641,443.277538851628,13.3150452667535,2.58727892531507,113.973400532876,0.862869496541136,1.23109365735647,0.797039290761628,3.89895643519875,31.4513072702034,0.264523548794802,0.793423562686926,0.610439681840417,0.288936716080171,0.208274777232724,4886.31834572169,0.13,0.00599101314418156,"060512A",0.44,0.15836249209525
"060607A",0.389618425226081,21.0438986863829,3.62054379973058,1.5612625161333,-10.4188106089101,2.009450896,1.33679614564696,0.904692753092901,1.97960787547738,-5.63073178576027,0.151802517275652,442.84567192275,13.1083374057675,2.43754064428288,108.551614504338,4.0378929034352,1.78702393501657,0.818468977498812,3.91884734065206,31.705140443171,0.0219746078959429,0.804928981322599,0.600366002881621,0.277395610771954,0.204116646546746,5147.15248482894,0.13,0.00809518159839069,"060607A",3.07,0.60959440922522
"060904B",0.507819269195718,21.053500634993,3.7590325669501,1.60442376724511,-10.5883534453498,2.234264124,1.30953280753281,0.925945240139644,1.97617659381797,-5.60470807997071,0.257880410166473,443.249888987652,14.1303258393915,2.57417562490101,112.113228683651,4.99193617579349,1.71487617400476,0.857374587737264,3.90527392995399,31.412752661689,0.0130950724779308,0.775256271187084,0.60612567257617,0.282871268195849,0.196814314741617,4847.78475557458,0.13,0.00616631564261218,"060904B",0.7,0.230448921378274
"061007A",0.542525497945515,21.1200262149776,3.13344227804525,1.56883158669184,-9.06316736281652,1.876852648,1.57334794819469,0.943646757745928,1.96862940134342,-5.55180894907147,0.294333915921029,446.055507321342,9.81846050984139,2.46123254740203,82.1410026464226,3.52257586230461,2.47542376608844,0.890469203404402,3.87550171983375,30.8225826069901,0.0298208063463662,0.890368040482369,0.64774535592478,0.279463885936541,0.19926753083088,4291.84666747398,0.13,0.0056927160633208,"061007A",1.26,0.354108439147401
"061126A",0.490014503133301,21.0459063706054,3.64132019364013,1.59794202005416,-10.6429787860363,2.281033367,1.18575908719508,0.915190937975956,1.97840261950082,-5.61054360625558,0.240114213280976,442.930174960288,13.2592127526114,2.55341869945477,113.272997440019,5.20311322136736,1.40602461286571,0.83757445295331,3.91407692484772,31.4781995576954,0.0117581409910335,0.782289455778941,0.628222359538955,0.274005538608674,0.201378810356391,4913.36304395185,0.13,0.00642436959139084,"061126A",1.1588,0.334212409393176
"070125A",0.446102681825331,21.0185468488707,4.25845963241837,1.59796904549918,-10.9015023731412,1.77815125,1.59147961738547,0.886656876010672,1.98069369963033,-5.61631651166825,0.199007602731752,441.779311638174,18.1344784409368,2.55350507037356,118.842753991602,3.16182186787656,2.5328073725534,0.786160415777005,3.92314753175528,31.5430111592375,0.0374300821665039,0.79625834004854,0.632386001143638,0.26180008590973,0.193472988629488,4979.11045186844,0.13,0.00710791685645795,"070125A",1.55,0.406540180433955
"070411A",0.39022916039765,21.0376157125218,3.54512517275081,1.56577117892844,-10.6614707977792,2.089021501,1.39074047916452,0.939257089700753,1.98145915439312,-5.63481841842806,0.152278797624654,442.581274867745,12.5679124904715,2.45163938476295,113.666959571899,4.36401083164029,1.93415908038676,0.882203880553129,3.92618038052831,31.7511786086561,0.018295763152312,0.830512100630995,0.622020566589438,0.30017096914321,0.202638283921516,5195.8148534373,0.13,0.0080838055905205,"070411A",2.95,0.59659709562646
"070612A",0.485500595547555,21.0453205682508,4.29490176167059,1.60570636468594,-10.6643135460757,2.566790912,2.01750384753001,0.928442991651922,1.97562615566642,-5.59786986039691,0.235710828277031,442.905517820439,18.4461811424011,2.57829292959294,113.727583409015,6.58841558592579,4.07032177479839,0.86200638874757,3.90309870695328,31.3361469739401,0.00608949276024844,0.80727012502061,0.584321630046158,0.400005002855116,0.214388055509574,4772.05135887791,0.13,0.0064914904925291,"070612A",0.671,0.222976449893391
"071010A",0.466711552384212,21.025718487627,4.22728014498134,1.60511711759957,-11.0097517059946,0.77815125,1.81234833830586,0.884516372529736,1.97796784141472,-5.61232866082208,0.217819673128882,442.080837920941,17.8698974241534,2.57640096121115,121.214632627651,0.605519367876562,3.28460649936003,0.782369213273164,3.9123567816708,31.4982329970849,0.37430082166504,0.796969627900217,0.594489190334362,0.275953286103564,0.195304338134514,4933.59970572031,0.13,0.00677849794188669,"071010A",0.99,0.298853076409707
"071010B",0.513910450692912,21.0623976439637,3.50251949809925,1.59704390801795,-10.3620156458001,1.552668216,1.03680484017768,0.906188744008195,1.97586154321608,-5.60050029113449,0.264103951331392,443.624594512448,12.2676428345654,2.55054924413725,107.371368243807,2.41077858897662,1.07496427661587,0.82117803976715,3.90402883796022,31.3656035109975,0.062907701080855,0.841972921086861,0.593402161458891,0.280450720047944,0.215986767651673,4801.04238236464,0.13,0.00608043387992796,"071010B",0.947,0.289365951520032
"071025A",0.282110714786669,21.1686912872649,3.57160081672478,1.50923930971166,-10.7844281981506,2.376832349,1.39399863015596,0.921537869560161,1.96749996277632,-5.70514499095327,0.0795864553974451,448.113490815525,12.7563323940291,2.27780329397892,116.303891561065,5.64933201525286,1.94323218087668,0.84923204503348,3.8710561035248,32.5486793677992,0.00943060774968575,0.797931933012949,0.622375377666814,0.274894386498469,0.198654774729186,6109.1422773708,0.13,0.0103689386794057,"071025A",5,0.778151250383644
"071112C",0.522931251181566,21.0742803287708,3.25373237661387,1.59467014405814,-10.4032286685627,1.176091259,1.17533084295455,0.879913657174972,1.97349181756308,-5.5978486253047,0.273457093462318,444.125291375616,10.5867743786253,2.5429728683504,108.227166730406,1.38319064949621,1.38140259040025,0.774248044083033,3.89466995398844,31.3359092318257,0.149720328552953,0.812424930997323,0.613956477483681,0.266866321274483,0.19167345663978,4771.81803223553,0.13,0.00595543885037941,"071112C",0.82,0.260071387985075
"080319C",0.445996972176958,21.0462077480066,3.53623804698494,1.58085470487786,-10.6684390703431,1.531478917,1.69701999520679,0.913754040542593,1.97855910429125,-5.61268202928037,0.198913299191014,442.942860572253,12.5049795249439,2.49910159793447,113.815592197622,2.34542767321549,2.87987686413166,0.834946446607914,3.91469612917379,31.5021995618068,0.0660530861242607,0.767351691255829,0.590954141048344,0.397323455738987,0.207004899718235,4937.61561668954,0.13,0.00710964717280949,"080319C",1.95,0.469822015978163
"080330A",0.476733816485408,21.0477340961499,3.64042465182194,1.58978665665452,-10.5274185472066,1.783188691,1.26531718071842,0.877907083627025,1.97789124794577,-5.60818218189376,0.227275131780743,443.00711058223,13.2526916455929,2.52742161367674,110.826541268069,3.17976190771029,1.60102756782122,0.770720847482508,3.91205378870048,31.4517073853107,0.0369984337462195,0.784901545370465,0.599984472469636,0.272340103751185,0.211109545451254,4886.71971996967,0.13,0.00662386091013289,"080330A",1.51,0.399673721481038
"080413B",0.452665565768918,21.0109769754883,4.43526683966263,1.60739480105007,-11.1393181743893,0.903089987,1.8391472998556,0.907784505325222,1.98024064284958,-5.61684893123396,0.204906114432895,441.4611534645,19.6715919390109,2.58371804644279,124.08440939028,0.81557152461966,3.38246279056616,0.824072708108559,3.92135300359332,31.548991916304,0.280725615995587,0.844904696161984,0.620293351732969,0.277349693055528,0.192306703165898,4985.21829244573,0.13,0.00700131237979403,"080413B",1.1,0.322219294733919
"080603A",0.459848204054048,21.0336465342043,3.73852616692566,1.59101790473244,-10.695921119596,1.77815125,1.20604909239641,0.90574028184772,1.98070824734896,-5.61708599969266,0.211460370771733,442.414286525844,13.9765779007879,2.53133797317919,114.402728596619,3.16182186787656,1.4545544132702,0.820365458161587,3.9232051611162,31.5516551279433,0.0374300821665039,0.764855445129845,0.649598016777649,0.283762204668398,0.196920393366508,4987.94031791464,0.13,0.00688647248911664,"080603A",1.69,0.429752280002408
"080603B",0.401381501595164,21.0277041840152,3.91194960677745,1.5732354822267,-10.6233813083771,1.77815125,1.34507228609575,0.882738443144279,1.98128803581299,-5.62734179634873,0.161107109822788,442.16434325045,15.3033497259662,2.47506988253709,112.856230423175,3.16182186787656,1.80921945482284,0.779227159004785,3.9255022808557,31.6669756929333,0.0374300821665039,0.744368919529571,0.605201623334486,0.264628858424407,0.197817305138437,5107.1315551766,0.13,0.00787886246318142,"080603B",2.6893,0.566943971856554
"081228A",0.358460383550268,21.0429936359592,3.38118395973577,1.55676124135262,-10.8750132016766,0.477121255,1.30027915398102,0.941183330074743,1.98155919008621,-5.65301614102319,0.128493846575005,442.807581163019,11.4324049695744,2.42350556257775,118.26591213664,0.227644691972775,1.6907258782776,0.885826060810583,3.9265768238151,31.9565914906688,0.748601642185562,0.762888972612087,0.638676195187086,0.27786112002877,0.210147621136552,5418.15456022683,0.13,0.00869730373900263,"081228A",3.44,0.64738297011462
"090313A",0.37524249014987,21.0518654815194,3.63482091771727,1.55510290195902,-10.2916980617426,1.893872679,1.18251337653882,0.923633879357445,1.97992776273143,-5.63733990136199,0.140806926413875,443.181040251989,13.211923103875,2.41834503568136,105.919048994076,3.58675372426264,1.39833788569325,0.853099543096884,3.92011394563468,31.779601163488,0.0286747309365001,0.793718806105817,0.605438514527348,0.282073717746858,0.195389757887318,5226.06912775451,0.13,0.00836763120327089,"090313A",3.38,0.6414741105041
"090726A",0.406563635500919,21.035177693548,3.56856366633087,1.57114082992579,-10.6153586557152,1.773054693,1.25086987324864,0.95537769672947,1.98275332120524,-5.63089147179914,0.165293989711724,442.478700599141,12.7346466406568,2.46848350745991,112.685839389467,3.14372294436932,1.56467543980106,0.912746543408107,3.93131073275041,31.7069387671802,0.0378719212460373,0.777195177129161,0.625659349945523,0.287859866692389,0.206002744299082,5149.0453928723,0.13,0.00778540815036068,"090726A",2.71,0.569373909615046
"091024A",0.50093690180798,21.0673064933157,3.80119318627547,1.59269031149352,-10.2048321049238,1.995196292,1.51753718130589,0.892041451449135,1.97460412687326,-5.59101155086506,0.250937779592978,443.8314028833,14.4490696393871,2.53666242832534,104.138598289684,3.98080824361055,2.30291909664583,0.795737951103479,3.8990614578649,31.2594101619065,0.022707835449174,0.801362715979047,0.61216342663035,0.277009331144064,0.185978328458134,4697.28379374845,0.13,0.00626481310016959,"091024A",1.09,0.320146286111054
"000926A",0.420447835448275,21.0198533432187,4.23118097454324,1.58861921591303,-10.8605261040488,1.397940009,1.75943237017218,0.916599497951259,1.98172317746477,-5.61827197952452,0.17677638233314,441.834234570421,17.9028924393367,2.52371101316814,117.951027256724,1.95423626876292,3.09560226520971,0.8401546396445,3.92722675210106,31.5649800359103,0.0898321970524164,0.827660020283902,0.65389439792829,0.293384266877723,0.19416267362819,5001.58009791903,0.13,0.00754044862718687,"000926A",2.04,0.482873583608754
"970508A",0.459011917813043,20.9900163651187,4.62003633362784,1.61702774697593,-11.2915218298013,1.120573931,1.46015725712989,0.868082342816862,1.98048621894195,-5.62653940597558,0.210691940694408,440.580787007952,21.3447357240414,2.61477873449007,127.49846523288,1.25568593483679,2.13205921554907,0.753566953910413,3.922325663419,31.657945686996,0.170136737050821,0.80752163501987,0.652792575964957,0.293291217842421,0.210423580194429,5097.70447263215,0.13,0.0068997459956337,"970508A",0.83,0.262451089730429
