"","PhotonIndex","log10PeakFlux","log10NH","Beta_opt","log10Ta_opt","Alpha_opt","log10Ta","log10Fluence","log10T90","Gamma","log10Fa","log10Fa_opt","Beta","Alpha","PhotonIndexSqr","log10PeakFluxSqr","log10NHSqr","Beta_optSqr","log10Ta_optSqr","Alpha_optSqr","log10TaSqr","log10FluenceSqr","log10T90Sqr","GammaSqr","log10FaSqr","log10Fa_optSqr","BetaSqr","AlphaSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FaErr_opt","log10TaErr_opt","AlphaErr_opt","BetaErr_opt","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","PhotonIndex_opt","log10PeakFlux_opt","log10NH_opt","Beta_opt_opt","log10Ta_opt_opt","Alpha_opt_opt","log10Ta_opt","log10Fluence_opt","log10T90_opt","Gamma_opt","log10Fa_opt","log10Fa_opt_opt","Beta_opt","Alpha_opt","Redshift_crosscheck","log10z"
"150910A",1.42,0.041392685,20.842422,0.53,2.99,1.239,0,-5.318758763,2.049992857,1.78547,0,-10.88,0,0,2.0164,0.00171335437150922,434.406554826084,0.2809,8.9401,1.535121,0,28.2891947789893,4.20247071375102,3.1879031209,0,118.3744,0,0,0.15117163716416,0,0,0,0,0.03,0.025,0.008,0.14,0.036191207,0.12,0.157925266,"150910A",1,0.355,0.01034817125,5.2106055,0.1325,0.7475,0.30975,0,-1.32968969075,0.51249821425,0.4463675,0,-2.72,0,0,1.3585,0.372635880581721
"151021A",1.57,0.986771734,22.33647975,0,0,0,3.15765,-4.552841969,2.042181595,1.96079,-9.642065153,0,1.27,1.33346,2.4649,0.973718455021367,498.91832762216,0,0,0,9.9707535225,20.7283699946878,4.17050566695674,3.8446974241,92.9694204146969,0,1.6129,1.7781155716,0.0143797213110485,0.06282,0.05208,0.02141,0.04,0,0,0,0,0.015510517,0.04,0.035818102,"151021A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0.52244423350632
"151027A",1.72,0.832508913,21.65076489,0,0,0,3.99907,-5.107905397,2.11290649,2.00612,-9.935542011,0,0.9235,1.74508,2.9584,0.693071090224441,468.755620322057,0,0,0,15.9925608649,26.0906975447017,4.46437383548412,4.0245174544,98.7149950523459,0,0.85285225,3.0453042064,0.0183350782696789,0.02221,0.01731,0.02499,0.002440971,0,0,0,0,0.011135756,0.05,0.038320101,"151027A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0.257678574869184
"151215A",1.99,0.204119983,21.01785522,0,0,0,3.06337,-6.508638306,1.250420002,2.20942,-10.72815839,0,1.015,1.07478,3.9601,0.0416649674599203,441.750238048881,0,0,0,9.3842357569,42.3623725983306,1.56355018140168,4.8815367364,115.093382440927,0,1.030225,1.1551520484,0.0244827442519859,0.093,0.11588,0.071395,0.35435971,0,0,0,0,0.098066496,0.33,0.05428681,"151215A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,0.555094448578319
"160117B",1.73,-0.705929807788426,20.95374423,0,0,0,4.10299,-6.4710833,0.697062187810827,1.83834,-11.74958,0,0.64,0.973333,2.9929,0.498336893524204,439.059397256258,0,0,0,16.8345269401,41.8749190755389,0.485895693675617,3.3794939556,138.0526301764,0,0.4096,0.947377128889,0.214744065864423,0.12265,0.162075,0.093958,0.015,0,0,0,0,0.005627928835757,0.0041822719666068,0.122191721784807,"160117B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0.271841606536499
"160121A",1.77,0.079181246,20.90942658,0,0,0,3.8244,-6.214670165,1.079181246,2.2054,-11.17263073,0,1.02,0.798663,3.1329,0.00626966971811252,437.204119904411,0,0,0,14.62603536,38.6221252597411,1.16463216171811,4.86378916,124.82767742894,0,1.0404,0.637862587569,0.0862757376305275,0.0694,0.120385,0.106048,0.03,0,0,0,0,0.035597908,0.13,0.072382414,"160121A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0.471291711058939
"160131A",1.24,0.806179974,21.680967,0.97,4.001806,1.287451,0,-4.690369833,2.511883361,2.02332,0,-11.1733,0,0,1.5376,0.649926150478641,470.064330055089,0.9409,16.014451261636,1.657530077401,0,21.9995691703164,6.30955801926866,4.0938238224,0,124.84263289,0,0,0.051933835584684,0,0,0,0,0.041241,0.050707,0.038892,0.04,0.010644473,0.05,0.020357554,"160131A",1,0.31,0.2015449935,5.42024175,0.2425,1.0004515,0.32186275,0,-1.17259245825,0.62797084025,0.50583,0,-2.793325,0,0,0.972,0.294906910605192
"160203A",1.93,0.113943352,22.0158332,0,0,0,3.66139836,-5.920818754,1.305351369,1.75592,-11.36754271,0,0.61,1.146279559,3.7249,0.0129830874649959,484.696911490222,0,0,0,13.4058379506107,35.0560947177181,1.70394219655017,3.0832550464,129.221027263674,0,0.3721,1.31395682738123,0.0695758261024457,0.08458679,0.087010427,0.0601909,0.25,0,0,0,0,0.036191207,0.2,0.133629071,"160203A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0.655138434811382
"160227A",0.75,-0.22184875,21.4198963,0,0,0,4.47751,-5.508638306,2.500373714,1.72551,-10.99567863,0,0.679,1.10229,0.5625,0.0492168678765625,458.811957502754,0,0,0,20.0480958001,30.3450959863305,6.25186870966215,2.9773847601,120.904948534239,0,0.461041,1.2150432441,0.103418641469029,0.03055,0.03885,0.03434,0.001,0,0,0,0,0.028018999,0.51,0.072382414,"160227A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0.528916700277655
"160314A",1.53,-0.045757491,20.79066861,0.9,2.806841,0.607458,0,-6.552841969,0.941014244,1.95129,0,-12.5865,0,0,2.3409,0.00209374798261508,432.251901250839,0.81,7.878356399281,0.369005221764,0,42.9397378706878,0.885507807410892,3.8075326641,0,158.41998225,0,0,0.199990220376636,0,0,0,0,0.156279,0.384008,0.053103,0.09,0.062042069,0.22,0.096509885,"160314A",1,0.3825,-0.01143937275,5.1976671525,0.225,0.70171025,0.1518645,0,-1.63821049225,0.235253561,0.4878225,0,-3.146625,0,0,0.726,0.237040791379191
"160804A",1.4,0.462397998,21.30214687,0,0,0,4.38419,-4.943095149,2.15896526,1.87827,-11.5214335,0,0.92,0.948229,1.96,0.213811908554408,453.781461271051,0,0,0,19.2211219561,24.4341896520673,4.66113099388687,3.5278981929,132.743429894922,0,0.8464,0.899138236441,0.057915224642575,0.05875,0.095375,0.070062,0.005,0,0,0,0,0.011428802,0.23,0.044927015,"160804A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736,0.239549720840473
"161014A",1.47,0.462397998,22.18657496,0.8,3.993669,1.360776,0,-5.721246399,1.26245109,1.83236,0,-12.6812,0,0,2.1609,0.213811908554408,492.244108455699,0.64,15.949392081561,1.851711322176,0,32.7326603580705,1.59378275464219,3.3575431696,0,160.81283344,0,0,0.0885407574117407,0,0,0,0,0.140665,0.162303,0.140234,0.06,0.045715209,0.15,0.089854031,"161014A",1,0.3675,0.1155994995,5.54664374,0.2,0.99841725,0.340194,0,-1.43031159975,0.3156127725,0.45809,0,-3.1703,0,0,2.823,0.582404298019028
"161023A",1.48429488273099,0.588209791507229,21.1872488303853,0.66,4.55,1.36,0,-5.42056598348586,1.643452676,1.95429741445854,0,-11.91,0,0,2.2031312989014,0.345990758824978,448.899513000663,0.4356,20.7025,1.8496,0,29.382535581324,2.70093669825156,3.81927838415933,0,141.8481,0,0,0.057915224642575,0,0,0,0,0.05,0.04,0.02,0.08,0.0255406174190192,0.159030747217934,0.0451456901736497,"161023A",1,0.371073720682748,0.147052447876807,5.29681220759633,0.165,1.1375,0.34,0,-1.35514149587146,0.410863169,0.488574353614635,0,-2.9775,0,0,2.71,0.569373909615046
"161108A",1.85,-0.22184875,21.16074757,0,0,0,4.69106,-5.958607315,2.021602716,2.00325,-11.81247928,0,0.84,0.883711,3.4225,0.0492168678765625,447.777237721261,0,0,0,22.0060439236,35.5050011343715,4.08687754133858,4.0130105625,139.534666740429,0,0.7056,0.780945131521,0.0491496346156657,0.13355,0.18179,0.0812555,0.005,0,0,0,0,0.039481317,0.17,0.072382414,"161108A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.159,0.334252642334231
"161117A",1.19,0.832508913,21.87736847,0,0,0,4.08464,-4.698970004,2.099335278,1.92624,-10.74958,0,1.375,1.141,1.4161,0.693071090224441,478.61925117215,0,0,0,16.6842839296,22.0803190984918,4.40720860945534,3.7104005376,115.5534701764,0,1.890625,1.301881,0.00378540226960351,0.03835,0.04019,0.02365,0.674290141,0,0,0,0,0,0.12,0.019160051,"161117A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.549,0.406369835469268
"161129A",1.57,0.531478917,21.51361441,0,0,0,3.70506,-5.443697499,1.550595207,1.74506,-10.43651891,0,0.71,2.32574,2.4649,0.282469839215493,462.83560498216,0,0,0,13.7274696036,29.6338424606189,2.40434549597137,3.0452344036,108.920926958788,0,0.5041,5.4090665476,0.0255903856698547,0.10625,0.050725,0.10628,0.005,0,0,0,0,0.012063736,0.06,0.025546734,"161129A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645,0.216165902285993
"170113A",0.75,0.041392685,21.4429483,0.8,3.874501,1.095671,0,-6.173925197,1.315130317,1.81917,0,-12.5021,0,0,0.5625,0.00171335437150922,459.800031796473,0.64,15.011757999001,1.200494940241,0,38.1173523381515,1.72956775069252,3.3093794889,0,156.30250441,0,0,0.0434736058796182,0,0,0,0,0.110016,0.186127,0.149224,0.04,0.04537405,0.59,0.039481317,"170113A",1,0.1875,0.01034817125,5.360737075,0.2,0.96862525,0.27391775,0,-1.54348129925,0.32878257925,0.4547925,0,-3.125525,0,0,1.968,0.472463896606989
"170202A",1.68,0.672097858,21.7153121,0,0,0,3.77629,-5.48148606,1.664641976,1.99768,-10.65364703,0,1.04,1.1958,2.8224,0.451715530728188,471.554779600406,0,0,0,14.2603661641,30.0466894259743,2.77103290826118,3.9907253824,113.500195039828,0,1.0816,1.42993764,0.10761765896651,0.04485,0.068655,0.059155,0,0,0,0,0,0.013160439,0.07,0.027720924,"170202A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.645,0.666985718329661
"170405A",1.59,-0.0335186812736592,21.74186197,0,0,0,3.6300738,-5.431798276,2.216693599,1.8473,-10.31069114,0,0.612,1.81152426,2.5281,0.00112350199432515,472.708561922532,0,0,0,13.1774357934464,29.5044325111566,4.91373051184757,3.41251729,106.310351784474,0,0.374544,3.28162014456855,0.0933217274509788,0.048255345,0.035670699,0.072401387,0.0475,0,0,0,0,0.035213066,0.12,0.153952769308304,"170405A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0.65417654187796
"170519A",1.94,-0.15490196,21.33992622,0,0,0,4.1513,-5.958607315,2.335257256,1.97351,-11.06348626,0,0.975,1.37345,3.7636,0.0239946172118416,455.392451075043,0,0,0,17.23329169,35.5050011343715,5.45342645170065,3.8947417201,122.400728225209,0,0.950625,1.8863649025,0.0991498519285518,0.053,0.052235,0.066745,0.224423613,0,0,0,0,0.078962633,0.26,0.062042069,"170519A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818,0.259593878885949
"170531B",1.95,-0.096910013,21.63012977,0,0,0,3.80257,-5.698970004,2.215187969,2.06685,-11.39577395,0,0.99,1.02082,3.8025,0.00939155061966017,467.86251386704,0,0,0,14.4595386049,32.4782591064918,4.90705773800235,4.2718689225,129.863663919499,0,0.9801,1.0420734724,0.0233394026693868,0.08415,0.11435,0.107427,0.035,0,0,0,0,0.043429448,0.14,0.10857362,"170531B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.366,0.527114111639805
"170607A",1.61,1.08334542328181,20.90203663,0.9,4.186609,0.979571,0,-5.124938737,1.361727836,1.94001,0,-11.9084,0,0,2.5921,1.17363730614564,436.895135281862,0.81,17.527694918881,0.959559344041,0,26.2649970580032,1.85430269933724,3.7636388001,0,141.80999056,0,0,0.0944643171466364,0,0,0,0,0.023499,0.035487,0.024256,0.04,0.017371779,0.07,0.0231184496675564,"170607A",1,0.4025,0.270836355820453,5.2255091575,0.225,1.04665225,0.24489275,0,-1.28123468425,0.340431959,0.4850025,0,-2.9771,0,0,0.557,0.19228861256812
"170705A",1.65,1.1430148,21.08891889,0,0,0,3.63746,-5.022276395,2.337059726,1.89159,-10.18641901,0,0.66,0.774169,2.7225,1.30648283301904,444.742499948999,0,0,0,13.2311152516,25.2232601877742,5.4618481628912,3.5781127281,103.763132247289,0,0.4356,0.599337640561,0.0361306862803674,0.04055,0.06603,0.027333,0.005,0,0,0,0,0.013714563,0.05,0.012497683,"170705A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,0.478566495593843
"170714A",1.76,-0.397940009,21.06857952,0.9,4.460403,1.851865,0,-5.552841969,3,1.84715,0,-13.2172,0,0,3.0976,0.15835625076292,443.885042990563,0.81,19.895194922409,3.429403978225,0,30.8340539326878,9,3.4119631225,0,174.69437584,0,0,0.0886038540296678,0,0,0,0,0.263786,0.217775,0.533548,0.03,0.046531552,0.17,0.217147241,"170714A",1,0.44,-0.09948500225,5.26714488,0.225,1.11510075,0.46296625,0,-1.38821049225,0.75,0.4617875,0,-3.3043,0,0,0.793,0.253580289562183
"170903A",1.94,0.591064607,21.73970839,0,0,0,4.41384,-5.619788758,1.465382851,2.20256,-11.26042766,0,1.14,0.971187,3.7636,0.349357369648064,472.614920882236,0,0,0,19.4819835456,31.5820256845432,2.14734690000489,4.8512705536,126.797231086093,0,1.2996,0.943204188969,0.0534696645518069,0.04095,0.065935,0.051271,0.005,0,0,0,0,0.036191207,0.12,0.05567878,"170903A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886,0.27554168840131
"171222A",2.07,-0.15490196,20.02880298,0,0,0,4.78231,-5.721246399,2.242541428,1.99001,-12.10957898,0,1.34,0.718496,4.2849,0.0239946172118416,401.152948811657,0,0,0,22.8704889361,32.7326603580705,5.02899205629628,3.9601398001,146.641903072858,0,1.7956,0.516236502016,0.0563106258915239,0.20975,0.378455,0.126956,0.015,0,0,0,0,0.045715209,0.17,0.124084138,"171222A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.409,0.532627001228891
"180115A",1.66,-0.22184875,20.61397389,0.9,3.061361,0.97054,0,-6.119186408,1.611723308,1.9512,0,-11.6085,0,0,2.7556,0.0492168678765625,424.935919537602,0.81,9.371931172321,0.9419478916,0,37.4444422958519,2.59765202155046,3.80718144,0,134.75727225,0,0,0.0402373538487879,0,0,0,0,0.057564,0.086722,0.036237,0.06,0.062858412,0.22,0.144764827,"180115A",1,0.415,-0.0554621875,5.1534934725,0.225,0.76534025,0.242635,0,-1.529796602,0.402930827,0.4878,0,-2.902125,0,0,2.487,0.542451947375977
"180205A",2.04,0.531478917,21.4933967,0,0,0,3.21372,-6,1.190331698,1.88733,-10.30627305,0,1.03,1.09633,4.1616,0.282469839215493,461.966101703571,0,0,0,10.3279962384,36,1.41688955126356,3.5620145289,106.219264181156,0,1.0609,1.2019394689,0.0875106835560367,0.06455,0.088815,0.042095,0.005,0,0,0,0,0.043429448,0.13,0.038320101,"180205A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.409,0.381836799998343
"180325A",1.18,0.973127854,22.14319598,1.13703,3.915432,1.426558,0,-5.187086643,1.973589623,1.85846,0,-12.717,0,0,1.3924,0.946977820230645,490.321128208688,1.2928372209,15.330607746624,2.035067727364,0,26.905867841989,3.89505600001328,3.4538735716,0,161.722089,0,0,0.2694762542188,0,0,0,0,0.072161,0.045784,0.049597,0.1041,0.013362907,0.05,0.013860462,"180325A",1,0.295,0.2432819635,5.535798995,0.2842575,0.978858,0.3566395,0,-1.29677166075,0.49339740575,0.464615,0,-3.17925,0,0,2.248,0.511616020569138
"180329B",0.97,0.146128036,21.41988474,0,0,0,4.02296,-5.48148606,2.322219295,1.86768,-11.14935376,0,0.77,1.50063,0.9409,0.0213534029052173,458.811462274885,0,0,0,16.1842071616,30.0466894259743,5.3927024540703,3.4882285824,124.308089265626,0,0.5929,2.2518903969,0.091090048181127,0.04825,0.04314,0.069665,0,0,0,0,0,0.039481317,0.56,0.124084138,"180329B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.998,0.476831628512261
"180620B",1.3,0.556302501,21.21643247,0,0,0,4.6659,-5,2.29841638,1.99236,-10.98296666,0,0.9,1.09835,1.69,0.309472472618855,450.13700675407,0,0,0,21.77062281,25,5.2827178558523,3.9694983696,120.625556654672,0,0.81,1.2063727225,0.0599542916300528,0.0437,0.067125,0.059445,0.005,0,0,0,0,0.013028834,0.2,0.024127471,"180620B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1175,0.325823419002744
"180624A",1.91,0.146128036,21.1034582,0,0,0,4.171185481,-5.236572006,2.686993566,2.06008,-11.54363397,0,0.95,1.243849338,3.6481,0.0213534029052173,445.355947999147,0,0,0,17.3987883169052,27.4216863740229,7.2199344237254,4.2439296064,133.255485233338,0,0.9025,1.54716117564304,0.0343795484387942,0.088149935,0.099379055,0.123366444,0,0,0,0,0,0.022463508,0.1,0.062042069,"180624A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.855,0.586024382386976
"180720B",1.36,1.831869774,21.24271531,0,0,0,3.62033,-4.065501549,3.06444019010425,1.8461,-8.847711656,0,0.729,1.34127,1.8496,3.35574686889481,451.252953741708,0,0,0,13.1067893089,16.5283028449214,9.39079367872617,3.40808521,78.2820015477183,0,0.531441,1.7990052129,0.00138098327707093,0.004975,0.00614,0.005375,0,0,0,0,0,0.005049936,0.03,0.016629833,"180720B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654,0.218535505216528
"180728A",1.97,2.120573931,21.58733599,0,0,0,3.8695,-4.528708289,0.938519725,1.70111,-9.42365865,0,0.8595,1.1986,3.8809,4.49683379683679,466.013075145149,0,0,0,14.97303025,20.5091987668573,0.880819274214076,2.8937752321,88.8053423517198,0,0.73874025,1.43664196,0.0148761559757772,0.009885,0.014745,0.0091,0.042486494,0,0,0,0,0.008803267,0.03,0.009541318,"180728A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0.0480531731156091
"181010A",1.52,0.146128036,22.27837171,0,0,0,3.15711,-6.161150909,1.214843848,1.76613,-9.928117993,0,1.115,1.07011,2.3104,0.0213534029052173,496.325846048928,0,0,0,9.9673435521,37.9597805234715,1.47584557502345,3.1192151769,98.5675268829304,0,1.243225,1.1451354121,0.0580681587793652,0.034615,0.057805,0.033375,0.007041969,0,0,0,0,0.04405886,0.15,0.062042069,"181010A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,0.378397900948138
"181020A",1.25,0.886490725,20.65703194,0,0,0,4.29043,-5.091514981,2.376576957,1.93674,-10.42365865,0,1.228,2.64643,1.5625,0.785865805511026,426.71296857018,0,0,0,18.4077895849,25.9235248017474,5.64811803254338,3.7509618276,108.65265965172,0,1.507984,7.0035917449,0.0211468897196027,0.1418,0.047555,0.091985,0.029531206,0,0,0,0,0.016084981,0.06,0.016920564,"181020A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.938,0.595275711802099
"181201A",1.62357778401957,0.899550776141651,21.1468434832998,0.57781,4.749372,1.151212,0,-5.37153011911936,1.283301229,1.97913612783146,0,-11.6955,0,0,2.6360048207619,0.809191598857047,447.188989307179,0.3338643961,22.556534394384,1.325289068944,0,28.8533358206064,1.64686204435291,3.91697981248771,0,136.78472025,0,0,0.10761765896651,0,0,0,0,0.026476,0.024124,0.006098,0.02953,0.0288230416508681,0.178235765696061,0.0293124960699646,"181201A",1,0.405894446004892,0.224887694035413,5.28671087082495,0.1444525,1.187343,0.287803,0,-1.34288252977984,0.32082530725,0.494784031957865,0,-2.923875,0,0,0.45,0.161368002234975
"190114A",2.06,-0.301029996,21.6447605,0,0,0,3.74534,-6.096910013,1.823474229,1.83214,-10.75202673,0,0.86,1.18375,4.2436,0.09061905849176,468.49565710236,0,0,0,14.0275717156,37.1723117066197,3.32505826382714,3.3567369796,115.606078802635,0,0.7396,1.4012640625,0.0664080102705681,0.03365,0.042215,0.04616,0,0,0,0,0,0.065144172,0.22,0.173717793,"190114A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3765,0.641126932803509
"190719C",1.64,0.740362689,20.95382587,0,0,0,4.88123,-5.292429824,2.268811904,1.5415,-11.257,0,0.915,1.55953,2.6896,0.548136911263311,439.062818590281,0,0,0,23.8264063129,28.0098134419647,5.14750745573211,2.37622225,126.720049,0,0.837225,2.4321338209,0.0226602223323686,0.2175,0.1943,0.21085,0.22,0,0,0,0,0.025546734,0.09,0.02368879,"190719C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.469,0.54020429984206
"190829A",2.56,1.255272505,22.04910001,0,0,0,4.0838,-5.193820026,1.764922985,2.0913,-9.56068,0,1.16,1.03996,6.5536,1.57570906180898,486.162811250982,0,0,0,16.67742244,26.9757664624786,3.11495314298131,4.37353569,91.4066020624,0,1.3456,1.0815168016,0.0660733687520347,0.013585,0.01916,0.009675,0.075,0,0,0,0,0.047500959,0.21,0.065144172,"190829A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785,0.0328201494385639
"191011A",1.94,0.255272505,21.65033473,0,0,0,3.15321333,-6.48148606,0.867467488,1.81479,-10.8132081,0,0.94,1.30602449,3.7636,0.065164051808975,468.736993921044,0,0,0,9.94275430448969,42.0096615459743,0.75249984273703,3.2934627441,116.925469413906,0,0.8836,1.70569996847976,0.0559978453284278,0.05719327,0.06597695,0.05756962,0.19,0,0,0,0,0.052641755,0.17,0.048254942,"191011A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.722,0.434888120867316
"191221B",1.24,0.681241237,21.0438101,0,0,0,1.95518066,-4.721246399,1.681241237,1.843,-8.11145684,0,1.39,1.15734724,1.5376,0.46408962298929,442.841943524862,0,0,0,3.82273141323804,22.2901675600705,2.82657209698929,3.396649,65.7957320671828,0,1.9321,1.33945263393562,0.14476482742628,0.06184721,0.05366691,0.00551831,0.175,0,0,0,0,0.022857604,0.05,0.063334612,"191221B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.148,0.332034277027518
"200205B",1.36,0.301029996,21.53322281,0,0,0,4.53640048,-5.26760624,2.660865478,1.90881,-11.7337376,0,0.516,1.56884903,1.8496,0.09061905849176,463.679684585104,0,0,0,20.5789293149442,27.7476754996869,7.08020509201217,3.6435556161,137.680598065654,0,0.266256,2.46128727893194,0.0051064352834946,0.10035241,0.08886983,0.19267266,0.18,0,0,0,0,0.016084981,0.22,0.043429448,"200205B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.465,0.391816923613249
"200613A",1.74656725545063,0.228369899911643,20.9938049880807,0.9,5.199503,0.923123,0,-5.23247535249562,2.580924976,2.00996423348564,0,-12.785,0,0,3.05049717781235,0.0521528111856538,440.739847877562,0.81,27.034831447009,0.852156073129,0,27.3787983144742,6.6611737317406,4.03995621989152,0,163.456225,0,0,0.0875106835560367,0,0,0,0,0.113922,0.166694,0.132474,0.09,0.041388018888279,0.176273323751351,0.0694499683839808,"200613A",1,0.436641813862657,0.0570924749779107,5.24845124702018,0.225,1.29987575,0.23078075,0,-1.3081188381239,0.645231244,0.50249105837141,0,-3.19625,0,0,1.2255,0.347427598618541
"200829A",0.83,1.994317153,21.08966848,0,0,0,2.97975,-4.292429824,1.115277591,1.88219,-8.6381,0,0.64,1.29833,0.6889,3.97730090675002,444.774116596306,0,0,0,8.8789100625,18.4249537939647,1.24384410498676,3.5426391961,74.61677161,0,0.4096,1.6856607889,0.0969169435192129,0.00955,0.00926,0.00866,0.0195,0,0,0,0,0.008515578,0.03,0.007040235,"200829A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.352182518111362
"201015A",3.03,0.255272505,21.35536147,1.1,4.275441,0.481067,0,-6.698970004,0.990338855,2.1574,0,-12.8744,0,0,9.1809,0.065164051808975,456.05146351436,1.21,18.279395744481,0.231425458489,0,44.8761991144918,0.980771047722711,4.65437476,0,165.75017536,0,0,0.035217186540104,0,0,0,0,0.09442,0.229803,0.027144,0.24,0.130288345,0.68,0.096509885,"201015A",1,0.7575,0.06381812625,5.3388403675,0.275,1.06886025,0.12026675,0,-1.674742501,0.24758471375,0.53935,0,-3.2186,0,0,0.426,0.154119525515847
"201020A",2.25,0.322219295,20.93258486,1.1,3.793643,0.728842,0,-6.036212173,1.15136985,2.0761,0,-12.091,0,0,5.0625,0.103825274070297,438.173108921101,1.21,14.391727211449,0.531210660964,0,36.4358573974734,1.32565253148902,4.31019121,0,146.192281,0,0,0.0249128885159663,0,0,0,0,0.128558,0.192264,0.056032,0.11,0.033044145,0.14,0.041361379,"201020A",1,0.5625,0.08055482375,5.233146215,0.275,0.94841075,0.1822105,0,-1.50905304325,0.2878424625,0.519025,0,-3.02275,0,0,2.903,0.591398551281249
"201021C",1.63,0,20.75199541,0.6,2.88042,1.034879,0,-6,1.387033701,1.6168,0,-11.1691,0,0,2.6569,0,430.645313496661,0.36,8.2968193764,1.070974544641,0,36,1.92386248770976,2.61404224,0,124.74879481,0,0,0.0951998384562338,0,0,0,0,0.102098,0.137291,0.035385,0.09,0.043429448,0.15,0.086858896,"201021C",1,0.4075,0,5.1879988525,0.15,0.720105,0.25871975,0,-1.5,0.34675842525,0.4042,0,-2.792275,0,0,1.07,0.315970345456918
"201104B",1.47,0.612783857,21.73058526,0,0,0,2.72159651,-5.744727495,0.937517892,1.55046,-9.38944702,0,0.605,1.19537497,2.1609,0.375504055399796,472.218335742129,0,0,0,7.40708756324418,33.001893991809,0.878939797820124,2.4039262116,88.1617153413869,0,0.366025,1.4289213189025,0.00811616012140756,0.02110237,0.02972805,0.02348264,0.175,0,0,0,0,0.024127471,0.07,0.031777645,"201104B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.954,0.470410490975931
"210204A",1.71047871175346,0.493025576197725,21.0584880674433,0.73,4.489641,1.06783,0,-5.18451228666849,2.301029996,1.98957333119557,0,-12.0073,0,0,2.92573742336178,0.243074218785099,443.459919686652,0.5329,20.156876308881,1.1402609089,0,26.8791676506165,5.29473904249176,3.95840204020464,0,144.17525329,0,0,0.0343795484387942,0,0,0,0,0.017214,0.039841,0.028803,0.16,0.0338538542545085,0.143781575971085,0.0534933364415772,"210204A",1,0.427619677938365,0.123256394049431,5.26462201686082,0.1825,1.12241025,0.2669575,0,-1.29612807166712,0.575257499,0.497393332798892,0,-3.001825,0,0,0.876,0.273232834043046
"210210A",1.53,0.84509804,21.12319546,0,0,0,3.72413045,-6.008773924,0.819543936,1.85188,-10.1403778,0,0.965,1.5451851,2.3409,0.714190697211842,446.189386441365,0,0,0,13.8691476086172,36.1053640697424,0.671652263034372,3.4294595344,102.827261926733,0,0.931225,2.38759699326201,0.038778433249538,0.05799791,0.08857348,0.10645081,0.15,0,0,0,0,0.035452611,0.58,0.031021034,"210210A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715,0.234264124378789
"210411C",1.6,0.681241237,21.05996459,0,0,0,2.93128506,-5.920818754,1.10720997,1.88408,-9.72925773,0,1.21,1.16829405,2.56,0.46408962298929,443.522108532054,0,0,0,8.5924321029792,35.0560947177181,1.2259139176674,3.5497574464,94.6584559767648,0,1.4641,1.3649109872654,0.0202577864729536,0.05048963,0.05901459,0.03209979,0.14,0,0,0,0,0.036191207,0.4,0.027143405,"210411C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.826,0.582744965691277
